PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL
57_1221916,57,Jacksonville,33,St Augustine,St. Johns,Seaside Villas,,30 Clipper Court,St Augustine,FL,32080,29.858453,-81.27035,9044710065,110,104170,11,B,B+,Completed,,,,1/1/85 0:00,FALSE,,N,N,N,N,,,,100,1544,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1221916
57_1225,57,Jacksonville,3,Jacksonville - San Jose,Duval,Stonewood,,8300 Old Kings Road South,Jacksonville,FL,32217,30.2303595,-81.5984405,9047470141,117,70500,6.2,B-,B+,Completed,,,,1/1/80 0:00,FALSE,,N,N,N,N,,,,94.9,1097,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1225
57_1233259,57,Jacksonville,32,St Johns,St. Johns,360 Communities at Shearwater,Shearwater,18 Longtail Drive,St. Augustine,FL,32092,30.030783,-81.572151,9044383684,127,0,8.08,,B,Under Construction,,7/1/20 0:00,1/1/21 0:00,2/28/22 0:00,FALSE,,N,,N,N,,,TRUE,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1233259
57_1237,57,Jacksonville,6,Jacksonville - Highlands,Duval,River City Place,"Avesta Highlands, Ashley Park",1275 Dunn Avenue,Jacksonville,FL,32218,30.4308611,-81.6673694,9044374588,120,115200,10.02,C+,B-,Completed,,,,1/1/75 0:00,FALSE,,N,N,N,N,,,,98.3,933,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1237
57_1240,57,Jacksonville,6,Jacksonville - Highlands,Duval,"Park at River City, The",Highlander,10621 Monaco Drive,Jacksonville,FL,32218,30.4274517,-81.6596259,9047579854,104,95584,5.48,C+,C+,Completed,,,,1/1/67 0:00,FALSE,,N,N,N,N,,,,98.1,892,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1240
57_1249,57,Jacksonville,1,Jacksonville - Downtown,Duval,"Carling 11 East, The","11 East Forsyth, Regatta",11 East Forsyth Street,Jacksonville,FL,32202,30.3274328,-81.6573152,9043586464,127,94828,0.41,B+,B,Completed,,,,1/1/02 0:00,TRUE,,N,N,N,N,,TRUE,,98.4,1307,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1249
57_1261,57,Jacksonville,8,Jacksonville - Jacksonville Heights,Duval,Colonial Village,,9500 103rd Street,Jacksonville,FL,32210,30.2466463,-81.8126682,9047714321,100,73800,6.37,C+,B-,Completed,,,,1/1/83 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1261
57_1267958,57,Jacksonville,1,Jacksonville - Downtown,Duval,Armory Building,,851 North Market Street,Jacksonville,FL,32202,30.332387,-81.651711,,100,0,,,C+,Planned,10/28/20 0:00,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1267958
57_1285780,57,Jacksonville,32,St Johns,St. Johns,Hammock Oaks,,6700 County Road 16A,St. Augustine,FL,32092,29.98452,-81.522393,,126,0,50.68,,B,Under Construction,,4/5/21 0:00,,12/31/22 0:00,FALSE,,N,,N,N,,,TRUE,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1285780
57_1285875,57,Jacksonville,8,Jacksonville - Jacksonville Heights,Duval,Parkview,,Doloma Street & Finwood Avenue,Jacksonville,FL,32221,30.2876045,-81.7882922,,110,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1285875
57_1286,57,Jacksonville,4,Jacksonville - South Jacksonville,Duval,Eagle Rock II,,3760 University Blvd South,Jacksonville,FL,32216,30.287167,-81.603917,9047390333,127,116850,5.59,B-,C+,Completed,,,,1/1/74 0:00,FALSE,,N,N,N,N,,,,96.9,951,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1286
57_1289,57,Jacksonville,12,Jacksonville - Pineland Gardens,Duval,Heather Ridge,,6200 Barnes Road South,Jacksonville,FL,32216,30.2693865,-81.6002944,9047336200,120,100800,4.63,B-,B-,Completed,,,,1/1/69 0:00,FALSE,,N,N,N,N,,,,100,839,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1289
57_1298,57,Jacksonville,3,Jacksonville - San Jose,Duval,Lakewood Village,,1542 Arcadia Drive,Jacksonville,FL,32207,30.2668018,-81.6463225,9047374822,108,85380,3.77,B-,A-,Completed,,,,1/1/68 0:00,FALSE,,N,N,N,N,,,,98.1,1478,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1298
57_1306,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Palomas,Malibu Gardens,5930 Lenox Avenue,Jacksonville,FL,32205,30.299513,-81.7503739,9047813493,106,81620,5.24,C+,C+,Completed,,,,1/1/66 0:00,FALSE,,N,N,N,N,,,,94.3,790,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1306
57_1307401,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Village at Cedar Hills,,Harlow Blvd & Mother Hubbard Drive South,Jacksonville,FL,32210,30.251877,-81.757445,,128,0,,,C+,Prospective,,,,,,,,A,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1307401
57_1310,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Morningside,,2401 Jammes Road,Jacksonville,FL,32210,30.2743975,-81.7472783,9047838728,112,89200,4.94,C,C+,Completed,,,,1/1/73 0:00,FALSE,,N,N,N,N,,,,88.4,874,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1310
57_132,57,Jacksonville,7,Jacksonville - Dinsmore,Duval,Rosalind Villas,,1800 Edgewood Avenue West,Jacksonville,FL,32208,30.3847707,-81.6883757,9047641473,120,75450,10.38,C+,C,Completed,,,,1/1/02 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=132
57_1323884,57,Jacksonville,8,Jacksonville - Jacksonville Heights,Duval,Panther Creek,,1285 Tan Tara Trail,Jacksonville,FL,32221,30.294986,-81.86053,,100,0,,,C+,Planned,8/4/21 0:00,,,,,,,,,,,,TRUE,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1323884
57_1328,57,Jacksonville,19,Jacksonville - Southridge,Duval,Pine Barrens,,11750 Alden Road,Jacksonville,FL,32246,30.30075,-81.515101,9046428967,104,55200,5.5,B-,B-,Completed,,,,1/1/87 0:00,FALSE,,N,N,N,N,,,,100,808,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1328
57_1329722,57,Jacksonville,32,St Johns,St. Johns,Greenbriar Road & Longleaf Pine Pkwy,,Greenbriar Road & Longleaf Pine Pkwy,St. Johns,FL,32259,30.054843,-81.611182,,100,0,,,B+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1329722
57_1334663,57,Jacksonville,4,Jacksonville - South Jacksonville,Duval,Tori Meadows,,Philips Hwy & St Augustine Road,Jacksonville,FL,32207,30.301,-81.6427,,110,0,,,B+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1334663
57_1341,57,Jacksonville,3,Jacksonville - San Jose,Duval,San Marco Village,,2166 Dunsford Terrace,Jacksonville,FL,32207,30.2933091,-81.6409455,9043989492,106,85600,4.76,C+,C+,Completed,,,,1/1/73 0:00,FALSE,,N,N,N,N,,,,98.1,1040,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1341
57_1345755,57,Jacksonville,3,Jacksonville - San Jose,Duval,"Village at Southside, The",,Emerson Street & Freeman Road,Jacksonville,FL,32207,30.285669,-81.641245,,100,0,,,B+,Prospective,,,,,,,,,,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1345755
57_1348,57,Jacksonville,12,Jacksonville - Pineland Gardens,Duval,"Landings at Southpoint, The","South Side Square, Southpoint Place",3530 Victoria Park Road,Jacksonville,FL,32216,30.2639808,-81.5983244,9047371831,108,102412,3.21,B-,B+,Completed,,,,1/1/70 0:00,FALSE,,N,N,N,N,,,,90.7,1199,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1348
57_1357,57,Jacksonville,4,Jacksonville - South Jacksonville,Duval,"Park at Pottsburg Creek, The",Whispering Oaks,4800 Atlantic Blvd,Jacksonville,FL,32207,30.30795,-81.614202,9043983400,128,114068,8.38,B-,B+,Completed,,,,1/1/63 0:00,FALSE,,N,N,N,N,,,,95.3,917,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1357
57_1371,57,Jacksonville,1,Jacksonville - Downtown,Duval,"Carling, The",,31 West Adams Street,Jacksonville,FL,32202,30.3282085,-81.6582566,9043566400,100,77981,0.69,B,B,Completed,,,,1/1/05 0:00,TRUE,,N,N,N,N,P,TRUE,,100,1358,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1371
57_1388,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,Sanctuary Walk,,645 East 21st Street,Jacksonville,FL,32206,30.3581342,-81.6440022,9043567700,120,117828,6.84,B+,B-,Completed,,2/1/06 0:00,,2/27/07 0:00,,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1388
57_140,57,Jacksonville,12,Jacksonville - Pineland Gardens,Duval,Glenwood,,1920 Dean Road,Jacksonville,FL,32216,30.2864336,-81.59235,9047241375,104,67600,4.1,C,C+,Completed,,,,1/1/71 0:00,FALSE,,N,N,N,N,,,,100,896,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=140
57_1448,57,Jacksonville,21,Neptune Beach,Duval,Jacksonville Beach,,123 South 8th Street,Jacksonville,FL,32250,30.2857674,-81.3967085,9042494444,125,138120,1.72,C,B-,Completed,,,,1/1/62 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1448
57_1530,57,Jacksonville,27,Bellair - Orange Park,Clay,"Park at Blanding, The",Bellair,222 Blairmore Blvd,Orange Park,FL,32073,30.170065,-81.744096,9042645901,117,116120,13.29,B-,B,Completed,,,,1/1/68 0:00,FALSE,,N,N,N,N,,,,98.3,1401,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1530
57_154,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,University Plaza,,719 Venus Mars Court,Jacksonville,FL,32209,30.3512176,-81.66598,9043540733,120,96000,4.03,C+,B-,Completed,,,,1/1/55 0:00,FALSE,,N,A,N,N,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=154
57_1553,57,Jacksonville,1,Jacksonville - Downtown,Duval,Metropolitan Lofts,,421 West Church Street,Jacksonville,FL,32202,30.3313154,-81.662454,9043582100,116,125652,0.76,B,B-,Completed,,,,1/1/04 0:00,FALSE,,N,N,N,N,,TRUE,,100,1519,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1553
57_1555,57,Jacksonville,4,Jacksonville - South Jacksonville,Duval,Clearview Townhouses,,2540 Clear Place,Jacksonville,FL,32207,30.2981277,-81.6238868,9043981556,121,121420,6.71,C+,B+,Completed,,,,1/1/75 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1555
57_162,57,Jacksonville,4,Jacksonville - South Jacksonville,Duval,Liberty Studio,,2203 Art Museum Drive,Jacksonville,FL,32207,30.3013932,-81.6131835,9043998963,100,34500,2.25,C-,B+,Completed,,,,1/1/76 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=162
57_1910,57,Jacksonville,25,Hilliard,Nassau,Eastwood Oaks,L C OKEFENOKEE,37149 Cody Circle,Hilliard,FL,32046,30.681954,-81.904661,9048452922,104,111508,10.6,B-,C+,Completed,,,,1/1/74 0:00,FALSE,,N,N,N,N,,,,100,937,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1910
57_1915,57,Jacksonville,30,Green Cove Springs,Clay,Briarwood,,3793 East Country Road 218,Middleburg,FL,32068,30.050134,-81.861471,9042820205,102,70720,30,C+,C,Completed,,,,1/1/90 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1915
57_1917,57,Jacksonville,27,Bellair - Orange Park,Clay,Middletowne,,1809 Debarry Avenue,Orange Park,FL,32073,30.168363,-81.720434,9042647821,100,80850,6.72,C,B,Completed,,,,1/1/72 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1917
57_1944,57,Jacksonville,28,Ridgewood,Clay,Maverick Trails Townhomes,,428 Madison Avenue,Orange Park,FL,32065,30.1306778,-81.7908555,9042723050,120,131340,20,B,B,Completed,,,,1/1/83 0:00,FALSE,,N,N,N,N,,,,97.5,1169,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1944
57_1945,57,Jacksonville,27,Bellair - Orange Park,Clay,Park Village,"Avesta Park Village, Jennifer Green",741 Park Avenue,Orange Park,FL,32073,30.181818,-81.7006221,9045794666,120,115900,6.5,B,B,Completed,,,,1/1/68 0:00,FALSE,,N,N,N,N,,,,94.2,1380,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1945
57_1946,57,Jacksonville,27,Bellair - Orange Park,Clay,Promenade Park Avenue,Gull Cove,606 Park Avenue,Orange Park,FL,32073,30.182708,-81.703126,9042642031,105,91500,4.42,B-,B,Completed,,,,1/1/74 0:00,FALSE,,N,N,N,N,,,,99,1187,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=1946
57_235,57,Jacksonville,5,Jacksonville - Newcastle,Duval,University Place,Legends,3285 University Blvd North,Jacksonville,FL,32277,30.3587632,-81.6037679,9042523626,127,109284,4.7,C+,C+,Completed,,,,1/1/66 0:00,FALSE,,N,N,N,N,,,,100,941,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=235
57_271,57,Jacksonville,17,Jacksonville - Sunbeam,Duval,Mandarin Lanai,,3909 Sunbeam Road,Jacksonville,FL,32257,30.206934,-81.6128139,9047330200,120,108875,9.69,B-,B,Completed,,,,1/1/86 0:00,FALSE,,N,N,N,N,,,,96.7,1143,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=271
57_277,57,Jacksonville,17,Jacksonville - Sunbeam,Duval,Mandarin Trace,,3960 Old Sunbeam Road,Jacksonville,FL,32257,30.204255,-81.612718,9042623454,120,100300,10.23,B-,B,Completed,,,,1/8/83 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=277
57_3040,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,Grace Manor,,6720 Norwood Avenue,Jacksonville,FL,32208,30.37927,-81.6702,,110,0,2.27,,B-,Prospective,,,,,FALSE,,N,A,N,A,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3040
57_3043,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Marcis Pointe,,6734 103rd Street,Jacksonville,FL,32210,30.2448846,-81.7545176,9047780030,120,89820,33.35,B+,C+,Completed,,12/27/10 0:00,,9/22/11 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3043
57_3058,57,Jacksonville,12,Jacksonville - Pineland Gardens,Duval,5 Thousand Town by ARIUM,5 Thousand Town,5000 Big Island Drive,Jacksonville,FL,32246,30.25197,-81.52753,9046450051,131,153306,4.5,A,A-,Completed,3/1/11 0:00,2/1/12 0:00,7/30/13 0:00,11/29/13 0:00,FALSE,,N,N,N,N,,FALSE,,97.7,2245,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3058
57_3062,57,Jacksonville,26,Callahan,Nassau,"Pine Terrace I, II & III",,45153 Brown Street,Callahan,FL,32011,30.55646,-81.82833,9048791488,103,73000,11.29,C+,C,Completed,,,,1/1/75 0:00,FALSE,,N,A,N,P,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3062
57_3068,57,Jacksonville,12,Jacksonville - Pineland Gardens,Duval,Lake Lofts at Deerwood,,4360 Deerwood Lake Pkwy,Jacksonville,FL,32216,30.266727,-81.559893,9045131700,130,97254,5.5,A-,B,Completed,8/14/12 0:00,2/1/13 0:00,9/1/17 0:00,10/30/17 0:00,FALSE,,N,N,N,N,,FALSE,,100,1479,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3068
57_3071,57,Jacksonville,14,Jacksonville - Oceanway,Duval,Duval Station Landing,,225 Duval Station Road,Jacksonville,FL,32218,30.488231,-81.620816,9045749310,104,116428,6.06,B,C+,Completed,12/27/12 0:00,4/17/18 0:00,1/22/19 0:00,6/30/19 0:00,FALSE,,N,N,N,P,,FALSE,,98.1,1300,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3071
57_3085,57,Jacksonville,1,Jacksonville - Downtown,Duval,"Residences at Barnett, The",Barnett Bank Redevelopment,112 West Adams Street,Jacksonville,FL,32202,30.32789,-81.65948,9047204150,107,,0.25,,B,Completed,,10/16/17 0:00,6/24/19 0:00,10/14/19 0:00,,,,N,N,N,,TRUE,,97.2,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3085
57_3088,57,Jacksonville,20,Jacksonville - San Pablo,Duval,"Arc Jacksonville Village, The",,3675 Kirbo Way,Jacksonville,FL,32224,30.281107,-81.459364,9047215063,122,111922,49.9,B,B+,Completed,8/29/13 0:00,5/15/15 0:00,,8/15/16 0:00,FALSE,,N,A,N,N,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3088
57_3109,57,Jacksonville,13,Jacksonville - Oakwood Villa,Duval,Peyton Ridge,,1800 Corporate Square Blvd,Jacksonville,FL,32216,30.312877,-81.561713,9045592058,123,92833,7.03,B-,C+,Completed,,1/1/15 0:00,9/1/15 0:00,4/29/16 0:00,FALSE,,N,A,N,A,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3109
57_3115,57,Jacksonville,13,Jacksonville - Oakwood Villa,Duval,Silversmith Pointe,,275 Aralia Lane,Jacksonville,FL,32216,30.308946,-81.57643,,108,,19.91,,B,Prospective,,,,,,,N,A,N,A,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3115
57_3116,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Bronwyn Landing,,Lane Avenue South & Normandy Blvd,Jacksonville,FL,32205,30.306051,-81.751886,,100,,,,C+,Prospective,,,,,,,,A,,,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3116
57_3402,57,Jacksonville,1,Jacksonville - Downtown,Duval,Lofts at LaVilla,,995 Water Street,Jacksonville,FL,32204,30.327783,-81.669724,9047913030,130,107020,1.48,B,B-,Completed,,10/1/16 0:00,5/1/17 0:00,11/30/17 0:00,FALSE,,N,A,N,N,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3402
57_3415,57,Jacksonville,3,Jacksonville - San Jose,Duval,Riverside St. Johns,,555 Bishop Gate Lane,Jacksonville,FL,32204,30.3132608,-81.676676,9045314942,125,107476,1.61,A,B+,Completed,,12/31/17 0:00,8/27/19 0:00,9/1/20 0:00,FALSE,,N,N,N,N,,,,98.4,2001,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3415
57_3421,57,Jacksonville,1,Jacksonville - Downtown,Duval,Lofts at Monroe,,906 West Monroe Street,Jacksonville,FL,32204,30.330767,-81.669077,9046957360,108,86476,1.44,B,C+,Completed,6/20/17 0:00,12/1/17 0:00,5/2/18 0:00,11/1/18 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3421
57_3430,57,Jacksonville,1,Jacksonville - Downtown,Duval,Lofts at Cathedral,,325 East Duval Street,Jacksonville,FL,32202,30.328586,-81.652681,,120,0,1.52,,C,Planned,9/16/19 0:00,,,,,,N,P,N,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=3430
57_348,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Timuquana Park,,5615 Seaboard Avenue,Jacksonville,FL,32244,30.245552,-81.729128,9047713490,100,89920,9.8,C+,B-,Completed,,,,1/1/81 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=348
57_364,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Villas at Cedar Creek,San Juan Villas,5821 San Juan Avenue,Jacksonville,FL,32210,30.282964,-81.744375,9049321181,118,119096,5.09,B-,C+,Completed,,,,1/1/68 0:00,FALSE,,N,N,N,N,,,,89.8,1000,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=364
57_370870,57,Jacksonville,1,Jacksonville - Downtown,Duval,"District, The",,21 West Church Street,Jacksonville,FL,32202,30.330637,-81.657278,,100,0,1.87,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=370870
57_384577,57,Jacksonville,1,Jacksonville - Downtown,Duval,Ashley Square,,116 East Beaver Street,Jacksonville,FL,32202,30.330761,-81.654619,,120,76632,0.76,,B-,Under Construction,1/23/19 0:00,6/2/21 0:00,,7/31/22 0:00,,,,A,,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=384577
57_394,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,"Forest, The",,6756 103rd Street,Jacksonville,FL,32210,30.2466518,-81.7554724,9046727411,113,95700,5.34,C+,C+,Completed,,,,1/1/66 0:00,FALSE,,N,N,N,N,,,,77,1074,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=394
57_41,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,Senior Citizen Village,,801 West 4th Street,Jacksonville,FL,32209,30.343507,-81.665914,9043590907,100,69760,8.97,C+,B-,Completed,,,,1/1/93 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=41
57_459,57,Jacksonville,8,Jacksonville - Jacksonville Heights,Duval,Normandy,,8441 Helen Terrace,Jacksonville,FL,32210,30.286335,-81.791005,9047810077,100,78240,7,C+,C+,Completed,,,,1/1/74 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=459
57_462,57,Jacksonville,18,Jacksonville - Deerwood Club,Duval,Belle Rive Club,,8715 Belle Rive Blvd,Jacksonville,FL,32256,30.20675,-81.554872,9046428558,104,84765,5.68,B+,B+,Completed,,,,1/1/90 0:00,FALSE,,N,N,N,N,,,,94.2,1283,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=462
57_47,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,Downtown East,Franklin Arms,888 Franklin Street,Jacksonville,FL,32206,30.3333599,-81.6402267,9043546032,100,46688,1.686,C,C,Completed,,,,1/1/71 0:00,FALSE,,N,N,N,N,,,,90,764,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=47
57_511,57,Jacksonville,6,Jacksonville - Highlands,Duval,Hampton Ridge,Hartwood Place,11501 Harts Road,Jacksonville,FL,32218,30.4414629,-81.6565314,9047574028,110,135604,14.17,B,B-,Completed,,,,1/1/90 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=511
57_67,57,Jacksonville,22,Jacksonville - Mayport,Duval,Seaside,"Avesta Seaside, Avesta Atlantic Beach/Atlantic Arms",1085 Atlantic Blvd,Atlantic Beach ,FL,32233,30.326338,-81.416484,9044374584,100,82650,6.53,C+,B,Completed,,,,1/1/72 0:00,FALSE,,N,N,N,N,,,,95,1350,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=67
57_917522,57,Jacksonville,23,Jacksonville - Beacon Hills,Duval,11635 Tanager Drive,,11635 Tanager Drive,Jacksonville,FL,32225,30.350316,-81.508004,,100,0,,,B+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=917522
57_917529,57,Jacksonville,3,Jacksonville - San Jose,Duval,Ortega Park,Roosevelt Square Redevelopment,4529 Roosevelt Blvd,Jacksonville,FL,32210,30.278812,-81.718797,,100,0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=917529
57_923582,57,Jacksonville,2,Jacksonville - College Park-Springfield,Duval,"Lofts at Murray Hill, The",Edgewood Avenue,840 Edgewood Avenue South,Jacksonville,FL,32205,30.313703,-81.720531,9043875899,117,0,3.69,,B-,Under Construction,6/26/20 0:00,12/1/20 0:00,5/25/21 0:00,1/31/22 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=923582
57_950540,57,Jacksonville,9,Jacksonville - Cedar Hills,Duval,Cedar Station,,103rd Street & Harlow Blvd,Jacksonville,FL,32210,30.248405,-81.757576,,128,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=57&PropertyID=950540
101_1020,101,North Central Florida,1,Daytona Beach - Central,Volusia,Lakeside Village,,155 Ontario Court,Daytona Beach,FL,32114,29.195138,-81.025259,3862575553,103,156554,6.14,B-,C,Completed,,,,1/1/07 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=101&PropertyID=1020
101_1032,101,North Central Florida,11,Palatka,Putnam,Woodland Point,,6710 St. Johns Avenue,Palatka,FL,32177,29.648944,-81.695537,3863289530,120,135040,14.57,B-,C,Completed,,,,1/1/04 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=101&PropertyID=1032
101_1035,101,North Central Florida,2,Daytona Beach - North,Volusia,Hollypoint,,1000 15th Street,Holly Hill,FL,32117,29.24694,-81.06067,3862524995,126,120386,11.28,C+,C+,Completed,,,,1/1/80 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=101&PropertyID=1035
