OBJECTID,Name and Size,Total_Visits,Travel Time Start (Minutes),,Travel Time End (Minutes),Facility ID,Facility: Name,Facility: Rank,Facility: Store_ID,Facility: lat,Facility: lng,Facility: State,Facility: Plotted,Facility: Percentile,Facility: State_Rank,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Area (Square Miles),Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index
8,Marshalls  : 0 - 10,415341,0,,10,8,Marshalls ,31,167,26.21278703,-80.10717035,FL,87,64%,31/87,,0,0,28.80799067,7,US,8,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,146363,5080.7,68035,155374,57634,49,85827,416643,40173,27490,1970,24589,17050,109929,360730,484519,33851315,59844434,44709,17959,40880,14552,123486,36452,178781,6206,56077,18685,43131,24022,85709,33982,153,138,156
176,Marshalls  : 0 - 10,266804,0,,10,176,Marshalls ,73,866,26.23680797,-80.20107708,FL,87,16%,73/87,,0,0,35.52829057,10,US,176,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,190044,5349.1,57042,106851,50164,41.9,82807,253309,45180,28277,1980,24725,13046,142854,293484,379929,26664884,46492986,56186,22529,45026,15514,153152,46852,179096,5041,69482,22481,55432,68798,61724,53219,95,99,94
273,T.J. Maxx  : 0 - 10,344990,0,,10,273,T.J. Maxx ,60,322,26.24607539,-80.25473906,FL,88,32%,60/88,,0,0,41.03297964,8,US,273,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,252638,6157,65554,141439,55800,41.3,98800,292596,60067,33242,1981,37860,19375,159750,181928,212648,38641636,68309972,75541,29848,63161,19713,203044,61265,199097,4852.1,99874,28192,69427,81462,87823,75791,71,59,73
100,HomeGoods  : 0 - 10,164402,0,,10,100,HomeGoods ,51,249,26.26183053,-80.10120799,FL,52,2%,51/52,,0,0,27.31484277,0,US,100,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,142840,5229.4,62511,120658,53854,45.7,75206,359001,36108,25447,1972,20948,12137,58258,189411,380263,27732398,49360182,42155,16574,36314,12933,117050,35685,143912,5268.7,52873,16933,42422,36441,69814,29975,148,151,147
60,HomeGoods  : 0 - 10,428685,0,,10,60,HomeGoods ,13,428,26.27045514,-80.2048016,FL,52,75%,13/52,,0,0,39.61404993,26,US,60,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,189053,4772.4,68390,140632,57667,41.6,79425,298933,46173,27099,1984,30152,15062,162775,221087,301992,31926838,56034579,57803,23066,48661,15661,152322,45826,172650,4358.3,75169,22016,51181,45837,77417,54385,68,44,72
43,Marshalls  : 0 - 10,374136,0,,10,43,Marshalls ,43,796,26.27086874,-81.79847013,FL,87,51%,43/87,,0,0,38.98166753,9,US,43,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,74217,1903.9,90230,375776,76324,59,52381,460370,25526,10078,1993,17501,13632,101613,282563,228964,22541928,39906838,23242,9479,22152,7685,64771,17672,100121,2568.4,39775,8048,12163,1159,60543,11203,92,61,97
58,Marshalls  : 0 - 10,358726,0,,10,58,Marshalls ,48,1169,26.28817959,-80.24929148,FL,87,45%,48/87,,0,0,42.3150537,24,US,58,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,199466,4713.8,86108,170365,72134,39,73094,375618,42955,26961,1988,35807,19949,169582,223483,320274,37540930,66795988,60719,23426,53565,15270,157218,46416,173552,4101.4,84657,19953,52593,43579,85756,57845,63,38,68
23,Marshalls  : 0 - 10,396312,0,,10,23,Marshalls ,36,325,26.31571519,-80.15697515,FL,87,59%,36/87,,0,0,30.2255575,22,US,23,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,132059,4369.1,65962,157092,56225,46,65159,328551,35902,20379,1984,25953,13663,42369,235725,247023,25135046,44268464,40381,16558,35306,12227,109487,32567,134165,4438.8,53279,14994,36014,17777,70904,29959,70,51,73
25,T.J. Maxx  : 0 - 10,592478,0,,10,25,T.J. Maxx ,12,710,26.31583737,-80.15573678,FL,88,86%,Dec-88,,0,0,31.06886446,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,133860,4308.5,65906,156675,56201,46,66011,328532,36430,20635,1984,26302,13823,43267,237698,252807,25454284,44866979,40904,16746,35757,12409,110909,32994,135435,4359.2,53984,15141,36555,18325,71703,30334,70,52,74
99,HomeGoods  : 0 - 10,202822,0,,10,99,HomeGoods ,50,743,26.34287079,-81.80516736,FL,52,4%,50/52,,0,0,28.69041737,32,US,99,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,48846,1702.5,77946,311049,64364,58.8,35226,377970,16899,6069,1993,9323,6813,74192,189064,214410,12694764,22429544,14851,6364,12892,4950,42238,12208,68260,2379.2,25782,4606,8594,568,36834,11363,107,80,112
24,HomeGoods  : 0 - 10,569734,0,,10,24,HomeGoods ,1,185,26.36580292,-80.17252744,FL,52,98%,Jan-52,,0,0,47.88093258,23,US,24,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,173655,3626.8,82821,297622,69047,50.9,81093,366798,53447,18700,1985,40281,25344,274658,212634,202966,41043756,72099423,54329,22625,49054,15828,146453,41079,165415,3454.7,77986,18110,41779,10397,113520,34929,45,28,49
46,Marshalls  : 0 - 10,367379,0,,10,46,Marshalls ,44,473,26.36594881,-80.1735641,FL,87,49%,44/87,,0,0,43.16781247,12,US,46,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,153583,3557.8,82353,298946,68647,51.4,72323,364078,47534,16831,1985,35908,22807,266624,197043,187011,36248961,63509327,48061,20119,43088,14067,129909,36318,147965,3427.7,68760,16243,36746,8971,100976,30645,45,28,47
264,T.J. Maxx  : 0 - 10,388285,0,,10,264,T.J. Maxx ,51,391,26.36939616,-80.18476253,FL,88,42%,51/88,,0,0,37.01600339,32,US,264,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,127096,3433.6,84316,325819,70547,51.3,59604,363192,40624,12131,1985,29498,18673,259389,182961,178505,30345827,53144238,39674,16595,35424,11622,106794,29744,124665,3367.9,57629,13297,29738,7008,83647,25375,42,27,45
250,T.J. Maxx  : 0 - 10,424396,0,,10,250,T.J. Maxx ,37,1039,26.4087816,-81.80781382,FL,88,58%,37/88,,0,0,32.89765256,18,US,250,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,55851,1697.7,85835,462510,72166,61.4,38265,367733,22470,4061,1999,11702,8414,95691,104549,189842,15533785,27882304,17091,7274,15778,5834,49190,13717,66481,2020.9,33001,4548,8404,791,45321,8965,96,59,102
45,HomeGoods  : 0 - 10,455531,0,,10,45,HomeGoods ,8,367,26.43845946,-80.0875143,FL,52,85%,Aug-52,,0,0,41.41012192,11,US,45,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,147987,3573.7,69792,195560,58453,54.1,84031,339163,45076,23597,1981,30800,19582,165956,340016,404166,35268835,61091538,46317,19974,40175,14511,129228,36999,215621,5207,57213,18671,43699,27283,95172,20518,120,103,123
160,Marshalls  : 0 - 10,332075,0,,10,160,Marshalls ,57,196,26.44065508,-80.07277198,FL,87,34%,57/87,,0,0,31.98202226,27,US,160,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,107317,3355.6,76799,209831,63601,53.2,63579,384480,33050,18143,1982,24598,15433,98648,265802,268816,28621296,50268476,33097,13700,30266,10823,92670,26250,155140,4850.9,43255,13563,30073,18109,71537,13985,128,108,131
289,T.J. Maxx  : 0 - 10,302075,0,,10,289,T.J. Maxx ,76,1364,26.44302204,-80.07223489,FL,88,14%,76/88,,0,0,30.07456231,24,US,289,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,104089,3461,77171,208068,63935,52.9,61607,387177,31781,17763,1982,23933,15088,88830,251041,251443,27794285,48892912,32004,13180,29475,10476,89769,25442,149724,4978.4,41945,13127,29308,17811,69145,13556,129,110,133
79,HomeGoods  : 0 - 10,324403,0,,10,79,HomeGoods ,30,594,26.48350393,-81.78857966,FL,52,42%,30/52,,0,0,24.74517461,12,US,79,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,30560,1235,84685,276742,70351,37.2,13504,303573,8710,2391,2002,5050,2658,40683,64582,65820,5911053,10373111,9708,3817,8572,2414,25706,8071,35704,1442.9,12732,2074,10596,1148,23554,5522,92,65,97
2,Marshalls  : 0 - 10,423864,0,,10,2,Marshalls ,29,1003,26.48581527,-81.78940397,FL,87,67%,29/87,,0,0,22.75439883,1,US,2,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,27759,1219.9,84157,260521,69694,35.3,11717,295056,7547,2200,2002,4425,2200,40564,63620,60635,5102658,8938674,8856,3492,7683,2114,23220,7419,33036,1451.9,11063,1855,10092,1096,21205,5190,92,66,97
52,Marshalls  : 0 - 10,360793,0,,10,52,Marshalls ,46,340,26.52946565,-80.09281893,FL,87,47%,46/87,,0,0,49.62638553,18,US,52,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,203072,4092,68390,197445,57295,49.3,100276,296133,59106,27306,1987,34697,20070,107087,169437,209081,39097008,67684085,62325,26237,51168,18269,169505,51245,177431,3575.4,83847,21351,53617,49237,112177,37617,104,101,104
282,T.J. Maxx  : 0 - 10,330921,0,,10,282,T.J. Maxx ,69,392,26.53119923,-80.08904205,FL,88,22%,69/88,,0,0,42.27295743,17,US,282,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179202,4239.2,66845,175169,56358,47.3,87783,287819,49509,25791,1985,29244,16232,101389,159364,169671,33357024,57924203,54564,22737,45052,15911,148478,45292,157876,3734.7,72415,19005,48947,45764,95475,34574,106,105,106
154,T.J. Maxx  : 0 - 10,462091,0,,10,154,T.J. Maxx ,25,33,26.54322828,-81.87297893,FL,88,72%,25/88,,0,0,44.45034117,21,US,154,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101565,2284.9,63492,180617,54375,50.8,59493,273743,31054,16464,1987,17691,11298,114078,345803,408921,20294908,35924510,30572,13012,27403,10301,86330,24836,146945,3305.8,41841,13764,24306,7801,72603,17844,95,88,96
74,HomeGoods  : 0 - 10,339711,0,,10,74,HomeGoods ,25,174,26.54326572,-81.87256439,FL,52,52%,25/52,,0,0,48.30129358,7,US,74,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,105536,2185,63604,182043,54449,50.8,61631,274896,32301,16919,1987,18316,11713,115626,354061,421877,21060609,37314970,31699,13494,28406,10663,89627,25833,152207,3151.2,43621,14223,25167,8272,75222,18660,95,88,96
32,Marshalls  : 0 - 10,393505,0,,10,32,Marshalls ,39,168,26.58642025,-81.86958965,FL,87,55%,39/87,,0,0,29.40841629,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,79708,2710.4,55615,79465,48648,42.2,43039,260143,17803,18078,1984,11688,7048,99404,255553,304827,13862671,24502801,23267,9718,19940,7967,64622,19617,124243,4224.8,27907,10748,22518,13026,45629,18683,113,146,108
1,T.J. Maxx  : 0 - 10,802937,0,,10,1,T.J. Maxx ,4,1103,26.58756608,-80.14509673,FL,88,95%,Apr-88,,0,0,53.12357249,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,222284,4184.3,70971,232572,59139,44.6,91501,302645,62954,20133,1989,34290,19159,28288,66496,161853,37736128,65267495,66475,27168,54866,17573,177111,52884,167631,3155.5,91975,20676,57037,39454,110160,72244,59,51,60
297,T.J. Maxx  : 0 - 10,239397,0,,10,297,T.J. Maxx ,84,1535,26.60843087,-81.81345361,FL,88,5%,84/88,,0,0,48.56158302,32,US,297,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,83574,1721,58474,79053,51254,37.7,41647,268776,16846,16399,1995,11441,6746,91799,215948,449904,13747563,24148307,23248,9586,20217,7577,65215,20416,118911,2448.7,30490,9780,23409,17756,42085,22155,138,210,126
51,HomeGoods  : 0 - 10,445372,0,,10,51,HomeGoods ,10,429,26.61141935,-81.93928049,FL,52,81%,Oct-52,,0,0,43.64934072,17,US,51,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124459,2851.3,63855,177836,54433,47.3,60531,274054,36937,15047,1987,16057,7508,79471,165148,278098,19854455,36875296,36813,16130,31995,11306,103185,31161,125349,2871.7,52233,16308,29371,7890,85130,30437,61,47,64
168,Marshalls  : 0 - 10,302981,0,,10,168,Marshalls ,65,398,26.6160286,-80.14417633,FL,87,25%,65/87,,0,0,38.13892784,2,US,168,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179715,4712.1,63085,156341,54133,39.5,68620,264137,43075,19919,1986,22818,11191,23042,57747,177908,25676151,44353551,52821,21115,41835,13284,139167,42986,129826,3404,67152,16997,51325,33623,72647,77079,68,63,69
274,T.J. Maxx  : 0 - 10,342542,0,,10,274,T.J. Maxx ,61,197,26.62472624,-81.94223871,FL,88,31%,61/88,,0,0,41.93222406,9,US,274,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110773,2641.7,65075,189505,55214,47.4,52680,270741,33826,11688,1988,14059,6140,19751,109962,263992,17258662,32241249,32532,14227,28165,9797,91547,27811,108481,2587.1,47551,13952,25480,5566,76674,28522,60,40,64
253,T.J. Maxx  : 0 - 10,420064,0,,10,253,T.J. Maxx ,40,829,26.67048683,-80.20063747,FL,88,55%,40/88,,0,0,34.20571584,21,US,253,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84714,2476.6,92234,292754,77279,40.7,32997,364962,22409,7755,1996,15551,9407,161760,115723,244528,17011074,29989991,25176,10379,23080,6737,66713,19657,86284,2522.5,37433,7531,21008,15930,43107,22618,83,66,86
123,Marshalls  : 0 - 10,819819,0,,10,123,Marshalls ,1,425,26.6834479,-80.22362638,FL,87,99%,Jan-87,,0,0,35.30967354,23,US,123,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87540,2479.2,91314,280916,76781,40.8,33238,352303,22749,8079,1991,16204,8827,91598,101023,213263,16764403,29734194,26166,10639,23401,6884,69153,20625,83667,2369.5,37661,8160,22333,16839,44747,23817,75,62,77
59,T.J. Maxx  : 0 - 10,471527,0,,10,59,T.J. Maxx ,23,1387,26.72314373,-80.09031477,FL,88,74%,23/88,,0,0,29.82641864,25,US,59,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,122912,4120.9,55698,53478,48932,37.7,58864,274780,21204,29903,1983,16867,10028,140009,275687,370958,20030083,34661030,35789,14339,29339,10708,97590,31909,162858,5460.2,37976,12980,44693,41530,44189,37511,183,213,178
75,HomeGoods  : 0 - 10,339550,0,,10,75,HomeGoods ,26,NA,26.72503533,-80.09046643,FL,52,50%,26/52,,0,0,17.46665832,8,US,75,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,70282,4023.8,53372,33393,46472,36.4,33102,265188,10104,18744,1984,9044,5249,119751,195387,226286,10956456,18935237,20152,8030,16144,5887,55168,18381,107332,6145,19770,7020,27515,27237,22601,20649,211,254,204
66,HomeGoods  : 0 - 10,395674,0,,10,66,HomeGoods ,17,319,26.81035612,-80.10442322,FL,52,67%,17/52,,0,0,44.33811287,32,US,66,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,123193,2778.5,74639,159699,61850,43.4,56004,338329,31240,19167,1985,21985,13410,204931,318479,481259,24572317,44082829,36240,14588,31944,11011,99463,30233,154634,3487.6,47198,13729,35325,38911,61569,17242,150,154,150
287,T.J. Maxx  : 0 - 10,309767,0,,10,287,T.J. Maxx ,74,70,26.8431894,-80.07067753,FL,88,16%,74/88,,0,0,31.98726195,22,US,287,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88748,2774.5,89869,277379,75647,49.7,46810,405791,27232,12517,1983,19872,12841,163174,227830,279820,24072538,42974920,27057,11146,24927,8732,74708,21242,112057,3503.2,39405,10277,21712,13255,60410,11121,121,92,127
26,Marshalls  : 0 - 10,395690,0,,10,26,Marshalls ,37,653,26.84377179,-80.0737879,FL,87,57%,37/87,,0,0,32.08410404,25,US,26,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88620,2762.1,89990,278929,75731,49.8,46781,405793,27252,12460,1983,19894,12859,162762,227504,279874,24091473,42994165,27041,11148,24923,8728,74632,21210,112795,3515.6,39420,10285,21594,12925,60604,11115,121,90,126
280,T.J. Maxx  : 0 - 10,333353,0,,10,280,T.J. Maxx ,67,841,26.93601626,-80.09159423,FL,88,24%,67/88,,0,0,28.63502586,15,US,280,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69636,2431.9,100008,354428,82615,49.6,37142,434908,22656,7958,1987,16554,10729,39453,110688,191854,20053038,35367171,21285,8837,20117,6812,58432,16242,79905,2790.5,32738,7691,15265,1557,54332,11801,71,46,75
143,Marshalls  : 0 - 10,458671,0,,10,143,Marshalls ,21,1269,26.96015233,-80.08295057,FL,87,76%,21/87,,0,0,18.31627282,10,US,143,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42468,2318.6,97714,417624,80940,54.4,23682,437474,14672,4132,1984,10269,6461,32880,69265,148410,12103276,21403583,13238,5414,12352,4116,36636,10071,52908,2888.6,20601,4853,8979,508,33792,7553,60,36,64
72,HomeGoods  : 0 - 10,342255,0,,10,72,HomeGoods ,23,820,27.00886746,-82.13459966,FL,52,56%,23/52,,0,0,51.44496582,5,US,72,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,71570,1391.2,56084,186299,48966,52.3,34647,230983,23327,6717,1984,7582,4222,51631,135707,148162,10142968,19044576,21128,9260,17365,6592,60045,18879,69927,1359.3,32305,8482,14867,5629,54665,8522,86,88,86
38,Marshalls  : 0 - 10,376088,0,,10,38,Marshalls ,41,745,27.01499547,-82.14422047,FL,87,53%,41/87,,0,0,58.42452611,4,US,38,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,73531,1258.6,58413,196659,50980,50.7,35096,236417,24072,6495,1987,7602,4346,52141,125160,270159,10574924,19860844,21964,9520,17770,6729,61104,19322,72393,1239.1,33679,8496,15236,5355,56753,8633,83,82,84
266,T.J. Maxx  : 0 - 10,372532,0,,10,266,T.J. Maxx ,53,1313,27.03686694,-82.21180891,FL,88,40%,53/88,,0,0,35.41424437,1,US,266,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,43429,1226.3,66440,254185,56004,49.7,21158,239488,14802,3358,1996,4918,2388,34980,77408,210105,6943425,12942577,12931,5640,9948,4008,35779,11364,40129,1133.1,19811,5168,8947,2251,34949,4589,67,56,69
189,Marshalls  : 0 - 10,127309,0,,10,189,Marshalls ,86,1396,27.07493951,-82.42337358,FL,87,1%,86/87,,0,0,27.84233514,23,US,189,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,59690,2143.9,67913,321799,57005,65.9,39160,285419,24486,5902,1983,11528,7604,18102,69477,362757,13486063,23382206,19363,9291,15159,6448,54775,15738,64095,2302.1,31785,7831,9211,494,54470,2891,59,39,63
12,T.J. Maxx  : 0 - 10,659108,0,,10,12,T.J. Maxx ,8,746,27.107679,-82.43585655,FL,88,91%,Aug-88,,0,0,29.76592583,11,US,12,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56294,1891.2,68385,328091,57406,66.8,38525,293912,22771,5983,1981,11208,7420,20102,66174,278241,13236196,22670488,18491,8760,14702,6154,51996,14635,62381,2095.7,29602,7789,8713,524,51363,2572,59,36,62
252,T.J. Maxx  : 0 - 10,420282,0,,10,252,T.J. Maxx ,39,719,27.17634489,-80.23343587,FL,88,56%,39/88,,0,0,29.17438805,20,US,252,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,59032,2023.4,69321,196593,57212,50.5,30021,299480,18022,7719,1983,9017,5365,41513,115025,225364,11556265,20337846,18018,7563,15201,5568,49405,14378,77121,2643.5,24183,7954,14113,3489,43315,11392,78,61,81
64,HomeGoods  : 0 - 10,412995,0,,10,64,HomeGoods ,15,129,27.17784963,-80.23397274,FL,52,71%,15/52,,0,0,20.3892245,30,US,64,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,44101,2163,64743,172162,54663,49.3,23144,272000,13064,6419,1981,6077,3894,35634,102500,199404,8387690,14739349,13399,5613,11135,4164,36713,10757,63621,3120.3,17517,6174,10606,2988,31197,9580,87,69,90
20,Marshalls  : 0 - 10,403317,0,,10,20,Marshalls ,35,350,27.23554687,-80.26661916,FL,87,60%,35/87,,0,0,21.31177384,19,US,20,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42634,2000.5,72448,200830,58698,51.4,21887,288932,13511,5324,1985,6456,3698,88321,127360,131500,8046314,14641567,12582,5389,11245,4090,36003,10451,58178,2729.9,17833,6271,9961,3559,32086,5777,70,54,72
153,Marshalls  : 0 - 10,350911,0,,10,153,Marshalls ,52,108,27.26052384,-82.51795607,FL,87,40%,52/87,,0,0,30.87884874,20,US,153,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78326,2536.6,75487,260909,62225,57.1,49632,341076,26966,10501,1978,16409,12007,49958,226970,222376,18368374,33057470,24192,10242,22693,8009,68804,19360,90407,2927.8,36420,11100,15727,1182,65613,8432,75,51,80
256,T.J. Maxx  : 0 - 10,412044,0,,10,256,T.J. Maxx ,43,1087,27.26705026,-80.42612145,FL,88,51%,43/88,,0,0,11.63251773,24,US,256,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,22079,1898,86888,306373,73137,45.2,9886,287276,7533,1385,2006,3846,2287,24648,2337,15304,4101338,7764412,6919,2940,5678,1964,17585,5031,20618,1772.5,11649,1505,4289,2957,14509,4094,56,52,57
82,HomeGoods  : 0 - 10,315346,0,,10,82,HomeGoods ,33,190,27.2974095,-82.49483224,FL,52,37%,33/52,,0,0,43.59207083,15,US,82,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124463,2855.2,72186,214479,59737,52,67367,299129,38967,17579,1978,22633,14793,57587,247715,442673,25249100,46082925,38197,16426,34629,11980,106628,30638,142054,3258.7,52988,17717,28503,3158,98631,18335,87,67,90
257,T.J. Maxx  : 0 - 10,407702,0,,10,257,T.J. Maxx ,44,714,27.30044557,-82.51561173,FL,88,50%,44/88,,0,0,35.46175021,25,US,257,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,111316,3139.1,69606,199535,58128,51.7,61258,304333,34151,16525,1976,20398,12819,56531,248575,398011,22474721,40930179,33903,14576,30773,10713,95245,27537,137804,3886,46030,16436,26130,3312,87030,17480,95,77,99
86,HomeGoods  : 0 - 10,287583,0,,10,86,HomeGoods ,37,685,27.31814121,-80.38932411,FL,52,29%,37/52,,0,0,28.04388608,19,US,86,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,70754,2523,63547,200316,54778,43.7,29528,262925,21786,5202,1999,7710,4908,7275,32395,162982,10192865,18519816,21614,8874,17150,5713,56675,17925,64064,2284.4,30617,7748,16623,13025,39971,16256,46,36,48
57,HomeGoods  : 0 - 10,432976,0,,10,57,HomeGoods ,12,674,27.39095759,-82.45131561,FL,52,77%,Dec-52,,0,0,15.02009684,23,US,57,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,18460,1229,83689,339843,69991,58.6,11774,385673,6734,2913,1996,4555,3739,165873,132137,135287,5765550,10179044,5703,2373,5471,2163,16326,4307,27862,1855,9552,1924,3178,617,15242,1743,92,65,97
249,T.J. Maxx  : 0 - 10,425778,0,,10,249,T.J. Maxx ,36,1522,27.3912488,-82.45129698,FL,88,59%,36/88,,0,0,18.60750538,17,US,249,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,20683,1111.5,82401,323855,68686,57.4,12548,354448,7393,3059,1994,4989,3884,167419,145351,174544,5900150,10509040,6389,2657,6116,2343,18159,4831,31561,1696.2,10318,2282,3917,722,16821,2179,81,55,85
146,Marshalls  : 0 - 10,436709,0,,10,146,Marshalls ,24,264,27.39169372,-82.45327833,FL,87,72%,24/87,,0,0,34.30026189,13,US,146,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,45416,1324.1,84384,358136,70596,57.5,27191,351541,16943,5362,1994,10372,7870,171621,166848,219977,12694913,22556801,14131,5883,13325,4950,39655,10758,55700,1623.9,23158,4902,8567,1479,36903,4911,81,60,85
300,T.J. Maxx  : 0 - 10,134530,0,,10,300,T.J. Maxx ,87,791,27.43332377,-82.57887006,FL,88,1%,87/88,,0,0,31.0620947,2,US,300,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,103579,3334.6,49246,104869,41677,44.1,53340,149691,26105,17048,1976,10127,5538,15752,196418,261406,13602125,24147621,29630,12885,24384,9053,83254,25997,106832,3439.3,35174,14462,29414,11881,59939,32290,95,114,92
167,Marshalls  : 0 - 10,305582,0,,10,167,Marshalls ,64,1181,27.46365197,-82.63403533,FL,87,26%,64/87,,0,0,25.82524655,1,US,167,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86632,3354.6,56966,172324,50074,51.7,49716,246923,26550,12804,1978,10698,6611,12479,75674,184564,14679935,26195120,26287,11556,22255,8321,72925,21330,81322,3148.9,33474,12803,21657,6198,63363,15652,78,84,78
