OBJECTID,Name and Size,Total_Visits,Travel Time Start (Minutes),,Travel Time End (Minutes),Facility ID,Facility: Name,Facility: Rank,Facility: Store_ID,Facility: lat,Facility: lng,Facility: State,Facility: Plotted,Facility: Percentile,Facility: State_Rank,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Area (Square Miles),Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index
97,HomeGoods  : 0 - 10,207024,0,,10,97,HomeGoods ,48,833,27.46369814,-82.63350917,FL,52,8%,48/52,,0,0,27.36467594,30,US,97,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,94403,3449.8,55540,167187,48441,51.8,54965,234619,29127,14158,1977,11252,6981,14570,78161,189550,15789657,28139906,28565,12533,24098,9128,79406,23280,87963,3214.5,36273,14240,23535,7012,68440,17643,79,86,78
148,Marshalls  : 0 - 10,429195,0,,10,148,Marshalls ,26,1019,27.49891405,-81.485903,FL,87,70%,26/87,,0,0,24.80412313,15,US,148,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,30181,1216.8,51333,207807,43706,59.9,17501,148339,11260,2647,1985,3249,2045,4372,35951,69149,4489606,8074583,8707,4115,7349,2937,26191,7961,35628,1436.4,15130,3085,5383,2253,21724,5828,83,59,87
267,T.J. Maxx  : 0 - 10,361127,0,,10,267,T.J. Maxx ,54,1297,27.53392359,-82.5001003,FL,88,39%,54/88,,0,0,27.0865965,2,US,267,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,45241,1670.2,72101,264227,58676,48,21025,258142,15307,2959,1999,5854,2656,43368,38720,63505,7597830,13558933,13287,5717,10798,3941,36175,11210,40883,1509.4,21247,4513,8554,4658,31853,7858,87,103,85
125,Marshalls  : 0 - 10,702859,0,,10,125,Marshalls ,3,1062,27.63733172,-80.44914495,FL,87,97%,Mar-87,,0,0,51.47284305,25,US,125,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,62096,1206.4,61029,206770,52455,52.7,31322,269513,20723,7126,1987,9439,4936,40629,71641,125312,10568971,19524135,18385,8453,15181,5880,52141,15555,66333,1288.7,27010,6991,14507,6514,46510,7196,89,97,87
285,T.J. Maxx  : 0 - 10,318362,0,,10,285,T.J. Maxx ,72,138,27.6385425,-80.38230785,FL,88,18%,72/88,,0,0,31.07774511,20,US,285,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56285,1811.1,59187,187972,51182,54.1,31278,268961,18356,7625,1981,8934,5649,71041,83472,114893,11125194,20122956,16456,7297,14110,5353,47710,14315,70919,2282,23610,6962,13386,7042,41003,6526,94,99,93
275,T.J. Maxx  : 0 - 10,339013,0,,10,275,T.J. Maxx ,62,745,27.78777098,-82.72691369,FL,88,30%,62/88,,0,0,33.47765411,10,US,275,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,139108,4155.3,61524,162302,52991,48.6,71044,248653,45465,18056,1965,22122,10015,113537,141711,415959,23886976,44494805,42033,18173,36431,13386,116475,35730,127533,3809.5,51943,19862,38461,13771,99018,15556,121,101,124
185,Marshalls  : 0 - 10,201749,0,,10,185,Marshalls ,82,211,27.78893025,-82.73017403,FL,87,6%,82/87,,0,0,36.49242203,19,US,185,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,151706,4157.2,61181,159886,52778,48.3,76881,247186,49230,19688,1965,23721,10803,117690,161451,486996,25689986,47913514,45683,19733,39571,14510,126795,39098,139786,3830.6,56539,21587,42009,15382,107254,17032,123,104,126
30,HomeGoods  : 0 - 10,489856,0,,10,30,HomeGoods ,3,363,27.79487277,-82.72993464,FL,52,94%,Mar-52,,0,0,39.26193008,29,US,30,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,165744,4221.5,60590,159279,52397,48.3,84235,244182,53911,21187,1966,25498,11479,119688,177157,573706,27651006,51551104,49815,21597,42943,15705,138469,42851,152756,3890.7,62042,23469,45592,16550,116943,18800,123,103,126
145,Marshalls  : 0 - 10,453903,0,,10,145,Marshalls ,23,1202,27.79620131,-82.33245096,FL,87,74%,23/87,,0,0,31.96310279,12,US,145,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,98437,3079.7,85167,223511,70879,34.3,34596,272028,26747,5715,2007,14029,8285,2749,3846,52569,15487315,27233428,26822,11242,23389,7236,70887,23398,67973,2126.6,43538,8114,20027,22963,43955,28427,72,72,71
172,Marshalls  : 0 - 10,279016,0,,10,172,Marshalls ,69,252,27.83623061,-82.68780706,FL,87,21%,69/87,,0,0,48.0361379,6,US,172,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,180501,3757.6,59981,123648,52010,45,89071,214656,52435,28676,1971,26364,12229,63269,416081,620283,29384189,54011728,54039,23400,46012,17097,149769,47326,208234,4335,65636,25080,52788,14212,124178,24131,131,90,138
217,T.J. Maxx  : 0 - 10,447977,0,,10,217,T.J. Maxx ,27,259,27.83769786,-82.78558611,FL,88,69%,27/88,,0,0,40.58059585,18,US,217,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,133859,3298.6,64434,227602,54788,53.9,73795,270784,48278,13174,1975,22172,11722,103928,103067,433141,26098246,47851325,40744,17869,36255,13229,114871,33401,128850,3175.2,59856,18277,29826,5247,107443,12326,79,52,84
88,HomeGoods  : 0 - 10,277716,0,,10,88,HomeGoods ,39,1030,27.84340964,-82.64425415,FL,52,25%,39/52,,0,0,32.79740436,21,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,122252,3727.5,65239,112807,55075,44.6,65755,262244,34548,24396,1972,22269,13011,30413,332790,354430,25607287,45705705,36475,15738,32607,12537,102240,31409,150882,4600.4,43877,17096,37802,9365,89098,14057,134,95,141
81,HomeGoods  : 0 - 10,315668,0,,10,81,HomeGoods ,32,750,27.84483595,-82.79276146,FL,52,38%,32/52,,0,0,40.33046628,14,US,81,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,132757,3291.7,65753,235133,55536,54.4,73923,275007,47967,13173,1976,22340,11680,25760,89855,412343,26170207,47875547,40586,17709,36227,13178,114079,32998,126458,3135.6,59781,17927,29367,5589,106844,11842,77,54,81
31,T.J. Maxx  : 0 - 10,528605,0,,10,31,T.J. Maxx ,14,582,27.84696052,-82.64561699,FL,88,84%,14/88,,0,0,31.68790105,30,US,31,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,115119,3632.9,63643,106276,54111,44.2,61392,245204,32070,23060,1972,19919,11151,29402,332388,306788,22947750,41046837,34275,14811,30223,11650,96036,29820,146276,4616.2,41030,16116,35441,9057,82983,13591,134,93,141
190,Marshalls  : 0 - 10,114594,0,,10,190,Marshalls ,87,333,27.89163011,-82.78264183,FL,87,0%,87/87,,0,0,27.80349455,24,US,190,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110321,3967.9,56097,150140,49041,52.2,60589,213368,34895,17617,1976,14985,6919,26966,107564,287854,18825839,34042185,33149,14730,27802,11181,93871,28880,114059,4102.3,43819,16933,26926,7563,83748,13024,104,87,107
161,Marshalls  : 0 - 10,331600,0,,10,161,Marshalls ,58,388,27.90785906,-82.50472481,FL,87,33%,58/87,,0,0,28.06943521,28,US,161,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,143459,5110.9,83433,114213,69462,38.5,72728,393007,33546,32491,1984,33841,24600,117208,261425,224677,40346515,69988860,43534,17993,44558,14455,120103,36021,216654,7718.5,53108,16142,48998,11786,97359,28103,82,93,80
63,HomeGoods  : 0 - 10,413292,0,,10,63,HomeGoods ,14,421,27.92150533,-82.31622451,FL,52,73%,14/52,,0,0,38.15928924,29,US,63,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,129564,3395.4,63801,80754,55051,35.9,54147,239521,25721,25601,1994,20911,9373,165993,186889,325754,20359959,35715219,38145,15851,32011,10831,101581,31797,129219,3386.3,46335,14072,40148,26226,60624,39504,110,128,107
281,T.J. Maxx  : 0 - 10,333314,0,,10,281,T.J. Maxx ,68,1332,27.93010714,-82.7891115,FL,88,23%,68/88,,0,0,31.11639957,16,US,281,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,133176,4279.9,54225,120330,47075,49.9,69796,231933,37909,22465,1973,18610,8765,30001,103911,277959,21488478,38993372,39857,17469,33668,12786,111723,34465,133191,4280.4,50037,19962,35177,13153,94061,19924,118,115,119
245,T.J. Maxx  : 0 - 10,433619,0,,10,245,T.J. Maxx ,32,1445,27.9343907,-82.5041293,FL,88,64%,32/88,,0,0,29.31111434,13,US,245,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,136328,4651.1,78742,112752,65084,39.6,67006,384058,32238,28836,1979,30952,21221,299050,308866,263824,35205523,61531711,41320,16974,40779,13080,113599,34494,249449,8510.4,50204,15674,45627,12489,88161,32551,84,99,82
53,T.J. Maxx  : 0 - 10,483380,0,,10,53,T.J. Maxx ,21,641,27.94218865,-82.32392391,FL,88,76%,21/88,,0,0,44.16263786,19,US,53,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,130364,2951.9,61730,63589,53594,34.9,53695,224697,22936,27916,1995,19647,8670,166954,221721,346649,19438528,33770932,38077,15880,31656,10857,101763,32863,154073,3488.8,44321,14548,42125,28467,57799,41121,115,133,112
139,Marshalls  : 0 - 10,482310,0,,10,139,Marshalls ,17,284,27.94261139,-82.32225189,FL,87,80%,17/87,,0,0,33.47586292,6,US,139,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,94500,2822.9,62219,57353,53950,34.5,39982,229117,15521,22244,1996,15208,6830,164677,202172,301354,14678396,25316281,27689,11593,23120,8030,74321,23831,123188,3679.9,31377,10565,31875,20975,42610,28744,120,136,118
165,Marshalls  : 0 - 10,315075,0,,10,165,Marshalls ,62,867,27.96626249,-82.72824974,FL,87,29%,62/87,,0,0,46.4031866,32,US,165,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,169039,3642.8,57000,137816,50037,48.3,87320,235027,48448,28220,1977,25836,12772,131606,277225,443786,28061507,50392825,50214,21964,43138,16505,142949,42626,183421,3952.8,64392,24647,45613,12717,119010,28570,106,84,110
68,HomeGoods  : 0 - 10,374706,0,,10,68,HomeGoods ,19,1056,27.97878626,-81.96002689,FL,52,63%,19/52,,0,0,40.46557674,1,US,68,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,83484,2063.1,67912,189634,57036,42.7,36384,236290,23704,9627,1984,12660,7386,27553,48924,162624,14044745,25830869,24546,10528,21801,7299,67075,20075,84564,2089.8,35727,7582,22122,7198,58742,14989,92,65,97
162,Marshalls  : 0 - 10,330807,0,,10,162,Marshalls ,59,1258,27.98832505,-82.1249478,FL,87,32%,59/87,,0,0,48.62136481,29,US,162,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,55205,1135.4,60459,110544,52620,35.2,19783,255861,11982,6589,1988,5398,2382,12026,20092,191649,6929230,12513344,15002,6640,12604,4034,41152,13825,55257,1136.5,21992,5229,13720,6311,29946,20436,112,119,111
278,T.J. Maxx  : 0 - 10,335513,0,,10,278,T.J. Maxx ,65,289,27.99824863,-82.56452435,FL,88,26%,65/88,,0,0,34.07262559,13,US,278,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116392,3416,59425,86855,52056,38.6,48283,237175,24512,21263,1984,17380,8677,192223,267760,287105,18328568,31990440,34971,13875,29498,9862,94084,30298,168831,4955.1,43164,12449,36779,9100,47213,64084,104,111,102
131,Marshalls  : 0 - 10,559641,0,,10,131,Marshalls ,9,329,27.99839165,-81.96058114,FL,87,90%,Sep-87,,0,0,38.91459289,31,US,131,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,74703,1919.7,60560,147375,52462,41.5,33118,225991,19271,10524,1978,10505,5990,31374,55521,172196,11438916,21044858,21627,9613,19409,6391,60811,18494,86458,2221.7,29475,6979,22549,7461,50923,14754,113,79,119
158,T.J. Maxx  : 0 - 10,452901,0,,10,158,T.J. Maxx ,26,1410,28.00274354,-81.71699889,FL,88,70%,26/88,,0,0,28.43899254,25,US,158,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,53131,1868.3,54948,113995,47660,43.4,23526,222831,13323,7711,1978,5230,2989,10106,22597,133328,7123038,13464178,15238,6655,12684,4348,42281,13549,89650,3152.4,19901,6251,13881,10719,31119,10728,96,108,94
18,T.J. Maxx  : 0 - 10,625093,0,,10,18,T.J. Maxx ,10,235,28.01355971,-82.73333397,FL,88,89%,Oct-88,,0,0,44.08608098,17,US,18,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,166443,3775.4,62052,174682,53247,51.3,86738,260211,52351,24883,1980,29504,15287,122421,226986,396054,31477528,56800652,51120,22299,44891,16660,141891,41469,166590,3778.8,69426,22617,40496,8392,127029,22955,78,58,82
36,HomeGoods  : 0 - 10,477152,0,,10,36,HomeGoods ,5,322,28.01412693,-82.73205985,FL,52,90%,May-52,,0,0,45.84459284,2,US,36,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,173238,3778.8,62278,178472,53404,51.6,90332,263290,54798,25573,1980,30895,15990,123538,226627,397827,32963898,59425747,53236,23269,46587,17301,147778,43061,173634,3787.5,72659,23241,41880,8487,133107,23412,76,56,79
133,Marshalls  : 0 - 10,552525,0,,10,133,Marshalls ,11,285,28.02853219,-82.50300763,FL,87,87%,Nov-87,,0,0,48.46185851,0,US,133,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,176763,3647.5,57803,83844,50864,39.6,75315,266092,39452,31943,1980,26473,13117,111499,357361,496492,26940491,47715808,52862,20922,44344,15189,141779,45216,216657,4470.7,63936,21599,53366,20113,76988,87638,93,113,89
41,Marshalls  : 0 - 10,375449,0,,10,41,Marshalls ,42,232,28.03888338,-80.66485967,FL,87,52%,42/87,,0,0,48.16868305,7,US,41,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,108911,2261,57184,168057,50283,44,47843,233985,31843,12148,1989,13942,8486,36362,141554,251968,15190954,28346499,32103,14107,27194,9443,88543,27138,97955,2033.6,41966,13432,29057,13980,70235,17884,86,84,86
89,HomeGoods  : 0 - 10,257867,0,,10,89,HomeGoods ,40,828,28.03892629,-80.6652918,FL,52,23%,40/52,,0,0,45.93622039,22,US,89,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,104939,2284.5,57379,169142,50412,44.2,46433,234870,30798,11841,1989,13551,8266,12648,138066,249832,14782705,27583164,31002,13602,26285,9173,85447,26116,92551,2014.8,40551,12956,27892,13229,67952,17095,85,82,86
5,Marshalls  : 0 - 10,417388,0,,10,5,Marshalls ,30,1042,28.05040396,-82.69797409,FL,87,66%,30/87,,0,0,40.17478912,4,US,5,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,118504,2949.7,75777,257159,62135,51.5,58221,305436,40113,13366,1985,24706,12587,92680,120199,282960,25652638,46327652,37206,16040,33159,11599,100636,28363,117841,2933.2,55327,13159,26277,3590,94994,13126,53,36,56
40,T.J. Maxx  : 0 - 10,501134,0,,10,40,T.J. Maxx ,17,1305,28.09361164,-81.97052271,FL,88,81%,17/88,,0,0,26.92584005,6,US,40,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56821,2110.3,50162,66352,41672,40.8,24829,197766,11926,10619,1987,5153,2787,56242,60012,124684,6708610,12165448,15559,7031,12390,4694,44779,15093,67806,2518.3,20638,5772,16215,15439,27888,13144,150,115,156
248,T.J. Maxx  : 0 - 10,426394,0,,10,248,T.J. Maxx ,35,290,28.09657182,-82.50415771,FL,88,60%,35/88,,0,0,31.85815563,16,US,248,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,72756,2283.8,84564,256698,71110,45.3,31171,321344,20769,8888,1984,15877,9007,18257,77673,124616,16137277,28907617,22582,9183,20705,6549,60458,16945,68422,2147.7,32399,7773,18824,5023,44182,22573,65,58,66
65,HomeGoods  : 0 - 10,396596,0,,10,65,HomeGoods ,16,394,28.12517003,-82.50067145,FL,52,69%,16/52,,0,0,32.51556442,31,US,65,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,59500,1829.9,87897,258937,74007,44.5,24899,330413,15866,7832,1986,13743,7855,17241,77046,126839,13324056,23696038,18293,7474,16805,5146,48975,13662,57262,1761.1,26578,6450,15197,3801,37078,16424,64,58,66
98,HomeGoods  : 0 - 10,205392,0,,10,98,HomeGoods ,49,576,28.13186982,-82.36669457,FL,52,6%,49/52,,0,0,36.65930702,31,US,98,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,92151,2513.7,77593,82953,64372,31.9,38896,307331,16963,19809,1998,19407,13714,65073,71603,184044,19358856,33139181,27806,11854,26182,8036,73469,22668,82985,2263.7,37015,7048,30360,15601,42948,18158,74,77,74
263,T.J. Maxx  : 0 - 10,393258,0,,10,263,T.J. Maxx ,50,1029,28.14520774,-82.74282158,FL,88,43%,50/88,,0,0,35.62172274,31,US,263,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90497,2540.5,56189,164598,49049,50.7,47159,241987,28795,11546,1980,12786,6435,15999,44078,169053,15276059,28668774,26654,11790,22916,8482,75923,23011,82230,2308.4,39955,10202,21071,4152,72758,10052,77,75,77
147,Marshalls  : 0 - 10,435297,0,,10,147,Marshalls ,25,464,28.17546464,-82.35555788,FL,87,71%,25/87,,0,0,30.34586651,14,US,147,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57180,1884.3,101031,229053,83078,35.9,22018,299840,14032,6691,2003,12827,7256,77659,78087,68188,11775358,20610190,16826,6982,15497,4608,43087,13096,50938,1678.6,26839,4191,12667,7223,29869,12524,75,76,75
175,Marshalls  : 0 - 10,268041,0,,10,175,Marshalls ,72,1256,28.19081911,-82.45722617,FL,87,17%,72/87,,0,0,34.75609055,9,US,175,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,54037,1554.8,100249,320124,81848,41.5,21147,312351,16467,3255,2001,11405,5645,27481,38072,92999,10389123,19130492,15747,6740,14234,4391,41850,12105,46034,1324.5,26146,4649,11248,2867,37305,10812,69,63,70
67,HomeGoods  : 0 - 10,393463,0,,10,67,HomeGoods ,18,860,28.19575308,-82.39523618,FL,52,65%,18/52,,0,0,30.87109038,0,US,67,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,45964,1488.9,96185,255748,79867,37.7,17928,293429,12646,4296,2003,9629,4686,97863,96684,70988,8701576,15528714,13496,5598,12241,3775,35018,10668,44818,1451.8,21418,3734,10025,4333,27685,10689,74,65,76
132,Marshalls  : 0 - 10,555623,0,,10,132,Marshalls ,10,465,28.20242974,-82.66406799,FL,87,89%,Oct-87,,0,0,36.43560667,32,US,132,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,79684,2187,64177,207078,54379,48.9,35863,240967,25654,7232,1989,11129,5492,6756,33870,43103,12807203,23321554,23969,10512,20337,6906,65647,19869,72719,1995.8,37090,7345,17031,2438,63623,10036,81,73,82
87,HomeGoods  : 0 - 10,283091,0,,10,87,HomeGoods ,38,1024,28.20429473,-82.66904311,FL,52,27%,38/52,,0,0,45.11780989,20,US,87,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,103318,2290,58073,172177,50650,48.8,48009,221911,32114,11365,1985,13158,6549,8839,55884,57327,15857499,28993897,30736,13518,25822,9085,85247,26093,95936,2126.4,46148,10446,22853,3447,82000,13638,86,85,87
152,Marshalls  : 0 - 10,356560,0,,10,152,Marshalls ,51,1463,28.22398965,-81.64276718,FL,87,41%,51/87,,0,0,29.84677076,19,US,152,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42227,1414.8,65947,170967,55341,42.4,21622,230499,11799,3499,2004,6205,2863,5417,40693,23673,5608958,10421267,12496,5108,10234,3297,33463,10410,33050,1107.3,19760,3183,10113,4237,21769,17220,130,137,128
78,HomeGoods  : 0 - 10,329864,0,,10,78,HomeGoods ,29,1032,28.22413088,-81.64240978,FL,52,44%,29/52,,0,0,29.87100025,11,US,78,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42664,1428.3,66026,170372,55407,42.1,22269,230718,11888,3547,2004,6211,2879,5416,41136,23786,5668259,10538865,12640,5165,10284,3331,33735,10553,33334,1115.9,19812,3313,10158,4250,22058,17347,129,136,127
291,T.J. Maxx  : 0 - 10,296551,0,,10,291,T.J. Maxx ,78,1486,28.23348648,-82.73085927,FL,88,11%,78/88,,0,0,27.99732756,26,US,291,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,94206,3364.8,44366,80808,38413,48,48319,123495,25601,15624,1977,8235,3595,23826,94960,161719,11490199,21661570,26714,11655,21550,8505,78083,25461,87968,3142,36272,11959,24676,4734,71987,14715,106,120,103
27,HomeGoods  : 0 - 10,522058,0,,10,27,HomeGoods ,2,655,28.23777963,-80.72697222,FL,52,96%,Feb-52,,0,0,25.91364492,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,46957,1812.1,86039,355920,72169,50.5,21503,329833,16086,3424,2001,10159,7256,27080,36369,14898,9832572,18587557,14637,6412,12816,4380,38562,10457,50008,1929.8,23301,5082,8210,2279,35621,5230,84,67,87
271,T.J. Maxx  : 0 - 10,350150,0,,10,271,T.J. Maxx ,58,417,28.23810502,-80.72728213,FL,88,34%,58/88,,0,0,28.04279315,6,US,271,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,52506,1872.4,84333,344341,70318,51,24570,323734,18230,4087,2001,11329,8283,27939,41837,18193,11076850,20922540,16309,7158,14389,5011,43267,11812,55259,1970.5,26132,5658,9157,2477,40068,5780,82,63,86
251,T.J. Maxx  : 0 - 10,422295,0,,10,251,T.J. Maxx ,38,1102,28.24525552,-82.3519224,FL,88,57%,38/88,,0,0,31.33074551,19,US,251,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,33909,1082.3,89699,266511,75558,40.3,13331,283446,9685,2825,2003,6141,3644,100273,92347,21713,6243693,11019492,10296,4281,8558,2778,26359,8310,33947,1083.5,16256,3042,6896,3008,21408,7536,86,85,86
294,T.J. Maxx  : 0 - 10,271995,0,,10,294,T.J. Maxx ,81,1194,28.26414526,-82.18649301,FL,88,8%,81/88,,0,0,34.49424204,29,US,294,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,44280,1283.7,42632,148963,36937,57.7,24942,140632,14952,5173,1984,3531,1434,3868,15858,55020,5742262,10373858,12470,6041,10570,4272,38125,11727,45403,1316.3,19025,5796,9295,2301,34501,6653,86,50,92
170,Marshalls  : 0 - 10,285714,0,,10,170,Marshalls ,67,1364,28.26592456,-81.3308053,FL,87,23%,67/87,,0,0,31.64551096,4,US,170,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,76736,2424.9,55952,101810,49313,36.8,27901,245479,16652,9481,1998,8422,3106,13660,25763,99092,8933049,16112457,22241,8392,17369,5665,59374,19450,73201,2313.2,29333,7683,21495,6257,35217,41592,87,104,85
179,Marshalls  : 0 - 10,242170,0,,10,179,Marshalls ,76,124,28.33256231,-81.47381297,FL,87,13%,76/87,,0,0,16.46577251,13,US,179,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,40283,2446.5,49592,31133,42534,34.7,18945,227305,6283,8004,1999,6210,2059,39302,39805,77588,4359641,7626759,11643,4560,9771,3038,31421,10103,46432,2819.9,14090,3384,13986,2886,15452,22159,146,129,150
130,Marshalls  : 0 - 10,559928,0,,10,130,Marshalls ,8,1278,28.34226274,-81.41032988,FL,87,91%,Aug-87,,0,0,36.01053888,30,US,130,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,139934,3885.9,53891,56793,47043,35,52807,260248,22625,24787,1993,17874,8243,76030,142732,283757,16390071,28470564,41183,15695,33550,10260,109134,35321,132367,3675.8,52825,13187,43176,13730,42550,87004,114,118,113
241,T.J. Maxx  : 0 - 10,440521,0,,10,241,T.J. Maxx ,28,1167,28.34259836,-81.43024952,FL,88,68%,28/88,,0,0,23.4752896,9,US,241,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90258,3844.8,50338,25574,42966,34.3,36189,268051,11677,19677,1995,11817,5494,69706,121593,237186,10304245,17824153,26274,10380,22079,7118,69735,22411,90364,3849.3,32755,8712,28407,8131,28101,55348,122,124,122
260,T.J. Maxx  : 0 - 10,403661,0,,10,260,T.J. Maxx ,47,1331,28.3437306,-81.61100861,FL,88,47%,47/88,,0,0,28.78418166,28,US,260,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25658,891.4,63787,88258,54920,35.9,16239,305835,5542,4626,2001,5220,1938,9903,2939,28217,3979246,6890739,8103,3119,6891,2188,20246,6211,29051,1009.3,10101,2164,8117,1649,14493,8541,237,255,234
293,T.J. Maxx  : 0 - 10,276207,0,,10,293,T.J. Maxx ,80,1506,28.34613124,-81.482625,FL,88,9%,80/88,,0,0,34.2338637,28,US,293,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69419,2027.8,55189,37957,48551,34.3,30398,267436,9885,14638,1999,11854,5109,193389,69486,65811,8870011,15448983,20397,8103,17992,5309,54656,17111,95858,2800.1,25795,5872,23107,4532,27310,36153,144,130,147
