OBJECTID,Name and Size,Total_Visits,Travel Time Start (Minutes),Travel Time End (Minutes),Facility ID,Facility: Name,Facility: Rank,Facility: Store_ID,Facility: lat,Facility: lng,Facility: State,Facility: Plotted,Facility: Percentile,Facility: State_Rank,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Area (Square Miles),Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2022 Tapestry Adult Pop Base,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15
49,Marshalls  : 0 - 10,363170,0,10,49,Marshalls ,45,541,26.04343239,-80.15896058,FL,87,48%,45/87,,0,0,40.99637318,15,US,49,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,134072,0,0,0,357,1881,2231,8229,0,1838,0,1541,123,1556,1769,0,849,6522,1519,1060,1263,0,0,876,0,0,0,0,1681,6831,0,0,961,1266,7041,4898,0,11285,10688,0,0,3545,0,3397,3764,0,0,0,0,1919,0,398,3464,7252,17252,4681,5415,0,0,4061,380,0,1506,775,0,0,0,0,0
247,T.J. Maxx  : 0 - 10,432420,0,10,247,T.J. Maxx ,34,1547,26.05054556,-80.1584286,FL,88,61%,34/88,,0,0,47.14184861,15,US,247,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,158485,0,0,0,1193,1881,2695,9640,0,1838,0,1569,2574,1556,1769,0,849,7079,1789,1236,1263,0,0,876,0,0,0,0,2919,9166,0,0,1124,1266,9931,4898,0,11458,11265,0,0,4359,0,3605,4285,0,0,0,0,1919,0,550,4161,7137,20909,5700,7286,0,0,4546,1121,0,1912,1162,0,0,0,0,0
178,Marshalls  : 0 - 10,242889,0,10,178,Marshalls ,75,1315,26.06015291,-81.69784683,FL,87,14%,75/87,,0,0,31.43656361,12,US,178,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,11231,0,0,0,1160,2332,0,0,0,0,31,0,0,1750,0,6466,0,3910,3998,496,0,122,0,0,1024,0,0,0,41,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0
259,T.J. Maxx  : 0 - 10,404350,0,10,259,T.J. Maxx ,46,269,26.09446672,-80.24687382,FL,88,48%,46/88,,0,0,36.58874917,27,US,259,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,109690,0,3489,0,9717,2309,2887,5786,0,864,0,0,0,4745,3953,0,1130,3432,168,0,0,0,0,0,0,0,0,0,0,9388,0,0,0,0,5356,20502,0,209,0,0,0,2532,1835,49,5842,0,0,0,0,2921,0,0,13262,3365,2520,0,233,0,0,0,0,0,2596,600,0,0,0,0,0
299,T.J. Maxx  : 0 - 10,179403,0,10,299,T.J. Maxx ,86,1340,26.09717542,-80.12949882,FL,88,2%,86/88,,0,0,19.36845959,1,US,299,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,68960,184,0,0,0,1445,1305,0,0,0,7253,9246,7391,0,0,0,0,2595,577,0,0,0,0,791,0,0,0,0,0,828,0,0,243,0,10883,0,0,2018,932,0,2890,5424,0,0,97,0,0,0,0,0,0,70,3172,0,4469,6341,0,0,0,806,0,0,0,0,0,0,0,0,0
186,Marshalls  : 0 - 10,188704,0,10,186,Marshalls ,83,1455,26.11916123,-80.17708116,FL,87,5%,83/87,,0,0,46.61889203,20,US,186,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,180586,0,0,0,3419,948,957,6473,0,0,7122,9246,5551,0,1586,0,56,4315,2811,2520,0,0,0,842,0,0,0,0,0,15273,184,0,1193,0,14575,11802,0,4128,0,848,0,1716,0,43,4471,0,0,0,0,73,0,3973,3482,8032,5969,17820,27652,2484,0,6738,221,0,2596,1468,0,0,0,0,0
70,HomeGoods  : 0 - 10,348545,0,10,70,HomeGoods ,21,358,26.1436978,-80.31846758,FL,52,60%,21/52,,0,0,36.94101304,3,US,70,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120274,0,2584,0,13276,0,1997,992,0,4772,0,0,0,12571,26881,0,455,2344,0,0,312,0,0,0,0,0,0,0,0,7466,0,0,0,235,1558,16127,0,0,0,0,0,190,8267,0,7843,0,0,0,0,3845,0,0,5131,2305,0,0,0,1088,0,0,35,0,0,0,0,0,0,0,0
134,Marshalls  : 0 - 10,548214,0,10,134,Marshalls ,12,486,26.14945018,-80.32563391,FL,87,86%,Dec-87,,0,0,30.79988313,1,US,134,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,97404,0,1944,0,12922,0,1465,0,0,4772,0,0,0,11984,24776,0,0,1871,0,0,1282,0,0,0,0,0,0,0,0,6656,0,0,0,235,331,11395,0,0,0,0,0,18,6473,0,4358,0,0,0,0,3090,0,0,1176,2251,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0
6,T.J. Maxx  : 0 - 10,697556,0,10,6,T.J. Maxx ,6,98,26.15151895,-80.32182243,FL,88,93%,Jun-88,,0,0,25.52807303,5,US,6,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,83789,0,1833,0,9845,0,0,0,0,4772,0,0,0,11202,22229,731,0,335,0,0,206,0,0,0,0,0,0,0,0,6612,0,0,0,235,0,9486,0,0,0,0,0,18,5690,0,4358,0,0,0,0,2733,0,0,896,2251,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0
17,Marshalls  : 0 - 10,406080,0,10,17,Marshalls ,34,176,26.17261584,-81.80103344,FL,87,61%,34/87,,0,0,26.56512537,16,US,17,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,41848,762,0,0,0,155,0,0,0,0,0,0,0,0,0,1252,0,0,722,0,2719,25,0,1002,0,0,0,0,0,976,0,0,0,0,0,1597,0,1846,2108,0,12805,1431,8113,63,3870,0,0,0,0,0,0,0,0,1336,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Marshalls  : 0 - 10,223103,0,10,183,Marshalls ,80,1163,26.18834769,-80.20689326,FL,87,8%,80/87,,0,0,53.07069696,17,US,183,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,258216,0,0,0,101,0,0,243,0,0,0,0,0,0,20424,219,480,444,565,5814,4422,0,0,0,0,0,0,2203,1872,43574,3767,0,0,405,3466,14313,0,3848,9385,848,2935,7123,8007,0,31080,3823,0,0,0,0,0,5440,29,30706,3375,7873,21010,4275,1467,7401,2899,0,4076,300,0,0,0,0,2
33,HomeGoods  : 0 - 10,485955,0,10,33,HomeGoods ,4,136,26.19937225,-81.80254251,FL,52,92%,Apr-52,,0,0,31.64493103,32,US,33,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,48670,861,0,0,0,1505,0,0,0,0,0,0,0,0,0,40,0,0,2138,0,2719,68,0,44,0,0,0,0,0,0,0,0,0,0,0,3206,0,2412,2320,0,15726,3806,8257,324,3723,0,0,0,0,0,0,0,0,735,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0
56,T.J. Maxx  : 0 - 10,474058,0,10,56,T.J. Maxx ,22,84,26.20787927,-81.76659535,FL,88,75%,22/88,,0,0,29.80756474,22,US,56,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,41165,685,0,0,0,1322,0,0,0,0,0,0,0,0,0,238,0,0,310,0,2719,558,0,131,0,0,0,0,0,349,0,0,0,0,0,6507,0,1846,1049,0,12798,5735,2279,0,3723,0,0,0,0,0,0,0,0,735,0,77,0,0,0,0,0,0,106,0,0,0,0,0,0
8,Marshalls  : 0 - 10,415341,0,10,8,Marshalls ,31,167,26.21278703,-80.10717035,FL,87,64%,31/87,,0,0,28.80799067,7,US,8,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,123486,173,0,0,0,603,7536,0,0,0,0,0,0,0,44,0,0,3404,2563,5307,0,0,0,4613,0,658,0,0,0,7278,3132,0,716,4198,11879,0,0,8671,3140,709,11004,12884,2620,0,7848,0,0,0,0,0,0,0,0,4863,2558,2481,2166,19,1150,422,2323,0,5689,2836,0,0,0,0,0
176,Marshalls  : 0 - 10,266804,0,10,176,Marshalls ,73,866,26.23680797,-80.20107708,FL,87,16%,73/87,,0,0,35.52829057,10,US,176,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,153152,0,0,0,3303,0,0,1451,0,148,0,0,0,132,19219,0,609,1637,2175,926,1983,0,0,0,0,0,0,0,1872,24850,2792,0,0,0,0,12924,0,0,5341,240,2935,2798,14040,0,19987,12,0,0,0,0,0,0,0,16414,1943,0,240,0,0,5017,1306,0,4655,2962,0,0,0,0,1240
273,T.J. Maxx  : 0 - 10,344990,0,10,273,T.J. Maxx ,60,322,26.24607539,-80.25473906,FL,88,32%,60/88,,0,0,41.03297964,8,US,273,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,203044,0,5359,0,13048,0,0,1451,0,3437,0,0,0,2497,36584,1950,1459,4078,0,2744,6157,0,0,0,0,0,0,363,1872,49958,54,0,0,4480,0,3913,0,4236,9037,0,835,4664,11211,0,16736,0,0,0,0,0,0,0,0,12273,0,0,0,1791,0,0,32,0,2827,0,0,0,0,0,0
100,HomeGoods  : 0 - 10,164402,0,10,100,HomeGoods ,51,249,26.26183053,-80.10120799,FL,52,2%,51/52,,0,0,27.31484277,0,US,100,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,117050,2381,0,0,0,2665,2976,0,0,0,0,0,0,0,189,0,0,5897,749,1251,0,0,0,4613,0,0,0,0,0,13956,1622,0,1350,2942,4278,1179,0,6332,3595,697,7073,5298,0,0,11803,0,0,0,0,3272,0,0,869,4396,3551,2481,7710,1497,3893,1320,1066,0,5555,593,0,0,0,0,0
60,HomeGoods  : 0 - 10,428685,0,10,60,HomeGoods ,13,428,26.27045514,-80.2048016,FL,52,75%,13/52,,0,0,39.61404993,26,US,60,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,152322,0,4867,0,2047,0,0,1451,0,5629,0,0,0,14407,24669,0,1459,2671,2175,1203,1983,0,0,0,0,0,0,0,239,20971,0,0,0,4480,0,22482,0,3003,4579,0,97,2798,14229,13,7449,0,0,0,0,0,0,0,0,9275,0,0,0,0,0,19,0,0,113,0,0,0,0,0,14
43,Marshalls  : 0 - 10,374136,0,10,43,Marshalls ,43,796,26.27086874,-81.79847013,FL,87,51%,43/87,,0,0,38.98166753,9,US,43,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,64771,861,0,0,0,5660,0,0,0,0,0,0,0,0,0,0,0,39,1416,0,3089,3955,0,0,0,662,0,0,0,1807,0,0,0,0,0,1416,0,3690,5335,0,18421,8090,6319,1679,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,16,0,0,0,0,0,0
58,Marshalls  : 0 - 10,358726,0,10,58,Marshalls ,48,1169,26.28817959,-80.24929148,FL,87,45%,48/87,,0,0,42.3150537,24,US,58,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,157218,1140,23888,0,9259,0,0,1451,0,6718,0,0,0,15538,30357,0,1290,2671,0,56,143,0,0,0,0,0,0,0,0,26706,0,0,0,4480,0,12570,0,3003,1960,0,0,4031,3412,13,1695,0,0,0,0,0,0,0,0,6838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Marshalls  : 0 - 10,396312,0,10,23,Marshalls ,36,325,26.31571519,-80.15697515,FL,87,59%,36/87,,0,0,30.2255575,22,US,23,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,109487,1937,82,0,513,746,0,254,0,2597,0,0,0,14809,10434,2365,0,6628,1466,1608,0,109,0,0,0,0,0,0,0,1702,0,0,0,70,2267,7964,0,0,1381,0,647,6765,9962,2136,11601,0,0,0,0,1619,0,0,4771,8414,2766,0,838,0,751,2286,0,0,0,0,0,0,0,0,0
25,T.J. Maxx  : 0 - 10,592478,0,10,25,T.J. Maxx ,12,710,26.31583737,-80.15573678,FL,88,86%,Dec-88,,0,0,31.06886446,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110909,2036,82,0,753,746,0,254,0,2844,0,0,0,14809,10240,2365,0,6667,1591,1608,0,109,0,0,0,0,0,0,0,1779,0,0,0,70,2267,7964,0,0,1450,0,647,6847,9962,2136,11601,0,0,0,0,1632,0,0,4811,8414,2766,0,981,0,1102,2374,0,0,0,0,0,0,0,0,2
99,HomeGoods  : 0 - 10,202822,0,10,99,HomeGoods ,50,743,26.34287079,-81.80516736,FL,52,4%,50/52,,0,0,28.69041737,32,US,99,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42238,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,1035,440,0,3089,0,0,0,0,2146,0,0,0,2982,1411,0,0,0,0,790,0,1809,1551,0,9911,0,7053,6404,833,0,0,0,0,111,0,0,0,0,0,0,0,0,604,0,0,0,1128,0,0,0,0,0,0
24,HomeGoods  : 0 - 10,569734,0,10,24,HomeGoods ,1,185,26.36580292,-80.17252744,FL,52,98%,Jan-52,,0,0,47.88093258,23,US,24,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,146453,11611,4200,0,7260,4442,0,523,0,884,0,0,0,8601,18892,2365,0,8827,1336,0,0,739,0,0,0,0,0,0,0,1742,0,0,0,2633,2567,3066,0,0,2486,0,1677,19559,19982,1374,7007,0,0,0,0,3301,0,0,2971,4765,3591,0,0,0,0,0,0,0,0,0,0,0,0,51,2
46,Marshalls  : 0 - 10,367379,0,10,46,Marshalls ,44,473,26.36594881,-80.1735641,FL,87,49%,44/87,,0,0,43.16781247,12,US,46,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,129909,8593,3673,0,7073,4431,0,77,0,884,0,0,0,5297,18604,88,0,8827,1336,0,0,739,0,0,0,0,0,0,0,1450,0,0,0,2633,1817,2958,0,0,2366,0,1379,17232,19335,850,7007,0,0,0,0,2304,0,0,2929,4437,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,T.J. Maxx  : 0 - 10,388285,0,10,264,T.J. Maxx ,51,391,26.36939616,-80.18476253,FL,88,42%,51/88,,0,0,37.01600339,32,US,264,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,106794,7648,3726,0,7617,3685,0,0,0,552,0,0,0,5522,14487,88,0,8827,1336,0,0,78,0,0,0,0,0,0,0,1450,0,0,0,2633,208,2020,0,0,0,0,1191,13367,17502,0,5082,0,0,0,0,2898,0,0,1349,4400,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,T.J. Maxx  : 0 - 10,424396,0,10,250,T.J. Maxx ,37,1039,26.4087816,-81.80781382,FL,88,58%,37/88,,0,0,32.89765256,18,US,250,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,49190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,1425,0,0,449,0,0,0,0,6217,936,0,0,888,1931,0,0,0,0,287,0,1162,1173,0,19915,0,6145,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,312,0,0,0,0,0,0
45,HomeGoods  : 0 - 10,455531,0,10,45,HomeGoods ,8,367,26.43845946,-80.0875143,FL,52,85%,Aug-52,,0,0,41.41012192,11,US,45,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,129228,378,0,0,297,8146,4310,970,0,0,175,1169,0,0,4826,0,456,5310,1114,21,980,0,0,0,0,0,0,0,0,6989,0,0,0,0,5285,3861,0,3057,6286,0,10731,6330,27290,0,12460,0,0,0,0,0,0,0,2268,0,2612,1583,3715,0,1651,2714,0,0,0,0,0,0,0,4244,0
160,Marshalls  : 0 - 10,332075,0,10,160,Marshalls ,57,196,26.44065508,-80.07277198,FL,87,34%,57/87,,0,0,31.98202226,27,US,160,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,92670,22,0,0,0,8757,4771,1093,0,0,0,1169,0,0,2356,0,0,5051,1244,0,322,0,0,0,0,0,0,0,0,3486,0,0,0,0,3659,1312,0,3572,4086,0,11409,6340,9307,0,11661,0,0,0,0,0,0,0,2783,0,1168,1492,3715,0,1651,2242,0,0,0,0,0,0,0,4,0
289,T.J. Maxx  : 0 - 10,302075,0,10,289,T.J. Maxx ,76,1364,26.44302204,-80.07223489,FL,88,14%,76/88,,0,0,30.07456231,24,US,289,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89769,0,0,0,0,8482,4771,1093,0,0,0,1169,0,0,2356,0,0,5021,739,0,322,0,0,0,0,0,0,0,0,3353,0,0,0,0,3659,1276,0,3572,4086,0,11409,6226,7541,0,11661,0,0,0,0,0,0,0,2783,0,1146,1492,3715,0,1651,2242,0,0,0,0,0,0,0,4,0
79,HomeGoods  : 0 - 10,324403,0,10,79,HomeGoods ,30,594,26.48350393,-81.78857966,FL,52,42%,30/52,,0,0,24.74517461,12,US,79,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25706,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5908,0,373,0,0,0,18,0,0,0,292,0,3245,0,5080,0,0,0,0,0,0,0,113,0,0,5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0
2,Marshalls  : 0 - 10,423864,0,10,2,Marshalls ,29,1003,26.48581527,-81.78940397,FL,87,67%,29/87,,0,0,22.75439883,1,US,2,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23220,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5841,0,294,0,0,0,18,0,0,0,19,0,3245,0,4758,0,0,0,0,0,0,0,113,0,0,4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0
52,Marshalls  : 0 - 10,360793,0,10,52,Marshalls ,46,340,26.52946565,-80.09281893,FL,87,47%,46/87,,0,0,49.62638553,18,US,52,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,169505,0,0,1890,3199,448,17,1690,0,0,0,3988,0,2916,17654,0,1135,2197,2251,5528,1965,0,0,614,0,0,0,2723,0,12537,1084,238,4751,0,2184,6165,0,1710,5205,1073,10340,6375,33444,0,7686,0,0,0,0,3445,0,0,5913,5784,2450,1085,3008,0,3374,2670,0,0,771,0,0,0,0,0,0
282,T.J. Maxx  : 0 - 10,330921,0,10,282,T.J. Maxx ,69,392,26.53119923,-80.08904205,FL,88,22%,69/88,,0,0,42.27295743,17,US,282,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,148478,0,0,790,3199,379,0,976,0,0,0,3799,0,2838,16985,0,1131,1810,1321,4967,1123,0,0,614,0,0,0,2723,0,11236,1077,238,4751,0,2102,6032,0,1669,4983,949,8209,5837,24366,0,6738,0,0,0,0,3445,0,0,5913,5784,2410,1085,2436,0,3374,2521,0,0,669,0,0,0,0,0,0
154,T.J. Maxx  : 0 - 10,462091,0,10,154,T.J. Maxx ,25,33,26.54322828,-81.87297893,FL,88,72%,25/88,,0,0,44.45034117,21,US,154,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86330,0,0,0,993,2803,0,0,0,0,0,0,0,0,0,0,3230,6918,0,3840,5094,580,0,2036,0,0,123,0,0,594,0,0,0,0,1789,2133,0,538,8516,473,7895,3497,5483,3561,8234,0,0,0,0,0,0,0,6939,6412,737,175,0,193,1806,0,0,0,1738,0,0,0,0,0,0
74,HomeGoods  : 0 - 10,339711,0,10,74,HomeGoods ,25,174,26.54326572,-81.87256439,FL,52,52%,25/52,,0,0,48.30129358,7,US,74,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89627,0,0,0,1025,2803,0,0,0,0,0,0,0,0,0,0,3230,7229,0,3840,5094,580,0,2340,0,0,203,0,0,814,0,0,0,0,1789,2133,0,849,8809,659,8430,3497,5560,4065,8234,0,0,0,0,0,0,0,6939,6474,737,388,0,252,1919,0,0,0,1738,0,0,0,0,0,0
32,Marshalls  : 0 - 10,393505,0,10,32,Marshalls ,39,168,26.58642025,-81.86958965,FL,87,55%,39/87,,0,0,29.40841629,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,64622,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,3245,7069,0,4357,1559,277,0,0,0,0,0,0,0,0,0,0,0,0,1789,693,0,0,3581,2155,271,3535,3201,182,4678,478,0,0,0,0,0,0,5407,11702,737,2374,0,919,2128,1206,0,0,1738,0,0,0,0,0,0
1,T.J. Maxx  : 0 - 10,802937,0,10,1,T.J. Maxx ,4,1103,26.58756608,-80.14509673,FL,88,95%,Apr-88,,0,0,53.12357249,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,177111,0,0,10030,2143,3769,0,1113,0,0,0,0,0,21025,16743,0,3522,2130,0,1576,769,1578,0,116,0,0,0,2723,0,23613,3784,0,3348,0,0,1782,0,1545,4480,0,12905,3129,26739,2562,4569,0,0,0,0,3445,0,0,2258,6011,0,0,0,0,266,0,1076,0,8362,0,0,0,0,0,0
297,T.J. Maxx  : 0 - 10,239397,0,10,297,T.J. Maxx ,84,1535,26.60843087,-81.81345361,FL,88,5%,84/88,,0,0,48.56158302,32,US,297,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65215,0,0,0,0,557,0,0,0,0,0,0,0,407,0,0,119,13122,0,243,0,0,0,0,0,0,576,2584,0,109,2952,649,0,0,0,4803,0,0,958,1672,5638,0,28,648,720,1524,293,0,0,0,0,0,6681,11590,737,2603,237,63,1592,3404,0,0,706,0,0,0,0,0,0
51,HomeGoods  : 0 - 10,445372,0,10,51,HomeGoods ,10,429,26.61141935,-81.93928049,FL,52,81%,Oct-52,,0,0,43.64934072,17,US,51,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,103185,0,0,0,0,856,0,0,0,0,0,0,0,0,0,8351,3984,1245,0,15689,16358,397,4681,10180,0,0,5653,449,0,4962,0,0,0,0,96,0,0,0,4337,175,5116,247,1065,3811,2994,0,0,0,0,0,0,0,3217,4633,1491,1444,0,89,1595,0,0,0,70,0,0,0,0,0,0
168,Marshalls  : 0 - 10,302981,0,10,168,Marshalls ,65,398,26.6160286,-80.14417633,FL,87,25%,65/87,,0,0,38.13892784,2,US,168,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,139167,0,0,10207,883,2253,583,194,0,0,0,0,0,14152,6057,0,3765,0,0,1381,0,1578,0,0,0,0,0,237,0,31047,3815,0,3348,0,0,1647,0,2280,4480,0,927,0,16782,2562,3901,0,0,0,0,1998,0,0,21,12420,0,0,0,0,1268,0,2281,0,8996,107,0,0,0,0,0
274,T.J. Maxx  : 0 - 10,342542,0,10,274,T.J. Maxx ,61,197,26.62472624,-81.94223871,FL,88,31%,61/88,,0,0,41.93222406,9,US,274,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,91547,0,0,0,0,217,0,0,0,0,0,0,0,0,0,6383,2088,448,0,15363,15739,0,3224,10418,0,0,5653,527,0,8564,0,0,0,0,0,0,0,0,2569,0,4914,0,1249,5741,2048,0,0,0,0,47,0,0,59,1856,1365,1778,0,0,1295,0,0,0,0,0,0,0,0,0,0
253,T.J. Maxx  : 0 - 10,420064,0,10,253,T.J. Maxx ,40,829,26.67048683,-80.20063747,FL,88,55%,40/88,,0,0,34.20571584,21,US,253,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,66713,0,815,7988,2635,2634,3926,226,0,0,0,0,0,5005,14274,0,24,97,1805,0,0,721,0,0,0,0,0,9804,0,1146,0,0,0,0,0,1982,0,1243,0,0,5350,119,1363,0,721,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,397,328,0,0,0,0,0,0
