Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks,num_malls,tot_stores,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base_x,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index,2022 Tapestry Adult Pop Base_y,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15
52,Marshalls,FL,27.26052384,-82.51795607,350911,"27.26052384,-82.51795607",1,5,0,1,1,1,0,0,1,1,195747,3959445,0,249120,842519,690664,0,0,54068,312877,11,6304440,1,2,9,0,1171.2181818181818,1019.9195868200836,860.8898394241419,,2270.0,2354.0,1490.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,2,2,2,2,2,3,2,2,1,425756,615779,1302600,615873,1981882,4763104,748322,833480,436709,0,0,2,44.0,78326,2536.6,75487,260909,62225,57.1,49632,341076,26966,10501,1978,16409,12007,49958,226970,222376,18368374,33057470,24192,10242,22693,8009,68804,19360,90407,2927.8,36420,11100,15727,1182,65613,8432,75,51,80,68804,0,0,0,0,957,952,0,0,0,0,0,0,0,0,0,2655,2517,3059,4607,4360,0,0,1388,0,0,0,0,0,0,0,0,0,0,948,0,0,3295,8738,0,14695,3604,2927,3137,8424,0,1296,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0
53,Marshalls,FL,30.17570908,-81.62667292,341760,"30.17570908,-81.62667292",1,3,1,0,1,1,1,2,1,0,192515,2197481,224047,0,496065,500827,566379,497512,100503,0,11,4775329,2,17,6,0,1099.3157894736842,1000.3426892134253,723.1359221918433,,1471.5,1397.076923076923,1021.6666666666666,,0.0,6.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,2.0,3,2,3,4,4,9,1,3,1,779063,833361,2025418,1286366,2686163,15539425,463562,932622,211309,1,1,3,44.0,91942,2335.6,79468,213427,65578,43.4,39094,278632,25214,11657,1986,18348,10122,20980,115358,158948,17588396,31820356,27866,11688,25021,8000,74185,21197,92469,2349.0,43195,8670,20667,8567,64895,10742,82,66,84,74185,0,0,2032,12872,4975,0,0,0,0,0,654,0,7889,10391,0,3251,0,3198,2181,598,1418,0,0,0,0,0,255,0,0,0,0,0,0,0,8120,0,0,9391,0,0,2339,0,0,1707,0,0,0,0,0,0,0,2868,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
54,Marshalls,FL,28.47550606,-81.28715209,339297,"28.47550606,-81.28715209",1,3,0,0,0,2,0,0,0,0,169842,2702782,0,0,0,2351913,0,0,0,0,6,5224537,8,17,23,9,1049.7258003443344,1021.1385577332211,903.8261575012043,554.0727380750297,1912.857142857143,1574.0833333333333,1441.7692307692307,1009.5,0.0,14.0,0.0,1.0,1.0,0.0,1.0,46.0,3.0,6.0,2.0,3,3,4,11,6,6,2,3,2,1138881,1248067,2385092,3676621,4645925,11212956,459521,1313408,628997,0,0,3,68.0,96681,3108.7,55632,69473,48976,36.6,39338,265824,19130,17894,1988,13786,5784,12600,33930,172296,13466548,23505902,28065,11166,22845,7904,76240,24415,83933,2698.8,35775,10911,29133,9339,36475,56598,121,126,120,76240,0,0,396,2309,0,0,0,0,0,0,0,0,0,0,0,621,1037,5529,0,0,0,0,0,0,0,0,1749,0,20446,0,0,79,0,0,6318,0,698,5284,0,0,0,0,2853,1286,0,4724,0,0,2572,0,0,9685,9349,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,0
55,Marshalls,FL,25.62066372,-80.34234868,335509,"25.62066372,-80.34234868",0,5,1,1,0,0,0,1,0,0,0,4375566,656538,458028,0,0,0,529015,0,0,8,6019147,1,6,17,33,959.4059040590406,1083.0636212535283,840.8855380766232,752.5377030895911,2566.0,1646.5,1517.4,1287.0,0.0,27.0,0.0,11.0,0.0,0.0,2.0,28.0,6.0,22.0,1.0,2,1,1,8,6,4,1,3,2,679350,495150,653898,3449648,7453836,7953031,111883,2068534,1046549,1,1,3,53.0,125549,4121.1,79104,205193,65605,41.2,44171,384210,28803,13439,1976,20397,12126,171127,145165,290958,22124864,39668097,36340,14812,32040,8448,99439,29374,114999,3774.8,50760,11613,35931,20240,40177,75553,115,119,115,99439,12856,1624,581,8384,1258,871,3338,1122,0,0,0,0,1491,15729,0,0,932,0,0,0,0,0,0,0,0,0,1882,10499,10481,0,0,4305,2560,0,0,0,0,0,0,0,0,0,0,2492,3851,0,0,0,0,0,0,347,792,0,4533,7567,0,0,0,1374,0,0,412,157,0,0,0,0
56,Marshalls,FL,28.55145091,-80.84290999,335028,"28.55145091,-80.84290999",1,1,0,0,0,0,0,1,0,0,230324,1009843,0,0,0,0,0,169981,0,0,3,1410148,0,4,8,7,,1123.1715430575248,716.2996446089229,821.2401960784314,,1280.3333333333333,1080.6666666666667,968.5,0.0,6.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,7.0,1.0,0,0,1,0,1,1,0,0,0,,,632447,,551331,2227966,,,,2,1,2,32.0,34655,1282.0,57406,188492,50428,48.2,16681,234864,11680,3497,1983,4962,2834,1565,7075,122352,5294921,10078652,10201,4486,8700,3246,28575,8724,33175,1227.3,14475,4547,8355,3069,26418,3499,128,150,124,28575,0,0,0,0,1647,0,0,0,0,0,0,0,0,331,0,4218,0,0,1957,7598,0,0,248,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,2543,0,0,0,185,2778,0,0,0,0,0,0,0,0,0,0,0,372,0,2826,2017,41,0,0,0,0,0,0,0,0,0
57,Marshalls,FL,26.44065508,-80.07277198,332075,"26.44065508,-80.07277198",0,3,1,0,1,1,1,0,1,0,0,1790768,236735,0,672562,431792,815893,0,24617,0,8,3972367,10,20,8,3,1131.9395725312559,1003.8214208689146,839.4400033159961,834.0,3062.5555555555557,2623.7,,1361.0,0.0,16.0,0.0,3.0,0.0,0.0,1.0,26.0,5.0,9.0,2.0,2,1,1,5,5,4,2,3,2,644635,534774,693216,1558211,4980199,6203858,1025265,1021281,728172,1,1,2,28.0,107317,3355.6,76799,209831,63601,53.2,63579,384480,33050,18143,1982,24598,15433,98648,265802,268816,28621296,50268476,33097,13700,30266,10823,92670,26250,155140,4850.9,43255,13563,30073,18109,71537,13985,128,108,131,92670,22,0,0,0,8757,4771,1093,0,0,0,1169,0,0,2356,0,0,5051,1244,0,322,0,0,0,0,0,0,0,0,3486,0,0,0,0,3659,1312,0,3572,4086,0,11409,6340,9307,0,11661,0,0,0,0,0,0,0,2783,0,1168,1492,3715,0,1651,2242,0,0,0,0,0,0,0,4,0
58,Marshalls,FL,27.90785906,-82.50472481,331600,"27.90785906,-82.50472481",0,4,1,0,1,0,0,1,2,1,0,3235880,471439,0,824432,0,0,303621,179835,282179,10,5297386,8,17,29,13,861.0808684443006,925.9755695161145,793.0884901288787,719.8657821720869,2206.8571428571427,2182.4166666666665,1591.95,1793.8333333333333,1.0,7.0,0.0,3.0,0.0,0.0,2.0,47.0,1.0,11.0,8.0,1,0,2,2,4,5,1,3,1,361344,,1366220,611306,3516343,7859663,277716,1297737,552525,0,0,1,40.0,143459,5110.9,83433,114213,69462,38.5,72728,393007,33546,32491,1984,33841,24600,117208,261425,224677,40346515,69988860,43534,17993,44558,14455,120103,36021,216654,7718.5,53108,16142,48998,11786,97359,28103,82,93,80,120103,6628,1600,0,0,469,15817,0,0,3188,930,25829,0,0,608,1335,0,4149,4509,6092,602,0,0,0,0,0,0,0,0,588,1756,0,2044,0,8270,0,0,3007,4454,240,0,5017,0,1348,2440,2257,0,0,0,0,0,0,8112,1512,3414,397,755,0,137,790,0,0,0,0,0,213,1596,0,0
59,Marshalls,FL,27.98832505,-82.1249478,330807,"27.98832505,-82.1249478",1,2,0,0,0,0,0,1,0,0,272094,2552353,0,0,0,0,0,650201,0,0,4,3474648,0,4,6,4,,961.8415706753152,820.7164041404139,681.0952380952381,,1430.5,989.6,1343.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0,1,2,2,2,3,0,0,0,,555994,1552372,577353,1782594,6226243,,,,0,0,1,32.0,55205,1135.4,60459,110544,52620,35.2,19783,255861,11982,6589,1988,5398,2382,12026,20092,191649,6929230,12513344,15002,6640,12604,4034,41152,13825,55257,1136.5,21992,5229,13720,6311,29946,20436,112,119,111,41152,0,0,0,951,0,0,0,0,0,0,0,0,2590,0,1456,1467,0,2282,1922,740,0,1228,0,0,0,1299,0,0,7560,1860,2591,1235,0,0,1423,0,1222,0,984,0,0,0,603,0,0,2469,244,0,2450,0,0,0,3502,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0
60,Marshalls,FL,25.98142858,-80.35797757,323604,"25.98142858,-80.35797757",1,6,0,1,0,0,1,1,1,0,440788,5854776,0,412301,0,0,1089807,628154,94528,0,11,8520354,6,5,4,0,1112.6950723415491,1132.066710039225,948.75,,2760.1666666666665,2685.3333333333335,2027.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0,6,1,5,13,8,10,2,4,3,2825174,512117,3537675,4684510,9091386,21663433,796970,1680457,1165178,1,1,2,96.0,132606,4330.5,93022,258083,77360,40.0,47879,392817,34246,11472,1997,22169,15624,101412,59154,135461,24983752,43576343,40497,17013,35964,10064,103667,30712,111148,3629.7,57463,9947,36117,26328,33937,72570,66,43,69,103667,0,5371,17811,4379,0,0,1510,0,0,0,0,0,32141,124,0,0,0,0,0,0,0,0,0,0,0,0,23436,1439,2295,0,0,1,0,0,1243,0,0,0,0,0,0,12722,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Marshalls,FL,28.79847527,-81.3341345,320817,"28.79847527,-81.3341345",1,3,0,0,0,1,0,1,1,0,251899,2735932,0,0,0,503348,0,321790,75196,0,7,3888165,9,23,17,12,1064.132457860355,991.6334964214878,940.1972370651405,821.0618677618677,1781.7777777777778,1682.25,1502.4285714285713,1120.5,0.0,14.0,0.0,4.0,0.0,0.0,1.0,45.0,2.0,10.0,4.0,1,2,3,5,3,3,0,1,1,604898,765816,1748730,1481636,2374780,5573087,,673708,287427,1,1,3,94.0,51091,2240.6,74752,99026,59967,36.5,22792,289803,10594,9705,1996,9560,4163,68415,119102,186178,9339948,16507655,14993,5614,13433,4772,39304,12014,65291,2863.3,21264,4677,12842,9877,24318,12653,149,168,146,39304,287,34,0,0,2354,0,0,0,6533,0,0,0,2712,1079,1827,0,2750,0,443,0,821,0,3,0,0,0,0,0,1106,0,0,0,0,0,5365,0,1343,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,0,725,711,106,0,697,0,0,0,0,0,0,0,0,0
62,Marshalls,FL,27.96626249,-82.72824974,315075,"27.96626249,-82.72824974",1,3,1,0,0,1,0,0,0,1,338981,2899054,314702,0,0,511295,0,0,0,264749,7,4328781,4,16,22,6,1053.992996579382,932.4458324424324,917.8700814554907,753.6759615384615,2286.75,1702.1875,1460.1764705882354,1229.25,0.0,6.0,0.0,3.0,0.0,0.0,1.0,44.0,1.0,2.0,1.0,4,1,5,7,6,6,3,4,3,1058274,627180,3293012,1970812,5399693,11389933,1070536,1934989,810998,2,1,3,72.0,169039,3642.8,57000,137816,50037,48.3,87320,235027,48448,28220,1977,25836,12772,131606,277225,443786,28061507,50392825,50214,21964,43138,16505,142949,42626,183421,3952.8,64392,24647,45613,12717,119010,28570,106,84,110,142949,0,0,0,258,2163,0,0,0,0,0,0,0,0,62,891,9355,4013,9375,8507,10967,0,0,2300,0,0,88,0,0,1195,0,0,0,0,2403,146,0,11101,7816,709,0,5828,10678,13009,13395,801,0,0,0,5163,489,0,4193,8734,3677,204,629,0,325,16,0,0,1816,0,0,0,0,0,2644
63,Marshalls,FL,26.01274602,-80.25153526,309341,"26.01274602,-80.25153526",3,8,0,0,0,1,0,0,1,0,753445,7037433,0,0,0,704686,0,0,118505,0,13,8614069,12,18,31,6,1105.0647140212366,880.0208250594148,799.1949646079385,690.3937312299355,2478.0833333333335,2137.8333333333335,1551.421052631579,1400.0,0.0,23.0,0.0,14.0,0.0,0.0,3.0,57.0,1.0,8.0,1.0,8,3,4,18,9,12,4,7,5,2871545,1273048,2695278,6213625,10730207,24960918,1485509,2550028,1590481,0,0,7,195.0,204042,6100.2,66549,123913,56345,37.6,73952,303116,44263,26237,1978,23223,12857,56582,95665,304347,28251008,49760634,59354,22887,49301,14398,160106,50212,162523,4858.9,70606,20980,67604,64327,53411,89983,96,79,99,160106,0,1179,0,3419,0,0,7638,0,0,0,0,0,4339,20462,0,0,0,350,697,0,0,0,0,0,0,0,1041,13058,53215,0,0,1900,0,2402,13844,0,2529,0,0,0,45,0,2133,7720,2026,0,0,0,934,0,2018,134,12448,60,0,4969,0,0,0,1546,0,0,0,0,0,0,0,0
64,Marshalls,FL,27.46365197,-82.63403533,305582,"27.46365197,-82.63403533",1,3,1,0,0,0,0,2,1,0,242535,3280245,228865,0,0,0,0,667640,100751,0,8,4520036,0,12,11,2,,959.5063695110565,885.5283103502281,758.0617760617761,,1794.1,1678.2222222222222,1319.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,1.0,1,0,1,1,2,5,1,2,0,343628,,731929,312511,1971639,9619990,207024,495657,,1,1,2,38.0,86632,3354.6,56966,172324,50074,51.7,49716,246923,26550,12804,1978,10698,6611,12479,75674,184564,14679935,26195120,26287,11556,22255,8321,72925,21330,81322,3148.9,33474,12803,21657,6198,63363,15652,78,84,78,72925,0,0,0,0,2305,0,0,0,0,0,0,0,0,0,0,6068,1506,2326,5692,4540,0,0,43,0,335,0,0,0,0,0,0,0,0,0,2762,0,1302,2131,745,2899,2040,8311,3299,12778,0,0,0,0,0,0,0,1416,2408,7491,0,0,806,1306,0,0,0,415,0,0,0,0,0,0
65,Marshalls,FL,26.6160286,-80.14417633,302981,"26.6160286,-80.14417633",1,4,0,0,0,2,0,0,0,0,293414,3494140,0,0,0,1337684,0,0,0,0,7,5125238,4,6,18,13,1105.77357638901,993.0684039047479,934.1406761681818,780.1239494226481,2005.0,1725.75,1404.4444444444443,1319.3333333333333,0.0,11.0,0.0,3.0,0.0,1.0,1.0,29.0,2.0,7.0,3.0,3,2,3,7,6,7,1,4,2,1152019,972024,1945726,2542954,6519772,12109534,339550,2025449,1180612,2,1,3,82.0,179715,4712.1,63085,156341,54133,39.5,68620,264137,43075,19919,1986,22818,11191,23042,57747,177908,25676151,44353551,52821,21115,41835,13284,139167,42986,129826,3404.0,67152,16997,51325,33623,72647,77079,68,63,69,139167,0,0,10207,883,2253,583,194,0,0,0,0,0,14152,6057,0,3765,0,0,1381,0,1578,0,0,0,0,0,237,0,31047,3815,0,3348,0,0,1647,0,2280,4480,0,927,0,16782,2562,3901,0,0,0,0,1998,0,0,21,12420,0,0,0,0,1268,0,2281,0,8996,107,0,0,0,0,0
66,Marshalls,FL,28.66364034,-81.38252103,287427,"28.66364034,-81.38252103",2,6,0,1,0,0,1,3,1,0,594364,4538518,0,320848,0,0,646675,1465098,45873,0,14,7611376,14,36,28,1,1096.4895941469822,926.6701957597381,845.9693120007813,699.4285714285714,1826.0714285714287,1661.4545454545455,1254.3333333333333,1244.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,66.0,0.0,12.0,1.0,2,3,5,12,8,6,2,4,5,901128,1333168,2767363,3141430,6302935,10426903,667451,1644936,1624140,1,1,3,45.0,145907,3254.9,65172,95796,55386,40.5,69163,277613,32191,31244,1979,28319,13199,140869,369769,607423,27062505,47865118,43782,18048,38255,13465,119291,36420,189125,4219.0,54478,17046,44119,22944,81098,38008,126,112,129,119291,777,48,0,1400,827,0,3472,0,0,0,451,0,1728,9089,0,5345,1154,5930,4964,2087,201,0,0,0,0,0,0,0,5190,0,0,0,0,3137,12516,0,9643,8412,0,0,6802,0,502,6822,1429,0,0,0,0,0,0,14739,8152,2258,0,1377,0,0,838,0,0,0,0,0,0,0,0,0
67,Marshalls,FL,28.26592456,-81.3308053,285714,"28.26592456,-81.3308053",1,2,0,0,0,0,0,0,0,0,167750,1530567,0,0,0,0,0,0,0,0,3,1698317,0,5,26,3,,1037.4252861811392,831.7043878485634,722.2,,1616.25,1092.3333333333333,,0.0,19.0,0.0,8.0,0.0,0.0,0.0,21.0,2.0,10.0,1.0,1,1,2,7,4,4,0,1,2,303897,451703,1112925,2198886,3055826,8035144,,440521,802098,0,0,0,0.0,76736,2424.9,55952,101810,49313,36.8,27901,245479,16652,9481,1998,8422,3106,13660,25763,99092,8933049,16112457,22241,8392,17369,5665,59374,19450,73201,2313.2,29333,7683,21495,6257,35217,41592,87,104,85,59374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,5018,0,0,1114,2699,282,0,0,0,0,843,0,0,23260,0,0,0,0,0,0,0,1681,0,971,0,0,0,0,0,0,0,0,0,83,0,0,0,9496,34,0,0,3392,5382,0,0,0,0,0,0,0,0,0,0
68,Marshalls,FL,25.8314203,-80.25975734,283748,"25.8314203,-80.25975734",0,2,0,0,0,0,0,1,0,0,0,2638232,0,0,0,0,0,483823,0,0,3,3122055,1,4,33,117,1091.2212389380531,974.6231141726953,846.838685654626,681.8585608309872,2050.0,1776.5,1282.5,1207.68,0.0,80.0,0.0,34.0,0.0,0.0,1.0,81.0,10.0,54.0,10.0,8,1,2,11,11,9,1,6,5,4017420,356795,1571774,4647011,14513188,21775406,301033,2446864,2018632,0,0,1,17.0,222919,7173.6,37493,15894,32816,41.3,81378,293403,29324,47128,1962,17488,6875,102965,221023,554487,19373254,33946878,69443,24654,46850,12845,177254,64162,217462,6998.0,72093,23600,75377,45451,44730,168849,143,192,135,177254,0,0,0,586,0,0,3369,0,0,0,78,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,7787,0,0,0,92799,2247,0,0,0,555,0,0,0,1176,0,0,0,1594,0,0,0,0,0,930,0,0,0,11775,9749,0,0,23693,3458,6397,5880,3103,1716,0,0,0,0
69,Marshalls,FL,27.83623061,-82.68780706,279016,"27.83623061,-82.68780706",2,3,0,0,0,2,0,2,0,0,351698,3108337,0,0,0,1093309,0,851018,0,0,9,5404362,3,6,27,14,985.1682301522934,1076.1826533565395,816.6728132495922,712.0630695991374,2150.6666666666665,1864.8333333333333,1268.3846153846155,1153.125,0.0,14.0,0.0,5.0,0.0,0.0,0.0,41.0,2.0,6.0,1.0,3,1,4,5,6,6,3,4,3,856848,464864,2752926,1385021,5685602,11657791,1083240,1648909,631418,2,1,2,66.0,180501,3757.6,59981,123648,52010,45.0,89071,214656,52435,28676,1971,26364,12229,63269,416081,620283,29384189,54011728,54039,23400,46012,17097,149769,47326,208234,4335.0,65636,25080,52788,14212,124178,24131,131,90,138,149769,0,0,0,0,7,0,0,0,1796,0,3548,0,0,118,2349,2357,1641,4248,42517,5145,0,0,0,0,0,6081,0,0,47,0,0,0,0,3876,0,0,11637,4803,3384,0,888,7322,7845,1717,1666,0,0,0,1851,0,0,7010,1172,2962,287,0,14396,9099,0,0,0,0,0,0,0,0,0,3
70,Marshalls,FL,30.48203772,-87.20826445,277451,"30.48203772,-87.20826445",0,1,1,0,0,0,0,2,1,0,0,1096208,675316,0,0,0,0,741829,65672,0,5,2579025,0,8,20,20,,1041.7426272121925,884.4742117654898,787.6694346711096,,1647.7142857142858,1239.0666666666666,1056.7,0.0,11.0,0.0,4.0,0.0,0.0,0.0,42.0,1.0,4.0,1.0,1,1,3,3,4,5,0,2,0,282514,419942,2195738,611523,2307028,10529366,,1322990,,0,0,4,80.0,70452,2233.7,57011,87498,50150,39.7,31736,242566,16444,12011,1975,10162,6874,89415,164827,260967,10549295,19312315,20792,8723,17765,6072,57940,17237,88770,2814.5,23326,7879,25322,15318,44934,4764,125,131,124,57940,0,0,0,0,4003,0,0,0,0,0,0,0,0,0,0,3919,5523,0,418,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,22067,0,0,0,0,0,575,0,0,0,0,0,0,0,82,0,3714,1365,2110,731,2092,4135,0,0,0,0,0,0,0,0,0
71,Marshalls,FL,30.31105405,-81.73429752,268583,"30.31105405,-81.73429752",1,2,0,0,0,0,0,3,1,0,229784,2665540,0,0,0,0,0,1308322,68393,0,7,4272039,4,2,19,16,939.0595792594327,945.3629326047359,840.7021799618637,780.9463189018486,1917.5,1269.0,965.4545454545455,885.2,0.0,14.0,0.0,4.0,0.0,0.0,0.0,36.0,0.0,4.0,1.0,1,1,1,1,4,5,1,2,0,244689,314851,771498,481675,2951517,9074303,249352,518376,,0,0,2,43.0,102382,2568.4,52027,52084,44378,38.9,48909,193235,20809,22724,1959,11802,6457,35481,117160,315725,14822596,27286224,28440,12364,24289,9019,80084,26106,155571,3902.8,31756,14141,32585,36521,51146,8650,198,249,189,80084,726,0,0,0,566,1219,0,0,0,0,0,0,0,0,103,882,36,912,13789,2021,122,3372,0,0,0,0,0,0,192,0,0,0,0,6278,1854,0,2970,2000,10648,0,513,0,0,2241,1974,84,0,0,496,0,0,1593,3576,2830,2786,3901,5073,862,6464,0,0,0,0,0,0,0,0,0
72,Marshalls,FL,28.19081911,-82.45722617,268041,"28.19081911,-82.45722617",0,3,0,0,0,0,0,0,0,0,0,3046910,0,0,0,0,0,0,0,0,3,3046910,1,6,3,0,1013.6044776119403,1039.077819070619,,,2114.0,1817.1666666666667,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,2,1,3,7,2,6,3,2,1,496871,404724,2269326,1798711,1908643,10150456,995451,848689,435297,0,0,2,39.0,54037,1554.8,100249,320124,81848,41.5,21147,312351,16467,3255,2001,11405,5645,27481,38072,92999,10389123,19130492,15747,6740,14234,4391,41850,12105,46034,1324.5,26146,4649,11248,2867,37305,10812,69,63,70,41850,0,0,4112,4545,910,0,0,0,0,0,0,0,7630,4171,3088,1440,0,0,0,0,3362,0,6298,0,0,0,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
