,Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction
191,9,T.J. Maxx,AL,33.60483555,-86.63828671,531727,"33.60483555,-86.63828671",0,3,9,8,,1000.2690222612537,957.5428239253345,903.880773408549,,1241.0,779.2857142857143,710.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0
192,10,T.J. Maxx,AL,33.60837815,-85.78320548,531480,"33.60837815,-85.78320548",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
193,11,T.J. Maxx,AL,33.22367944,-86.80391794,524758,"33.22367944,-86.80391794",0,2,3,1,,1321.8308249721294,1012.9,827.4444444444445,,1295.5,1411.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
194,12,T.J. Maxx,AL,34.15084311,-86.83897821,522109,"34.15084311,-86.83897821",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
195,13,T.J. Maxx,AL,34.68981044,-86.57808509,520098,"34.68981044,-86.57808509",3,3,21,30,955.5059534338811,913.1350327374385,922.3095548588286,778.2006152250694,1559.6666666666667,1364.5,956.0,721.4375,0.0,20.0,0.0,8.0,2.0,0.0,0.0,52.0,2.0,0.0,3.0
196,14,T.J. Maxx,AL,32.34508806,-86.22138895,510554,"32.34508806,-86.22138895",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
197,15,T.J. Maxx,AL,33.64939863,-86.823636,489876,"33.64939863,-86.823636",0,2,4,0,,1132.3112903225806,961.0852689793866,,,1162.0,1205.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
198,16,T.J. Maxx,AL,34.75703117,-86.73690152,485713,"34.75703117,-86.73690152",2,15,19,0,1070.3362986907155,1030.7591355815728,1045.7744558719207,,1460.0,1363.0,1322.3333333333333,,0.0,5.0,0.0,5.0,0.0,0.0,0.0,23.0,1.0,4.0,8.0
199,17,T.J. Maxx,AL,30.65283447,-87.90662753,471157,"30.65283447,-87.90662753",0,4,6,3,,1304.3045843045843,1032.166697025915,677.0596358303801,,1566.0,1192.0,889.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0
200,18,T.J. Maxx,AL,31.3179396,-85.82869189,469954,"31.3179396,-85.82869189",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
201,19,T.J. Maxx,AL,30.37584144,-87.67847689,458653,"30.37584144,-87.67847689",0,2,5,4,,1124.7208333333333,1069.4314024390244,723.471875,,1076.5,1139.0,1006.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0
202,20,T.J. Maxx,AL,33.84977072,-87.26907566,456588,"33.84977072,-87.26907566",0,0,5,1,,,979.203804347826,,,,645.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
203,21,T.J. Maxx,AL,33.4218513,-86.69223753,422139,"33.4218513,-86.69223753",8,25,0,0,1104.1171931211657,1038.4324505800587,,,1546.375,1293.2857142857142,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,2.0,2.0,1.0
204,22,T.J. Maxx,AL,30.67742241,-88.14683993,365909,"30.67742241,-88.14683993",0,8,36,30,,1078.7864752508926,960.6490183528741,752.8373528665223,,1471.625,944.6774193548387,763.1,4.0,15.0,0.0,4.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0
205,23,T.J. Maxx,AL,31.77784479,-85.9452729,347167,"31.77784479,-85.9452729",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
206,24,T.J. Maxx,AL,33.33548414,-86.99132475,314216,"33.33548414,-86.99132475",0,0,2,6,,,1069.84133126935,932.5324015732998,,,950.0,869.3333333333334,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
207,25,T.J. Maxx,AL,33.17396136,-86.28282353,296829,"33.17396136,-86.28282353",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
208,1,Marshalls,TN,35.90036903,-84.16504292,667805,"35.90036903,-84.16504292",2,10,1,0,1174.4241841491842,1257.9174822537752,,,1428.5,1598.857142857143,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,2.0
209,2,Marshalls,TN,36.59428253,-82.26120263,603255,"36.59428253,-82.26120263",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
210,3,Marshalls,TN,36.00560161,-84.02129132,561367,"36.00560161,-84.02129132",1,2,16,12,971.7,1043.5734989648033,934.5810864599106,773.447031578018,1308.0,1217.5,1169.0,776.4,0.0,12.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0
211,4,Marshalls,TN,36.06464859,-87.38214268,498539,"36.06464859,-87.38214268",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
212,5,Marshalls,TN,35.7947587,-83.55793115,482572,"35.7947587,-83.55793115",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
213,6,Marshalls,TN,35.66831885,-88.86081176,429958,"35.66831885,-88.86081176",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
214,7,Marshalls,TN,35.06692717,-89.75868571,425903,"35.06692717,-89.75868571",7,19,0,0,1059.956392518107,985.8556665241676,,,1566.0,1389.4375,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0,1.0
215,8,Marshalls,TN,35.03060566,-85.1603834,404148,"35.03060566,-85.1603834",0,12,17,2,,1067.2597305302245,889.9467115445797,708.6964285714286,,1347.8181818181818,1136.6666666666667,547.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.0,1.0
216,9,Marshalls,TN,36.50635176,-87.27211958,380377,"36.50635176,-87.27211958",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
217,10,Marshalls,TN,35.1717264,-89.79537508,376821,"35.1717264,-89.79537508",2,13,16,3,1064.4878692646134,1016.5280092614981,988.0105682226929,798.1554160125588,1532.5,1313.3846153846155,1066.8333333333333,931.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,31.0,1.0,1.0,1.0
218,11,Marshalls,TN,36.18078371,-86.63873721,357338,"36.18078371,-86.63873721",0,12,24,3,,918.8577598394335,910.116684508833,900.0,,1430.0,1289.1538461538462,1136.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,32.0,1.0,4.0,2.0
219,12,Marshalls,TN,36.058481,-89.38297864,346149,"36.058481,-89.38297864",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
220,13,Marshalls,TN,35.85514928,-86.42752802,345718,"35.85514928,-86.42752802",3,23,17,16,1054.240522875817,1079.1325071021618,955.5789840787319,636.2168849588778,1663.0,1421.1904761904761,1267.1818181818182,898.1818181818181,3.0,4.0,0.0,1.0,0.0,0.0,1.0,49.0,3.0,5.0,2.0
221,14,Marshalls,TN,35.05252409,-89.80833985,340179,"35.05252409,-89.80833985",2,22,26,7,1073.5417215634607,1056.655822949503,942.1139501589455,1125.2161886583908,1642.5,1439.7777777777778,884.0,816.1666666666666,0.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,2.0,2.0,1.0
222,15,Marshalls,TN,35.15531384,-85.2457901,319111,"35.15531384,-85.2457901",0,7,6,1,,990.156450987013,1033.9052706552707,696.6,,1385.0,1060.6666666666667,,0.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
223,16,Marshalls,TN,35.9487633,-86.8177021,294725,"35.9487633,-86.8177021",24,10,5,0,1021.0500641077621,954.5216986067962,857.2571794871794,,2097.6428571428573,1717.2,1369.25,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,24.0,1.0,11.0,3.0
224,17,Marshalls,TN,35.20774682,-89.89610965,274228,"35.20774682,-89.89610965",0,2,12,30,,1117.7693277310925,1008.006413566543,884.5610914088539,,1423.0,902.0,779.9090909090909,0.0,8.0,0.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
225,18,Marshalls,TN,36.13668573,-86.89025267,256613,"36.13668573,-86.89025267",5,14,10,15,1092.9370705440153,1021.7577057203432,1026.1436449839039,706.7816087506386,1960.6,1752.3636363636363,1397.0,1163.25,0.0,5.0,0.0,1.0,0.0,3.0,1.0,34.0,1.0,4.0,5.0
226,19,Marshalls,TN,36.17549394,-82.79590644,247037,"36.17549394,-82.79590644",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
227,20,Marshalls,TN,36.03737298,-83.8873844,241529,"36.03737298,-83.8873844",0,2,9,3,,1024.810606060606,942.264105982043,808.7895352035204,,1458.5,938.3333333333334,845.5,0.0,7.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
228,21,Marshalls,TN,36.32191681,-86.6014702,199711,"36.32191681,-86.6014702",1,17,8,0,1046.2380952380952,1012.249437781159,840.9692566790033,,1504.0,1475.4166666666667,1204.0,,0.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0
229,1,Marshalls,FL,26.6834479,-80.22362638,819819,"26.6834479,-80.22362638",6,8,3,0,1197.2422497149357,1107.8450854396256,836.3745851114272,,2455.8333333333335,2478.0,1700.0,,0.0,2.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0,1.0,0.0
230,2,Marshalls,FL,29.11130473,-81.03616413,754601,"29.11130473,-81.03616413",1,3,16,6,1006.9555555555555,1032.7984124141792,967.4832624331347,683.7567567567568,2100.0,1668.6666666666667,1469.625,986.5,0.0,6.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,7.0,2.0
231,3,Marshalls,FL,27.63733172,-80.44914495,702859,"27.63733172,-80.44914495",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
232,4,Marshalls,FL,28.52103765,-81.58389624,650072,"28.52103765,-81.58389624",2,7,5,6,1167.34314804623,1003.8343047735898,925.6345761387732,790.7438095238095,1948.5,1899.0,1019.0,1515.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0
233,5,Marshalls,FL,25.86463408,-80.31606456,622791,"25.86463408,-80.31606456",4,9,13,67,1124.723559540263,999.744119513049,821.7675788774818,714.637880356643,2344.5,1934.2,1619.5,1313.675,0.0,18.0,0.0,12.0,1.0,0.0,5.0,78.0,4.0,7.0,4.0
234,6,Marshalls,FL,29.86862798,-81.32534911,599968,"29.86862798,-81.32534911",1,2,9,7,918.3935742971887,947.771484375,781.832380568261,786.16,2057.0,1627.0,1045.5,,0.0,7.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,7.0,1.0
235,7,Marshalls,FL,25.74786693,-80.38838071,562742,"25.74786693,-80.38838071",4,4,19,9,988.3977075702074,1075.1155359991308,756.4230268927741,705.5961424880029,2752.0,2879.0,1617.2307692307693,1285.6666666666667,6.0,9.0,1.0,6.0,0.0,0.0,0.0,29.0,1.0,4.0,2.0
236,8,Marshalls,FL,28.34226274,-81.41032988,559928,"28.34226274,-81.41032988",9,22,32,14,1042.7777036666068,1013.6047313298448,998.1268701500427,783.1868279760002,1864.5555555555557,1815.6875,1543.888888888889,1171.75,0.0,21.0,0.0,2.0,1.0,0.0,3.0,57.0,3.0,14.0,3.0
237,9,Marshalls,FL,27.99839165,-81.96058114,559641,"27.99839165,-81.96058114",0,5,10,18,,1047.4992116748501,905.8966975044139,745.5867006033485,,1608.2,1515.0,1187.375,0.0,9.0,0.0,3.0,0.0,0.0,0.0,28.0,1.0,4.0,0.0
238,10,Marshalls,FL,28.20242974,-82.66406799,555623,"28.20242974,-82.66406799",0,7,5,5,,1053.0754139981957,734.4632504805137,1883.0833333333333,,1640.5714285714287,1099.8,1854.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0
239,11,Marshalls,FL,28.02853219,-82.50300763,552525,"28.02853219,-82.50300763",1,17,29,12,1003.6010362694301,873.2367630454432,865.1394698353873,777.2635188782093,1489.0,1540.7857142857142,1313.28,1261.8181818181818,0.0,8.0,0.0,1.0,0.0,0.0,4.0,59.0,0.0,0.0,0.0
240,12,Marshalls,FL,26.14945018,-80.32563391,548214,"26.14945018,-80.32563391",8,10,2,0,1057.8239046212134,1059.8106269934788,1035.3429487179487,,2462.4285714285716,2199.5,1990.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0
241,13,Marshalls,FL,30.27075293,-81.39014639,541376,"30.27075293,-81.39014639",9,3,7,0,986.781890227021,1173.0833333333333,711.3582853643818,,1905.0,2023.0,1213.0,,0.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0
242,14,Marshalls,FL,29.62730729,-82.38218874,527287,"29.62730729,-82.38218874",5,28,63,29,1263.7271776529647,1178.0965671602983,963.0473798368367,763.733331753281,2141.75,1880.6666666666667,1381.0851063829787,1056.36,39.0,8.0,0.0,2.0,0.0,1.0,2.0,108.0,0.0,11.0,6.0
243,15,Marshalls,FL,28.53635626,-82.50622751,502202,"28.53635626,-82.50622751",0,0,1,1,,,882.0097087378641,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
244,16,Marshalls,FL,25.6861927,-80.42254009,483807,"25.6861927,-80.42254009",3,7,18,13,1014.2645384729498,967.3406372991192,817.8814122024954,710.548700432473,2297.3333333333335,2244.5,1656.9166666666667,1259.625,0.0,7.0,0.0,2.0,0.0,0.0,4.0,32.0,2.0,5.0,2.0
245,17,Marshalls,FL,27.94261139,-82.32225189,482310,"27.94261139,-82.32225189",11,33,31,7,1062.4632283354363,1018.11815999951,891.1311470726403,853.9655172413793,1978.8181818181818,1802.3461538461538,1371.9285714285713,1244.0,0.0,22.0,0.0,3.0,0.0,0.0,2.0,68.0,1.0,6.0,7.0
246,18,Marshalls,FL,25.93155015,-80.12302813,481957,"25.93155015,-80.12302813",5,27,15,23,1022.6982558458684,928.3130317762913,950.4377439523914,882.2589421894484,2526.0,2139.8888888888887,1604.3333333333333,1554.4,0.0,9.0,0.0,1.0,0.0,1.0,1.0,33.0,8.0,27.0,4.0
247,19,Marshalls,FL,28.60393079,-81.36809838,473033,"28.60393079,-81.36809838",15,17,33,12,974.8596361464882,958.4100562780263,805.327720401069,755.5517423192185,2168.3333333333335,1811.357142857143,1365.1538461538462,1352.4,0.0,19.0,0.0,7.0,1.0,0.0,0.0,62.0,1.0,12.0,3.0
248,20,Marshalls,FL,28.93027812,-82.01828307,466065,"28.93027812,-82.01828307",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
249,21,Marshalls,FL,26.96015233,-80.08295057,458671,"26.96015233,-80.08295057",4,2,0,0,911.1840316941123,809.4242424242424,,,2170.3333333333335,1258.0,,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
250,22,Marshalls,FL,30.22129622,-85.8701446,454293,"30.22129622,-85.8701446",0,3,4,1,,1065.923167495854,961.3357699805068,,,1738.6666666666667,1454.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0
251,23,Marshalls,FL,27.79620131,-82.33245096,453903,"27.79620131,-82.33245096",2,7,0,0,954.2966856060607,1471.781031543052,,,1854.5,1919.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0
252,24,Marshalls,FL,27.39169372,-82.45327833,436709,"27.39169372,-82.45327833",6,14,2,0,1051.6451585197362,980.5658835614744,,,2392.6,1951.8,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,1.0
253,25,Marshalls,FL,28.17546464,-82.35555788,435297,"28.17546464,-82.35555788",7,15,0,0,1042.6588867432777,1058.4867592081207,,,1826.142857142857,1889.3636363636363,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,1.0
254,26,Marshalls,FL,27.49891405,-81.485903,429195,"27.49891405,-81.485903",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
255,27,Marshalls,FL,30.44015803,-84.25826912,427271,"30.44015803,-84.25826912",5,28,65,50,1136.2978851851851,1070.2888585768249,931.2382151855203,707.4327128147092,2336.0,1758.16,1162.7857142857142,863.8125,48.0,23.0,0.0,7.0,0.0,0.0,0.0,115.0,7.0,17.0,8.0
256,28,Marshalls,FL,25.80987875,-80.19355365,424338,"25.80987875,-80.19355365",61,56,106,186,929.4366550565272,939.3393269198447,816.6641048301332,630.9545918998231,2606.242424242424,2256.684210526316,1758.0,1203.2,0.0,183.0,0.0,62.0,5.0,0.0,4.0,205.0,42.0,132.0,31.0
257,29,Marshalls,FL,26.48581527,-81.78940397,423864,"26.48581527,-81.78940397",2,9,6,0,1043.3961538461538,1052.788747212423,1216.96,,1857.5,2121.375,2360.5,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0
258,30,Marshalls,FL,28.05040396,-82.69797409,417388,"28.05040396,-82.69797409",3,7,5,1,892.5247619047619,1033.598748941069,965.2823666319695,504.1219512195122,1673.3333333333333,1836.5,1676.4,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
259,31,Marshalls,FL,26.21278703,-80.10717035,415341,"26.21278703,-80.10717035",5,13,19,18,990.5325334787035,900.653797293978,847.5030539244508,748.4449975649067,2669.25,1580.25,1552.3333333333333,1224.4,0.0,16.0,0.0,1.0,0.0,0.0,0.0,33.0,12.0,8.0,2.0
260,32,Marshalls,FL,25.48042614,-80.46169303,414816,"25.48042614,-80.46169303",2,9,25,57,996.8142857142857,1194.6517768980257,910.4533534324011,703.538169889021,1685.0,1846.25,,960.6,0.0,53.0,0.0,10.0,0.0,0.0,3.0,54.0,5.0,31.0,3.0
261,33,Marshalls,FL,30.38944671,-86.43912186,406771,"30.38944671,-86.43912186",3,5,0,0,929.544826759984,998.3286747323042,,,2061.3333333333335,2067.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
262,34,Marshalls,FL,26.17261584,-81.80103344,406080,"26.17261584,-81.80103344",1,4,9,1,1039.872340425532,941.7176697530865,792.1159398195729,832.1789473684211,2440.0,2367.5,1594.6666666666667,1333.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0
263,35,Marshalls,FL,27.23554687,-80.26661916,403317,"27.23554687,-80.26661916",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
264,36,Marshalls,FL,26.31571519,-80.15697515,396312,"26.31571519,-80.15697515",10,36,16,2,1130.8124358217106,1002.634063797332,823.4710832733714,711.7288557213931,2597.1111111111113,2144.866666666667,1660.5714285714287,1550.0,0.0,10.0,0.0,5.0,0.0,1.0,4.0,56.0,2.0,6.0,0.0
265,37,Marshalls,FL,26.84377179,-80.0737879,395690,"26.84377179,-80.0737879",8,10,2,0,1325.5127326839827,1062.068962029144,1011.6666666666666,,3057.6,2407.3333333333335,1423.0,,0.0,4.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,4.0,0.0
266,38,Marshalls,FL,29.13878799,-82.19278881,394080,"29.13878799,-82.19278881",1,5,9,4,1223.3684210526317,1106.187623794995,906.7782101437052,1439.0622406639004,1962.0,1585.6,1335.0,1532.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,1.0,4.0,1.0
267,39,Marshalls,FL,26.58642025,-81.86958965,393505,"26.58642025,-81.86958965",1,17,29,14,1158.6822429906542,984.2925331157721,922.2629382101096,741.5467021503086,1830.0,1640.6666666666667,1406.2222222222222,986.0,0.0,15.0,0.0,6.0,0.0,0.0,2.0,47.0,1.0,11.0,2.0
268,40,Marshalls,FL,28.49535372,-81.43035435,392484,"28.49535372,-81.43035435",14,58,38,35,1013.2878049990511,935.7764124061144,900.8677148017765,752.6243472488261,1829.0714285714287,1575.0454545454545,1362.3125,1205.4,0.0,43.0,0.0,7.0,0.0,0.0,7.0,113.0,4.0,20.0,8.0
269,41,Marshalls,FL,27.01499547,-82.14422047,376088,"27.01499547,-82.14422047",0,1,5,4,,975.4597701149426,991.2121212121212,562.2142857142857,,1779.0,1277.0,,0.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0
270,42,Marshalls,FL,28.03888338,-80.66485967,375449,"28.03888338,-80.66485967",2,2,22,14,1061.0495847625925,949.005,964.0486714284573,722.3554703409052,1628.5,1689.5,1481.6666666666667,1103.25,0.0,6.0,0.0,2.0,0.0,1.0,3.0,31.0,1.0,6.0,2.0
271,43,Marshalls,FL,26.27086874,-81.79847013,374136,"26.27086874,-81.79847013",1,8,1,0,1095.0333333333333,1004.0057560179874,,,2420.0,1875.5,,,0.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0
272,44,Marshalls,FL,26.36594881,-80.1735641,367379,"26.36594881,-80.1735641",8,28,0,0,1307.9012488910842,961.3209237716379,,,2884.5714285714284,2309.6363636363635,,,0.0,3.0,0.0,2.0,0.0,2.0,1.0,33.0,2.0,1.0,0.0
273,45,Marshalls,FL,26.04343239,-80.15896058,363170,"26.04343239,-80.15896058",7,12,46,21,1015.7815259013418,1055.5690882250922,748.6029089752792,742.5316814863008,2156.0,2135.3,1398.142857142857,1111.0,0.0,14.0,0.0,4.0,0.0,0.0,1.0,34.0,18.0,27.0,7.0
274,46,Marshalls,FL,26.52946565,-80.09281893,360793,"26.52946565,-80.09281893",10,20,17,5,1104.0435697415028,1056.0775674179583,1016.6827619949495,674.6527777777778,2395.6,2097.0625,1974.6666666666667,1582.5,0.0,3.0,0.0,1.0,0.0,1.0,4.0,36.0,5.0,10.0,1.0
275,47,Marshalls,FL,30.48249025,-81.6407356,360382,"30.48249025,-81.6407356",4,4,8,0,1023.0830792034053,1051.8573420406062,1068.9800606060605,,1646.25,1549.6666666666667,1213.6666666666667,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,3.0
276,48,Marshalls,FL,26.28817959,-80.24929148,358726,"26.28817959,-80.24929148",11,20,4,0,1198.568892325378,1028.9163505526099,906.152427184466,,2478.090909090909,2108.4117647058824,1664.0,,0.0,2.0,0.0,2.0,0.0,0.0,2.0,31.0,1.0,2.0,1.0
277,49,Marshalls,FL,28.67530247,-81.4710751,358512,"28.67530247,-81.4710751",0,6,6,3,,956.9864136562301,918.2260696605375,,,1673.25,1683.5,,0.0,4.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,2.0,1.0
278,50,Marshalls,FL,28.39222915,-81.48445473,356655,"28.39222915,-81.48445473",14,27,15,1,1010.2456684430138,961.6262990878861,931.9514689509776,,1909.4615384615386,1901.7142857142858,1749.5,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,12.0,7.0
279,51,Marshalls,FL,28.22398965,-81.64276718,356560,"28.22398965,-81.64276718",2,6,7,3,1166.0185975609756,1041.8331560140311,965.1130674846626,,1896.5,1735.1666666666667,1652.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,6.0,2.0
280,52,Marshalls,FL,27.26052384,-82.51795607,350911,"27.26052384,-82.51795607",1,2,9,0,1171.2181818181818,1019.9195868200836,860.8898394241419,,2270.0,2354.0,1490.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0
281,53,Marshalls,FL,30.17570908,-81.62667292,341760,"30.17570908,-81.62667292",2,17,6,0,1099.3157894736842,1000.3426892134253,723.1359221918433,,1471.5,1397.076923076923,1021.6666666666666,,0.0,6.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,2.0
282,54,Marshalls,FL,28.47550606,-81.28715209,339297,"28.47550606,-81.28715209",8,17,23,9,1049.7258003443344,1021.1385577332211,903.8261575012043,554.0727380750297,1912.857142857143,1574.0833333333333,1441.7692307692307,1009.5,0.0,14.0,0.0,1.0,1.0,0.0,1.0,46.0,3.0,6.0,2.0
283,55,Marshalls,FL,25.62066372,-80.34234868,335509,"25.62066372,-80.34234868",1,6,17,33,959.4059040590406,1083.0636212535283,840.8855380766232,752.5377030895911,2566.0,1646.5,1517.4,1287.0,0.0,27.0,0.0,11.0,0.0,0.0,2.0,28.0,6.0,22.0,1.0
284,56,Marshalls,FL,28.55145091,-80.84290999,335028,"28.55145091,-80.84290999",0,4,8,7,,1123.1715430575248,716.2996446089229,821.2401960784314,,1280.3333333333333,1080.6666666666667,968.5,0.0,6.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,7.0,1.0
285,57,Marshalls,FL,26.44065508,-80.07277198,332075,"26.44065508,-80.07277198",10,20,8,3,1131.9395725312559,1003.8214208689146,839.4400033159961,834.0,3062.5555555555557,2623.7,,1361.0,0.0,16.0,0.0,3.0,0.0,0.0,1.0,26.0,5.0,9.0,2.0
286,58,Marshalls,FL,27.90785906,-82.50472481,331600,"27.90785906,-82.50472481",8,17,29,13,861.0808684443006,925.9755695161145,793.0884901288787,719.8657821720869,2206.8571428571427,2182.4166666666665,1591.95,1793.8333333333333,1.0,7.0,0.0,3.0,0.0,0.0,2.0,47.0,1.0,11.0,8.0
287,59,Marshalls,FL,27.98832505,-82.1249478,330807,"27.98832505,-82.1249478",0,4,6,4,,961.8415706753152,820.7164041404139,681.0952380952381,,1430.5,989.6,1343.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0
288,60,Marshalls,FL,25.98142858,-80.35797757,323604,"25.98142858,-80.35797757",6,5,4,0,1112.6950723415491,1132.066710039225,948.75,,2760.1666666666665,2685.3333333333335,2027.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0
289,61,Marshalls,FL,28.79847527,-81.3341345,320817,"28.79847527,-81.3341345",9,23,17,12,1064.132457860355,991.6334964214878,940.1972370651405,821.0618677618677,1781.7777777777778,1682.25,1502.4285714285713,1120.5,0.0,14.0,0.0,4.0,0.0,0.0,1.0,45.0,2.0,10.0,4.0
290,62,Marshalls,FL,27.96626249,-82.72824974,315075,"27.96626249,-82.72824974",4,16,22,6,1053.992996579382,932.4458324424324,917.8700814554907,753.6759615384615,2286.75,1702.1875,1460.1764705882354,1229.25,0.0,6.0,0.0,3.0,0.0,0.0,1.0,44.0,1.0,2.0,1.0
