,Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction
95,1,T.J. Maxx,FL,25.65297847,-80.41389258,1134979,"25.65297847,-80.41389258",3,9,21,9,1040.4426501035198,1044.136660787304,833.6129387872627,734.3359219748345,2450.6666666666665,2281.1428571428573,1618.857142857143,1274.75,0.0,6.0,0.0,2.0,0.0,0.0,3.0,33.0,1.0,6.0,2.0
96,2,T.J. Maxx,FL,29.6620785,-82.42281801,827305,"29.6620785,-82.42281801",4,20,25,14,1020.0821973538632,1138.1361948494805,947.0686076231144,722.0262908613049,1801.75,1598.95,1181.0,936.5833333333334,10.0,5.0,0.0,1.0,0.0,0.0,1.0,59.0,0.0,4.0,0.0
97,3,T.J. Maxx,FL,30.49295275,-87.22688285,817421,"30.49295275,-87.22688285",0,14,21,23,,1151.7680170286258,868.7935548652497,787.6694346711096,,1719.6666666666667,1138.7857142857142,1056.7,3.0,15.0,0.0,6.0,0.0,0.0,0.0,48.0,2.0,7.0,1.0
98,4,T.J. Maxx,FL,26.58756608,-80.14509673,802937,"26.58756608,-80.14509673",3,5,8,4,1169.8429406268622,1007.5220846856976,1116.655238095238,833.6777777777778,2333.5,1725.75,,1563.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,11.0,2.0,4.0,3.0
99,5,T.J. Maxx,FL,28.55369117,-81.19964538,768982,"28.55369117,-81.19964538",9,23,23,1,1043.160576412945,1182.5755001741968,1022.3143583228934,,2027.888888888889,2305.4210526315787,1856.875,,16.0,10.0,0.0,2.0,0.0,0.0,1.0,45.0,2.0,5.0,4.0
100,6,T.J. Maxx,FL,26.15151895,-80.32182243,697556,"26.15151895,-80.32182243",6,11,4,0,1074.9846078710193,1025.9320085747022,976.8952991452992,,2464.1666666666665,2199.5,1990.0,,0.0,4.0,0.0,1.0,0.0,0.0,1.0,17.0,2.0,2.0,0.0
101,7,T.J. Maxx,FL,28.75430353,-81.34597083,673708,"28.75430353,-81.34597083",9,13,10,1,1064.132457860355,1019.6787875414957,981.9183878678575,,1781.7777777777778,1724.6,1668.3333333333333,,0.0,2.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,5.0,2.0
102,8,T.J. Maxx,FL,27.107679,-82.43585655,659108,"27.107679,-82.43585655",0,3,9,1,,894.4968741119637,737.4749431983946,,,1958.0,1252.0,,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0
103,9,T.J. Maxx,FL,30.50322099,-84.24983703,629904,"30.50322099,-84.24983703",0,16,19,1,,1018.7562817858852,935.2172904229035,1161.6290322580646,,1287.0,1117.3076923076924,1171.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,33.0,1.0,2.0,0.0
104,10,T.J. Maxx,FL,28.01355971,-82.73333397,625093,"28.01355971,-82.73333397",3,13,14,11,903.179595959596,984.5554021676812,896.5154194441706,781.724377642693,1759.3333333333333,1770.3846153846155,1501.8333333333333,1163.4285714285713,0.0,5.0,0.0,3.0,0.0,0.0,1.0,38.0,2.0,1.0,0.0
105,11,T.J. Maxx,FL,25.74593131,-80.33410972,596128,"25.74593131,-80.33410972",8,8,30,18,946.5279520764168,958.6657671301786,756.916287593325,702.6308349641502,2613.2,2305.1428571428573,1552.8823529411766,1372.375,6.0,11.0,0.0,6.0,0.0,0.0,1.0,48.0,2.0,8.0,6.0
106,12,T.J. Maxx,FL,26.31583737,-80.15573678,592478,"26.31583737,-80.15573678",10,35,18,2,1130.8124358217106,1002.634063797332,827.5088630395592,711.7288557213931,2597.1111111111113,2144.866666666667,1669.125,1550.0,0.0,10.0,0.0,5.0,0.0,1.0,4.0,57.0,3.0,5.0,0.0
107,13,T.J. Maxx,FL,25.86853738,-80.29271011,584261,"25.86853738,-80.29271011",2,5,20,95,1129.030199888607,962.0091618906907,881.7016430598167,716.7918500814777,2097.0,1978.0,1641.909090909091,1314.3636363636363,0.0,39.0,0.0,19.0,1.0,0.0,5.0,89.0,7.0,20.0,6.0
108,14,T.J. Maxx,FL,27.84696052,-82.64561699,528605,"27.84696052,-82.64561699",8,21,22,8,972.8810268382924,951.5991784028254,840.770001569756,725.5801161155282,2123.5,1903.3157894736842,1394.3076923076924,1368.4,0.0,7.0,0.0,1.0,0.0,0.0,3.0,49.0,2.0,7.0,1.0
109,15,T.J. Maxx,FL,30.60089884,-87.12569893,505569,"30.60089884,-87.12569893",0,0,2,1,,,920.4098360655737,758.695652173913,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
110,16,T.J. Maxx,FL,30.42708329,-86.64275731,502766,"30.42708329,-86.64275731",1,6,7,14,993.8340611353711,1102.645925831347,961.529094714809,793.9514277928124,1800.0,1667.0,1422.0,1037.8,0.0,5.0,0.0,4.0,0.0,0.0,0.0,26.0,0.0,1.0,1.0
111,17,T.J. Maxx,FL,28.09361164,-81.97052271,501134,"28.09361164,-81.97052271",1,12,11,17,1057.7407407407406,992.8971255444986,895.8680641211627,882.5233829224685,1737.0,1310.5,1271.6666666666667,1168.0,0.0,20.0,0.0,4.0,0.0,0.0,1.0,28.0,3.0,7.0,3.0
112,18,T.J. Maxx,FL,30.18750453,-85.66889004,488801,"30.18750453,-85.66889004",2,5,16,19,1321.3059523809525,1179.4302600539556,1021.3343345389088,778.0402654422016,1400.5,1537.5,1119.2857142857142,950.8333333333334,0.0,18.0,1.0,3.0,0.0,1.0,0.0,32.0,2.0,5.0,3.0
113,19,T.J. Maxx,FL,25.48055461,-80.44006876,487096,"25.48055461,-80.44006876",2,14,37,68,996.8142857142857,1098.5371730702389,910.1147753871318,717.1230371453543,1685.0,1691.0,1096.0,960.6,0.0,65.0,0.0,9.0,0.0,2.0,3.0,64.0,7.0,43.0,7.0
114,20,T.J. Maxx,FL,29.1655025,-82.17087219,486906,"29.1655025,-82.17087219",1,6,11,12,1223.3684210526317,1091.005946658431,884.2010259461634,845.5433364069464,1962.0,1632.0,1367.5,1070.5,0.0,8.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,7.0,1.0
115,21,T.J. Maxx,FL,27.94218865,-82.32392391,483380,"27.94218865,-82.32392391",11,34,31,7,1062.4632283354363,1017.2139071530064,891.1311470726403,853.9655172413793,1978.8181818181818,1803.5185185185185,1371.9285714285713,1244.0,0.0,22.0,0.0,3.0,0.0,0.0,2.0,69.0,1.0,6.0,7.0
116,22,T.J. Maxx,FL,26.20787927,-81.76659535,474058,"26.20787927,-81.76659535",1,11,5,0,1039.872340425532,953.9946953490726,893.2753500057097,,2440.0,2044.7777777777778,1813.0,,0.0,3.0,0.0,2.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0
117,23,T.J. Maxx,FL,26.72314373,-80.09031477,471527,"26.72314373,-80.09031477",14,25,49,23,963.2091577668863,946.8507330183828,913.3788012399301,728.9623642289339,3147.25,2116.125,1682.7058823529412,1266.4,0.0,38.0,0.0,13.0,1.0,0.0,6.0,75.0,11.0,16.0,10.0
118,24,T.J. Maxx,FL,30.31812252,-81.49467181,468333,"30.31812252,-81.49467181",4,26,20,2,1112.5068015626205,995.4819703758704,899.5994011684559,940.0289855072464,1680.25,1560.157894736842,1210.142857142857,2193.0,2.0,11.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,5.0,0.0
119,25,T.J. Maxx,FL,26.54322828,-81.87297893,462091,"26.54322828,-81.87297893",1,16,15,0,1158.6822429906542,952.0378314027678,974.1422252169533,,1830.0,1458.7333333333333,1510.6363636363637,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0
120,26,T.J. Maxx,FL,28.00274354,-81.71699889,452901,"28.00274354,-81.71699889",0,5,7,15,,1017.0334669220598,861.4507763975156,651.6836226778101,,1349.4,1102.3333333333333,1026.5,0.0,13.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,8.0,1.0
121,27,T.J. Maxx,FL,27.83769786,-82.78558611,447977,"27.83769786,-82.78558611",0,3,11,4,,1006.5356499944529,861.2202456897361,692.1948470209339,,2110.6666666666665,1408.1666666666667,1129.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0
122,28,T.J. Maxx,FL,28.34259836,-81.43024952,440521,"28.34259836,-81.43024952",7,21,41,21,1055.8580511339992,1008.7918943355693,997.2110386172208,783.1868279760002,1907.857142857143,1821.235294117647,1594.2727272727273,1171.75,0.0,27.0,0.0,5.0,2.0,1.0,3.0,57.0,7.0,19.0,7.0
123,29,T.J. Maxx,FL,25.94449895,-80.16804489,437395,"25.94449895,-80.16804489",7,35,27,69,1044.1246865480396,928.9184663995471,879.1705526193759,825.0846096385288,2456.2,2020.3333333333333,1476.8,1412.923076923077,0.0,34.0,0.0,10.0,0.0,1.0,2.0,86.0,12.0,36.0,6.0
124,30,T.J. Maxx,FL,28.35488355,-80.69962881,436561,"28.35488355,-80.69962881",0,2,3,8,,1162.3833271991166,1064.1475409836066,823.6869567967964,,1779.5,1558.0,947.8571428571429,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
125,31,T.J. Maxx,FL,28.85592895,-82.38808677,436022,"28.85592895,-82.38808677",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
126,32,T.J. Maxx,FL,27.9343907,-82.5041293,433619,"27.9343907,-82.5041293",18,25,37,26,906.1371939714742,888.79668719594,772.9500552921012,676.6201424553667,2626.294117647059,2191.125,1570.1666666666667,1752.0,2.0,22.0,0.0,10.0,0.0,0.0,2.0,68.0,5.0,21.0,12.0
127,33,T.J. Maxx,FL,28.98319412,-81.2970863,433588,"28.98319412,-81.2970863",0,2,7,10,,1081.640470397405,1096.624579940417,719.307390060104,,1575.5,1898.5,973.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,5.0,0.0
128,34,T.J. Maxx,FL,26.05054556,-80.1584286,432420,"26.05054556,-80.1584286",7,11,45,21,1015.7815259013418,1065.6690628306155,732.1992223393345,742.5316814863008,2156.0,2203.5555555555557,1401.1666666666667,1111.0,0.0,16.0,0.0,6.0,0.0,0.0,1.0,33.0,18.0,27.0,7.0
129,35,T.J. Maxx,FL,28.09657182,-82.50415771,426394,"28.09657182,-82.50415771",1,13,7,1,1114.2485875706216,853.3070846686697,851.6533854652113,705.2325581395348,2058.0,1581.0,1650.5714285714287,963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0
130,36,T.J. Maxx,FL,27.3912488,-82.45129698,425778,"27.3912488,-82.45129698",6,13,2,0,1051.6451585197362,1018.1424719176217,,,2392.6,2022.888888888889,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,3.0,1.0
131,37,T.J. Maxx,FL,26.4087816,-81.80781382,424396,"26.4087816,-81.80781382",3,7,4,0,1056.1513574660632,1098.8295671122628,1385.0,,1875.3333333333333,2160.0,2618.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,2.0
132,38,T.J. Maxx,FL,28.24525552,-82.3519224,422295,"28.24525552,-82.3519224",0,8,0,0,,962.0310633213858,,,,1540.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0
133,39,T.J. Maxx,FL,27.17634489,-80.23343587,420282,"27.17634489,-80.23343587",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
134,40,T.J. Maxx,FL,26.67048683,-80.20063747,420064,"26.67048683,-80.20063747",7,10,3,0,1187.6703560000437,1055.6960002478615,836.3745851114272,,2397.4285714285716,2377.6,1700.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,1.0,0.0
135,41,T.J. Maxx,FL,26.00591221,-80.29370672,417530,"26.00591221,-80.29370672",16,21,17,0,1151.1626092477188,942.0480523481037,824.2867408090765,,2701.125,2327.909090909091,1755.625,,0.0,11.0,0.0,9.0,0.0,0.0,4.0,43.0,2.0,6.0,3.0
136,42,T.J. Maxx,FL,30.17392564,-81.62531711,414246,"30.17392564,-81.62531711",2,17,6,0,1099.3157894736842,1000.3426892134253,723.1359221918433,,1471.5,1397.076923076923,1021.6666666666666,,0.0,6.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,2.0
137,43,T.J. Maxx,FL,27.26705026,-80.42612145,412044,"27.26705026,-80.42612145",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
138,44,T.J. Maxx,FL,27.30044557,-82.51561173,407702,"27.30044557,-82.51561173",5,10,15,10,1072.1722538534436,1028.7634835422411,862.6107977038321,743.9631001256807,3095.4,2217.6666666666665,1526.0,1260.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,27.0,4.0,8.0,1.0
139,45,T.J. Maxx,FL,28.65402248,-81.23824259,407213,"28.65402248,-81.23824259",4,14,10,0,1255.8656221817669,1083.7262236853464,1075.0047822258348,,2391.5,1941.7272727272727,1671.3333333333333,,3.0,5.0,0.0,1.0,0.0,1.0,1.0,21.0,2.0,4.0,1.0
140,46,T.J. Maxx,FL,26.09446672,-80.24687382,404350,"26.09446672,-80.24687382",10,26,21,1,1019.6319582231303,986.2207330684244,867.5549303256804,,2491.7,2163.4761904761904,1796.3333333333333,,0.0,5.0,0.0,4.0,0.0,0.0,3.0,46.0,3.0,5.0,5.0
141,47,T.J. Maxx,FL,28.3437306,-81.61100861,403661,"28.3437306,-81.61100861",4,10,13,5,1003.9260555169038,938.7685635728957,654.330852383484,,1833.0,1610.5,1006.0,,1.0,2.0,0.0,1.0,3.0,0.0,0.0,12.0,3.0,11.0,6.0
142,48,T.J. Maxx,FL,24.56895824,-81.76467933,398704,"24.56895824,-81.76467933",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
143,49,T.J. Maxx,FL,29.21491333,-81.09462894,394250,"29.21491333,-81.09462894",2,8,20,20,988.9968434343434,1072.842417535816,969.3033486259476,784.2745155411822,1614.5,1762.125,1392.3333333333333,1056.8,3.0,16.0,0.0,4.0,0.0,1.0,0.0,34.0,1.0,10.0,5.0
144,50,T.J. Maxx,FL,28.14520774,-82.74282158,393258,"28.14520774,-82.74282158",0,3,6,7,,930.3793541628592,897.3784728353141,731.7127777777778,,1752.3333333333333,1343.0,942.0,0.0,8.0,0.0,4.0,0.0,0.0,1.0,13.0,0.0,3.0,0.0
145,51,T.J. Maxx,FL,26.36939616,-80.18476253,388285,"26.36939616,-80.18476253",8,18,0,0,1307.9012488910842,948.1697479777773,,,2884.5714285714284,2418.5,,,0.0,3.0,0.0,2.0,0.0,2.0,1.0,23.0,2.0,1.0,0.0
146,52,T.J. Maxx,FL,30.62725796,-81.54318296,384661,"30.62725796,-81.54318296",2,2,0,0,1079.0375,1065.0660714285714,,,1591.0,1785.0,,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
147,53,T.J. Maxx,FL,27.03686694,-82.21180891,372532,"27.03686694,-82.21180891",0,2,2,2,,932.9173850574713,753.0,,,1779.0,,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
148,54,T.J. Maxx,FL,27.53392359,-82.5001003,361127,"27.53392359,-82.5001003",1,6,5,5,1383.5714285714287,980.295420447671,960.5652173913044,706.952380952381,2381.0,1748.25,2525.0,1286.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,10.0,2.0,3.0,2.0
149,55,T.J. Maxx,FL,25.93157044,-80.13307806,358812,"25.93157044,-80.13307806",5,27,18,29,1022.6982558458684,928.3130317762913,897.0606930597413,868.9136376114282,2526.0,2139.8888888888887,1518.0,1516.6875,0.0,10.0,0.0,1.0,0.0,1.0,1.0,40.0,8.0,29.0,4.0
150,56,T.J. Maxx,FL,25.84220634,-80.36722567,358548,"25.84220634,-80.36722567",13,16,4,14,1046.6776070040053,1010.0677798596306,760.843648028317,768.8988277385539,2677.8333333333335,2343.0,1659.0,1365.142857142857,0.0,6.0,0.0,5.0,1.0,1.0,2.0,38.0,1.0,5.0,3.0
151,57,T.J. Maxx,FL,25.77152352,-80.3586794,357749,"25.77152352,-80.3586794",14,15,22,17,1031.4884329393751,1001.28684396448,779.4063919936201,700.1136131043318,2705.3333333333335,2492.3333333333335,1645.4,1432.3333333333333,6.0,13.0,1.0,7.0,0.0,1.0,1.0,54.0,2.0,8.0,4.0
152,58,T.J. Maxx,FL,28.23810502,-80.72728213,350150,"28.23810502,-80.72728213",3,3,5,0,1104.454152632876,1073.0729064039408,1009.7957577264065,,2027.6666666666667,1846.0,1673.0,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0
153,59,T.J. Maxx,FL,28.46601142,-81.45315319,345585,"28.46601142,-81.45315319",18,49,18,13,996.0430059082435,922.8589372789465,894.5312066873197,841.7020485612969,1908.6470588235295,1561.2068965517242,1418.3333333333333,1242.8,0.0,19.0,0.0,4.0,0.0,0.0,6.0,73.0,3.0,16.0,6.0
154,60,T.J. Maxx,FL,26.24607539,-80.25473906,344990,"26.24607539,-80.25473906",8,26,13,0,1232.767852435462,988.4257371888966,973.2115578563343,,2228.0,2029.0869565217392,1714.6666666666667,,0.0,2.0,0.0,2.0,0.0,0.0,3.0,41.0,1.0,3.0,2.0
155,61,T.J. Maxx,FL,26.62472624,-81.94223871,342542,"26.62472624,-81.94223871",0,1,10,0,,994.9953917050691,774.3717128642502,,,1453.0,1144.0,,0.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0
156,62,T.J. Maxx,FL,27.78777098,-82.72691369,339013,"27.78777098,-82.72691369",0,6,13,12,,725.3096113314783,913.5602121359975,772.2276555914679,,1663.25,1454.1666666666667,1199.0,0.0,8.0,0.0,6.0,1.0,0.0,0.0,27.0,1.0,3.0,0.0
157,63,T.J. Maxx,FL,25.64533932,-80.33584156,337427,"25.64533932,-80.33584156",5,8,11,24,797.4852939515729,1021.7647058823529,826.3137420917978,864.0327444719886,1955.0,,1480.25,1558.5,0.0,14.0,0.0,4.0,0.0,1.0,2.0,25.0,4.0,17.0,2.0
158,64,T.J. Maxx,FL,30.19218922,-81.74298135,335570,"30.19218922,-81.74298135",0,17,21,1,,1003.0543347004314,925.1855533191991,916.7441860465116,,1429.5714285714287,1239.2857142857142,,0.0,9.0,0.0,1.0,0.0,0.0,2.0,35.0,0.0,3.0,1.0
159,65,T.J. Maxx,FL,27.99824863,-82.56452435,335513,"27.99824863,-82.56452435",10,15,16,0,1005.2691322064995,947.2670747629694,849.1334674310012,,2075.8571428571427,1711.3076923076924,1523.0625,,1.0,2.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,1.0,1.0
160,66,T.J. Maxx,FL,28.53867377,-81.73534444,335203,"28.53867377,-81.73534444",3,11,8,0,1113.1761347348304,928.9509990705873,904.3098591549295,,1855.3333333333333,1672.2857142857142,1132.0,,0.0,3.0,0.0,1.0,0.0,1.0,0.0,13.0,3.0,5.0,1.0
161,67,T.J. Maxx,FL,26.93601626,-80.09159423,333353,"26.93601626,-80.09159423",6,4,2,0,1005.4993501613932,964.2553398356029,959.0362116991644,,2405.2,2203.0,1630.0,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
162,68,T.J. Maxx,FL,27.93010714,-82.7891115,333314,"27.93010714,-82.7891115",2,9,32,23,898.104761904762,925.4879327613604,892.7342464422121,687.9920001848269,1764.0,1785.7777777777778,1390.6666666666667,1307.75,0.0,24.0,0.0,10.0,1.0,0.0,5.0,53.0,0.0,11.0,2.0
163,69,T.J. Maxx,FL,26.53119923,-80.08904205,330921,"26.53119923,-80.08904205",10,20,16,5,1104.0435697415028,1056.0775674179583,1016.6827619949495,674.6527777777778,2395.6,2097.0625,1974.6666666666667,1582.5,0.0,3.0,0.0,1.0,0.0,1.0,4.0,36.0,4.0,10.0,1.0
164,70,T.J. Maxx,FL,29.47775566,-81.2153126,330474,"29.47775566,-81.2153126",1,3,2,5,1361.910447761194,941.1808562437946,1050.4375,,1637.0,1555.0,1205.0,,0.0,7.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0
165,71,T.J. Maxx,FL,26.00974618,-80.35720031,320118,"26.00974618,-80.35720031",6,3,2,0,1112.6950723415491,1132.1141304347825,948.75,,2760.1666666666665,2537.0,2027.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0
166,72,T.J. Maxx,FL,27.6385425,-80.38230785,318362,"27.6385425,-80.38230785",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
167,73,T.J. Maxx,FL,28.81919966,-81.67658074,317349,"28.81919966,-81.67658074",0,2,12,11,,1104.2642857142857,875.1688842565562,727.5171662498991,,1296.0,1110.0,858.75,0.0,14.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,5.0,1.0
168,74,T.J. Maxx,FL,26.8431894,-80.07067753,309767,"26.8431894,-80.07067753",8,10,2,0,1325.5127326839827,1062.068962029144,1011.6666666666666,,3057.6,2407.3333333333335,1423.0,,0.0,4.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,4.0,0.0
169,75,T.J. Maxx,FL,28.93295269,-81.93829386,308812,"28.93295269,-81.93829386",0,4,1,1,,1089.8241449192437,,807.1969696969697,,1385.3333333333333,,655.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
170,76,T.J. Maxx,FL,26.44302204,-80.07223489,302075,"26.44302204,-80.07223489",10,20,8,3,1131.9395725312559,1044.1933014028511,839.4400033159961,834.0,3062.5555555555557,2629.7,,1361.0,0.0,16.0,0.0,3.0,0.0,0.0,1.0,26.0,5.0,9.0,2.0
171,77,T.J. Maxx,FL,28.6278281,-81.31945704,299426,"28.6278281,-81.31945704",6,22,49,11,988.3713363948899,946.0848941068242,845.4638768012161,824.467300750301,2246.1666666666665,1674.05,1412.4,1307.857142857143,0.0,15.0,0.0,5.0,0.0,1.0,2.0,78.0,1.0,8.0,2.0
172,78,T.J. Maxx,FL,28.23348648,-82.73085927,296551,"28.23348648,-82.73085927",0,5,8,16,,1006.3770926216641,817.2746354724989,853.0432908277736,,1349.0,1048.1666666666667,1075.5,0.0,15.0,0.0,9.0,0.0,0.0,0.0,20.0,3.0,7.0,0.0
173,79,T.J. Maxx,FL,28.51589552,-81.37907899,280372,"28.51589552,-81.37907899",16,24,72,35,933.2410048051449,922.1655490520822,838.8471604674152,702.266446688861,2241.875,1705.090909090909,1431.2272727272727,1270.6153846153845,0.0,45.0,0.0,12.0,1.0,0.0,4.0,102.0,10.0,30.0,5.0
174,80,T.J. Maxx,FL,28.34613124,-81.482625,276207,"28.34613124,-81.482625",10,18,24,13,999.6961220944744,1024.674445774816,923.7339183219729,,1868.4,1941.909090909091,1643.3333333333333,,0.0,14.0,0.0,4.0,1.0,1.0,3.0,31.0,8.0,18.0,8.0
175,81,T.J. Maxx,FL,28.26414526,-82.18649301,271995,"28.26414526,-82.18649301",0,2,11,0,,933.6730769230769,929.840731339394,,,1556.0,1010.0,,0.0,7.0,0.0,4.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0
176,82,T.J. Maxx,FL,28.65683065,-81.42086953,264589,"28.65683065,-81.42086953",12,30,21,1,1111.3313910337263,937.7383899584975,875.7967169079609,501.0,1786.6666666666667,1617.3076923076924,1369.4,780.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,8.0,1.0
177,83,T.J. Maxx,FL,28.39139541,-81.24781724,264054,"28.39139541,-81.24781724",7,14,2,0,997.4766054854621,1090.170262591647,,,1971.2857142857142,2079.714285714286,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,3.0
178,84,T.J. Maxx,FL,26.60843087,-81.81345361,239397,"26.60843087,-81.81345361",3,17,20,17,1008.881754834401,1002.5273724997872,892.1144708027514,786.8819913419912,1861.6666666666667,1819.0,1366.6666666666667,1060.25,0.0,22.0,0.0,4.0,0.0,1.0,2.0,42.0,2.0,11.0,2.0
179,85,T.J. Maxx,FL,30.26072448,-81.6244509,182806,"30.26072448,-81.6244509",5,39,23,7,996.2945621032743,855.3000293523907,809.9129795345137,826.3815612364701,1438.4,1286.2173913043478,1032.0588235294117,981.3333333333334,0.0,16.0,0.0,7.0,0.0,0.0,0.0,62.0,2.0,8.0,2.0
180,86,T.J. Maxx,FL,26.09717542,-80.12949882,179403,"26.09717542,-80.12949882",27,14,70,38,997.6737368206581,983.0561541371304,736.2191761381763,782.9250846517053,2865.8571428571427,2368.75,1442.6666666666667,1160.0,0.0,31.0,0.0,10.0,0.0,0.0,0.0,68.0,24.0,49.0,11.0
181,87,T.J. Maxx,FL,27.43332377,-82.57887006,134530,"27.43332377,-82.57887006",0,14,17,11,,974.1145830723417,792.9857731054847,752.266642195704,,1758.8333333333333,1342.909090909091,1137.8,0.0,11.0,0.0,2.0,1.0,0.0,3.0,35.0,1.0,5.0,1.0
182,88,T.J. Maxx,FL,25.88796775,-80.16249003,112783,"25.88796775,-80.16249003",10,7,38,65,884.8200927605918,989.1820869762046,771.4636066182372,846.5430835146395,2389.75,1948.5,1555.6,1457.5277777777778,0.0,25.0,0.0,5.0,1.0,0.0,3.0,74.0,12.0,27.0,8.0
183,1,T.J. Maxx,AL,34.82570805,-87.62562727,757204,"34.82570805,-87.62562727",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
184,2,T.J. Maxx,AL,31.2460136,-85.424775,710596,"31.2460136,-85.424775",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
185,3,T.J. Maxx,AL,33.39335053,-86.80787109,676723,"33.39335053,-86.80787109",0,39,11,0,,1034.5463882972956,1088.5890902552262,,,1159.2285714285715,1069.1,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,2.0,0.0
186,4,T.J. Maxx,AL,32.61772288,-85.40596121,672003,"32.61772288,-85.40596121",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
187,5,T.J. Maxx,AL,34.01266801,-85.98970988,595703,"34.01266801,-85.98970988",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
188,6,T.J. Maxx,AL,33.18497378,-87.52800996,585935,"33.18497378,-87.52800996",2,21,38,20,1659.6379272007648,1028.7522633487672,995.3682566819928,756.0428267944177,1941.0,1476.6315789473683,882.56,651.7857142857143,23.0,15.0,0.0,4.0,1.0,0.0,0.0,77.0,0.0,1.0,3.0
189,7,T.J. Maxx,AL,34.27934442,-86.20673902,550241,"34.27934442,-86.20673902",0,0,2,5,,,1038.2055555555555,873.6102292768959,,,480.0,563.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
190,8,T.J. Maxx,AL,32.45711144,-86.3968484,548695,"32.45711144,-86.3968484",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
