42,"HomeGoods / 9625 Crosshill Blvd, Jacksonville, FL, United States",737,249352,30.19935294,-81.82823341
43,"HomeGoods / 6719 Eagle Watch Drive Lee Vista Promemade, Orlando, FL, United States",720,242747,28.46543125,-81.30425886
44,"HomeGoods / 463919 State Rd 200, Yulee, FL, United States",824,240966,30.62694002,-81.54215145
45,"HomeGoods / 7600 Dr Phillips Blvd Ste 164, Orlando, FL, United States",379,225273,28.45118691,-81.49093846
46,"HomeGoods / Hunt Trace Boulevard, Florida, United States",779,224992,28.54890771,-81.72528837
47,"HomeGoods / 4664  Millenia Plaza Way, Orlando, FL, United States",664,216774,28.49443206,-81.43089219
48,"HomeGoods / 4294 71st Street West, Bradenton, Florida, United States",833,207024,27.46369814,-82.63350917
49,"HomeGoods / 18061 Highwoods Preserve Pkwy, Tampa, FL, United States",576,205392,28.13186982,-82.36669457
50,"HomeGoods / 27251 Bay Landing Drive, Florida, United States",743,202822,26.34287079,-81.80516736
51,"HomeGoods / 2421 N Federal Hwy, Pompano Beach, FL, United States",249,164402,26.26183053,-80.10120799
52,"HomeGoods / 13619 South Dixie Highway, Miami, FL, United States",482,111883,25.64231842,-80.33253931
