PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL
54_106,54,Little Rock,17,Jacksonville,Pulaski,Park Place of Jacksonville,William Manor,700 Poplar Street,Jacksonville,AR,72076,34.869742,-92.11691,5015419945,68,48520,1.44,C+,C,Completed,,,,1/1/76 0:00,FALSE,,N,N,N,N,,,,47.1,645,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=106
54_1189257,54,Little Rock,10,John Barrow,Pulaski,"Ridge at Little Rock Phase II, The",,1623 Caulden Avenue,Little Rock,AR,72204,34.737728,-92.356733,,50,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=1189257
54_1307778,54,Little Rock,9,Rock Creek,Pulaski,McKenzie Park Phase II,,14201 Kanis Road,Little Rock,AR,72223,34.744497,-92.430531,5012270050,50,0,,,B-,Under Construction,4/1/21 0:00,7/7/21 0:00,11/29/21 0:00,2/28/22 0:00,FALSE,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=1307778
54_1314693,54,Little Rock,10,John Barrow,Pulaski,Ascent at Aldersgate,,1310 Aldersgate Road,Little Rock,AR,72205,34.74083,-92.390435,5012173855,50,55025,1.59,A-,B-,Completed,,,,1/1/19 0:00,FALSE,,N,N,N,N,,,,86,1334,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=1314693
54_1315317,54,Little Rock,1,Little Rock - Downtown,Pulaski,1111 West Capitol Avenue,,1111 West Capitol Avenue,Little Rock,AR,72201,34.74548,-92.283553,,50,0,,,C,Prospective,,,,,,,,,,,,TRUE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=1315317
54_1318117,54,Little Rock,15,North Little Rock,Pulaski,"Esplanade District Phase II, The",,5 Esplanade Circle,North Little Rock,AR,72114,34.759611,-92.284196,,50,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=1318117
54_146,54,Little Rock,21,Saline,Saline,Country Oaks,,1309 Country Oaks Drive,Benton,AR,72015,34.5501859,-92.546367,5013154900,66,60720,9.6,B-,C+,Completed,,,,1/1/93 0:00,FALSE,,N,N,N,N,,,,100,726,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=146
54_150,54,Little Rock,15,North Little Rock,Pulaski,Christopher Homes of North Little Rock,,656 Donovan Briley Drive,North Little Rock,AR,72118,34.8134144,-92.2748956,5017588582,56,27496,9.3,C+,C+,Completed,,,,1/1/00 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=150
54_154,54,Little Rock,26,Conway,Faulkner,East Oakwood,,1651 East Hairston Avenue,Conway,AR,72034,35.098759,-92.445684,5013274085,50,27740,1.01,C+,C,Completed,,,,1/1/99 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=154
54_163,54,Little Rock,11,Midtown,Pulaski,Summerhill,,419 Bob White Drive,Little Rock,AR,72205,34.7496324,-92.3473797,5016634300,53,58788,3.45,B-,B,Completed,,,,1/1/88 0:00,FALSE,,N,N,N,N,,,,94.3,797,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=163
54_171,54,Little Rock,6,Oak Forest,Pulaski,Pinnacle Rock,,1100 Fair Park Blvd,Little Rock,AR,72204,34.741849,-92.334997,5015390563,52,40800,0.77,C+,C,Completed,,11/1/15 0:00,1/1/16 0:00,10/19/16 0:00,FALSE,,N,N,N,N,,FALSE,,100,830,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=171
54_181,54,Little Rock,15,North Little Rock,Pulaski,Sarah Daisy Garden Courts,,2600 West Pershing Blvd,North Little Rock,AR,72114,34.7825,-92.2947049,5017585961,60,30296,5.38,C+,C,Completed,,,,1/1/86 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=181
54_202,54,Little Rock,17,Jacksonville,Pulaski,Windgate Square,"Remington Place, Poplar Square",700 Poplar Street,Jacksonville,AR,72076,34.869855,-92.116747,5016125520,53,39700,1.26,C,C,Completed,,,,1/1/69 0:00,FALSE,,N,N,N,N,,,,35.8,667,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=202
54_216,54,Little Rock,24,River Mountain,Pulaski,"Bentley, The",,2001 Green Mountain Drive,Little Rock,AR,72212,34.771225,-92.402927,5012274111,64,36224,2.69,B-,B-,Completed,,,,1/1/84 0:00,FALSE,,N,N,N,N,,,,90.6,600,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=216
54_221,54,Little Rock,26,Conway,Faulkner,Plaza Pointe,,2400 Market Plaza,Conway,AR,72032,35.110372,-92.449224,5013278400,64,53056,2.88,B-,C+,Completed,,,,1/1/11 0:00,FALSE,,N,N,N,N,,,,100,746,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=221
54_227,54,Little Rock,1,Little Rock - Downtown,Pulaski,Cumberland Manor,,2721 Scott Street,Little Rock,AR,72206,34.7222511,-92.2731047,5013724911,60,59580,4.5,B,C,Completed,,,,1/1/09 0:00,FALSE,,N,P,N,N,,,,,862,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=227
54_228,54,Little Rock,1,Little Rock - Downtown,Pulaski,Metropolitan Village,,2801 South Scott Street,Little Rock,AR,72206,34.7212576,-92.2724497,5013724911,60,59580,5.75,B,C,Completed,,,,1/1/09 0:00,FALSE,,N,P,N,N,,,,,847,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=228
54_233,54,Little Rock,15,North Little Rock,Pulaski,Argenta Square,,617 North Maple Street,North Little Rock,AR,72114,34.7595848,-92.2693742,5013709000,57,49209,1.45,C,C,Completed,,,,1/1/02 0:00,FALSE,,N,N,N,N,,,,96.5,752,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=233
54_241,54,Little Rock,1,Little Rock - Downtown,Pulaski,Con Ivie Gardens,,2500 South Gaines Street,Little Rock,AR,72206,34.723979,-92.281816,5013726655,66,36300,1.5,C+,C+,Completed,,,,1/1/81 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=241
54_242,54,Little Rock,15,North Little Rock,Pulaski,Woodland Terrace,,1701 Skyline Drive,North Little Rock,AR,72116,34.7805784,-92.2410219,5017535802,60,52000,2.94,C+,B,Completed,,,,1/1/76 0:00,FALSE,,N,N,N,N,,,,100,824,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=242
54_248,54,Little Rock,13,Maumelle,Pulaski,Bay Pointe,,400 Valencia Drive,Maumelle,AR,72113,34.860394,-92.403474,5018511900,64,60848,4.05,B-,B,Completed,,,,1/1/86 0:00,FALSE,,N,P,N,N,,,,98.4,673,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=248
54_253,54,Little Rock,26,Conway,Faulkner,Westwood Gardens,,2950 Becky Road,Conway,AR,72034,35.071966,-92.472773,5013360050,53,44647,3.83,B-,B-,Completed,,,,1/1/00 0:00,FALSE,,N,N,N,N,,,,96.2,692,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=253
54_260,54,Little Rock,16,Gibson-Sherwood,Pulaski,Lynnwood,,8860 Thomas Street,Sherwood,AR,72120,34.835513,-92.225413,5019443674,60,31620,2.33,C,B-,Completed,,,,1/1/92 0:00,FALSE,,N,N,N,N,,,,100,474,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=260
54_266,54,Little Rock,8,Alexander-Mabelvale,Pulaski,Royal Oak,,8621 Baseline Road,Little Rock,AR,72209,34.669552,-92.374453,5015627688,71,46100,3.32,C,C+,Completed,,,,1/1/71 0:00,FALSE,,N,N,N,N,,,,100,599,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=266
54_27,54,Little Rock,15,North Little Rock,Pulaski,Oak View,Campus Towers,1101 Bishop Lindsey Avenue,North Little Rock,AR,72114,34.7597635,-92.2557814,9014357700,71,37293,2.33,C-,C-,Completed,,,,1/1/66 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=27
54_272,54,Little Rock,11,Midtown,Pulaski,Clearbrook Village,,619 Brookside Drive,Little Rock,AR,72205,34.758721,-92.372717,5012241515,53,32967,1.46,C+,B,Completed,,,,1/1/73 0:00,FALSE,,N,N,N,N,,,,92.5,571,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=272
54_276,54,Little Rock,13,Maumelle,Pulaski,Villas at Audubon,,104 Venezia Lane,Little Rock,AR,72212,34.8535546,-92.4079547,5012219999,61,85400,7.63,B,B,Completed,,,,1/1/08 0:00,FALSE,,N,N,N,N,P,,TRUE,96.7,1248,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=276
54_282,54,Little Rock,16,Gibson-Sherwood,Pulaski,Apple Valley Townhomes,,211 Apple Valley Drive,Sherwood,AR,72120,34.827667,-92.229981,5018475377,66,72600,5.25,B-,C+,Completed,,,,1/1/96 0:00,FALSE,,N,N,N,N,,,,100,885,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=282
54_290,54,Little Rock,4,Cloverdale,Pulaski,Oak Ridge,,6201 Mabelvale Cutoff,Little Rock,AR,72209,34.653992,-92.347444,5015624862,64,45870,6,B-,C+,Completed,,,,1/1/84 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=290
54_291,54,Little Rock,6,Oak Forest,Pulaski,Parkwood,,3510 South Bryant Street,Little Rock,AR,72204,34.72027,-92.351677,5012464125,52,38606,1.45,C,C+,Completed,,,,1/1/73 0:00,FALSE,,N,N,N,N,,,,78.8,621,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=291
54_293,54,Little Rock,6,Oak Forest,Pulaski,Elm Street Community,,1600 South Elm Street,Little Rock,AR,72204,34.7369036,-92.3192057,5016636723,51,17850,2.78,C,C-,Completed,,,,1/1/50 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=293
54_296,54,Little Rock,11,Midtown,Pulaski,Markham Oaks,,8118 West Markham Street,Little Rock,AR,72205,34.753923,-92.364694,5012252376,52,45220,3.48,B-,B-,Completed,,,,1/1/56 0:00,FALSE,,N,N,N,N,,,,94.2,963,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=296
54_297,54,Little Rock,15,North Little Rock,Pulaski,Hillview Village,,2540 West Pershing Blvd,North Little Rock,AR,72114,34.782615,-92.292626,5017580011,56,48832,5.42,B,C,Completed,,,,1/1/05 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=297
54_300,54,Little Rock,27,Greenbrier,Faulkner,Greenbrier Gardens,,54 Mountain Drive,Greenbrier,AR,72058,35.2385949,-92.397867,5016790681,70,66950,7,B,C+,Completed,,,,1/1/04 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=300
54_305,54,Little Rock,17,Jacksonville,Pulaski,Swiss Village,,1001 Quince Hill Road,Jacksonville,AR,72076,34.899501,-92.097755,5017654107,53,19950,3.69,C,C+,Completed,,,,1/1/75 0:00,FALSE,,N,N,N,N,,,,98.1,443,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=305
54_306,54,Little Rock,26,Conway,Faulkner,Village of Seven Mornings,,1400 Harkrider Street,Conway,AR,72032,35.0981317,-92.4380319,5013270156,52,37392,3.21,C+,C,Completed,,,,1/1/99 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=306
54_312,54,Little Rock,3,Upper Baseline,Pulaski,Berwyn Square,,6320 Butler Road,Little Rock,AR,72209,34.691659,-92.332392,5015170505,64,36012,2.26,C+,C,Completed,,,,1/1/76 0:00,FALSE,,N,N,N,N,,,,21.9,593,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=312
54_315,54,Little Rock,26,Conway,Faulkner,Rock Creek,,375 Monroe Street,Conway,AR,72032,35.08920803,-92.43044888,5012051331,56,58000,3.44,B,C,Completed,,,,1/1/10 0:00,FALSE,,N,P,N,N,,,,,852,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=315
54_316,54,Little Rock,15,North Little Rock,Pulaski,Placid Hills Senior Living,,1001 Donovan Briley Blvd,North Little Rock,AR,72118,34.8151011,-92.2709129,5017530300,56,42000,5.27,C+,B-,Completed,,,,1/1/13 0:00,FALSE,,N,P,N,A,,,,,641,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=316
54_317,54,Little Rock,7,Pulaski Heights,Pulaski,Barton Oaks,,107 Barton Street,Little Rock,AR,72205,34.7500842,-92.297389,5013755216,54,43840,1.33,C,B-,Completed,,,,1/1/71 0:00,FALSE,,N,N,N,N,,,,100,636,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=317
54_318,54,Little Rock,20,Pulaski,Pulaski,Stonewood,,3600 Springer Blvd,Little Rock,AR,72206,34.7130996,-92.2554258,5013722229,52,51272,9.81,B,C+,Completed,,,,1/1/03 0:00,FALSE,,N,P,N,N,,,,,701,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=318
54_370234,54,Little Rock,26,Conway,Faulkner,1600 South Donaghey Avenue,,1600 South Donaghey Avenue,Conway,AR,72034,35.055014,-92.454655,,50,0,4.18,,B-,Prospective,,,,,TRUE,"Includes 20,000 Square Feet of Retail",,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=370234
54_382376,54,Little Rock,17,Jacksonville,Pulaski,Meadowbrook at Jacksonville,Meadow at Jacksonville,3301 South 1st Street,Jacksonville,AR,72076,34.855575,-92.114464,,64,65568,3.99,,C,Under Construction,11/14/18 0:00,2/8/20 0:00,,12/31/21 0:00,,,N,A,N,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=382376
54_382377,54,Little Rock,18,Cabot,Lonoke,Meadowbrook at Cabot,,South 10th Street & St. John Street,Cabot,AR,72023,34.969998,-92.025502,,64,0,,,C+,Prospective,,,,,,,,A,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=382377
54_47,54,Little Rock,17,Jacksonville,Pulaski,Timberwood,,207 South Hospital Drive,Jacksonville,AR,72076,34.8661026,-92.121974,5019859614,56,46872,3.14,B-,C+,Completed,,,,1/1/01 0:00,FALSE,,N,P,N,N,,,,,717,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=47
54_940,54,Little Rock,22,Bryant,Saline,St. Regis at Hurricane Lake,,4013 Springhill Road,Bryant,AR,72019,34.6327951,-92.5171796,5018476888,60,51477,7.58,B,B-,Completed,,,,1/1/08 0:00,FALSE,,N,N,N,N,,,,100,889,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=940
54_943,54,Little Rock,5,Westwood,Pulaski,"Magnum Opus, The",,West 36th Street & Dover Drive,Little Rock,AR,72205,34.721116,-92.388812,,51,0,,,C+,Prospective,,,,,,,N,A,N,A,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=943
54_963,54,Little Rock,26,Conway,Faulkner,"Cottages at Conway, The",,1915 Rich Smith Lane,Conway,AR,72032,35.099064,-92.400326,5013585215,51,51051,1.87,B,C+,Completed,,,,1/1/15 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=963
71_100,71,Nashville,6,North Nashville/Bordeaux,Davidson,Court Villa,,2612 West Heiman Street,Nashville,TN,37208,36.170105,-86.817401,6153210185,66,48960,3.24,C+,C,Completed,,,,1/1/72 0:00,FALSE,,N,N,N,N,,,,95.5,897,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=100
71_106,71,Nashville,17,Goodlettsville - north,Davidson,Crestbrook Meadows Townhomes,,221 Aurora Avenue,Madison,TN,37115,36.28374,-86.703252,6158650001,54,64800,6.91,C+,C,Completed,,,,1/1/84 0:00,FALSE,,N,N,N,N,,,,94.4,1050,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=106
71_108,71,Nashville,25,Gallatin,Sumner,Crestwood Towers,,212 North Boyers Avenue,Gallatin,TN,37066,36.390751,-86.445152,6154519008,50,25488,1.36,C,C+,Completed,,,,1/1/87 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=108
71_1092409,71,Nashville,1,Downtown - north,Davidson,810 Jefferson Street,,810 Jefferson Street,Nashville,TN,37208,36.173384,-86.792241,,54,0,,,B-,Planned,1/22/20 0:00,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1092409
71_1097017,71,Nashville,4,Downtown - south,Davidson,Elm Hill,,825 Elm Hill Pike,Nashville,TN,37210,36.144546,-86.74632,6158339449,71,35429,1.37,C+,C,Under Construction,,2/27/20 0:00,,12/31/21 0:00,,,,A,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1097017
71_1153473,71,Nashville,1,Downtown - north,Davidson,Seventh Avenue Development,,213 7th Avenue North,Nashville,TN,37219,36.162994,-86.783606,,58,0,,,B,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1153473
71_1171230,71,Nashville,16,West Nashville,Davidson,"Arcade at the Annex, The",,677 Vernon Avenue,Nashville,TN,37209,36.161882,-86.86921,,60,0,,,C+,Under Construction,,2/1/21 0:00,,12/31/21 0:00,FALSE,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1171230
71_1188888,71,Nashville,27,Franklin,Williamson,Meadow Drive,,780 Oak Meadow Drive,Franklin,TN,37064,35.909326,-86.83682,,68,0,,,B+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1188888
71_119,71,Nashville,6,North Nashville/Bordeaux,Davidson,Disciples Village Nashville,,2112 Buena Vista Pike,Nashville,TN,37218,36.194848,-86.82994,6157261740,51,29580,2.21,C+,C+,Completed,,,,1/1/03 0:00,FALSE,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=119
71_1228114,71,Nashville,20,Antioch - east,Davidson,Davenport Downs,,5290 Lake Maxwell Drive,Nashville,TN,37013,36.03851,-86.57596,6157683369,58,0,32.61,,B-,Under Construction,,2/27/19 0:00,10/31/19 0:00,1/31/22 0:00,FALSE,,N,N,N,N,,,TRUE,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1228114
71_1237429,71,Nashville,22,Southeast/Brentwood,Davidson,"Lofts at Rose Monte, The",,2325 Zermatt Avenue,Nashville,TN,37211,36.0406881,-86.72144032,6158026831,52,73311,6.31,B+,B-,Completed,,,,11/17/17 0:00,FALSE,,N,N,N,N,,,,100,1777,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1237429
71_124,71,Nashville,19,Nashville Shores/Hermitage,Davidson,East Lake,,256 Stewarts Ferry Pike,Nashville,TN,37214,36.162067,-86.647259,6158835950,61,40450,5.98,C,B-,Completed,,,,1/1/61 0:00,FALSE,,N,N,N,N,,,,100,865,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=124
71_1294347,71,Nashville,26,Mount Juliet,Wilson,Hickory Station,,127 Hickory Station Lane,Mount Juliet,TN,37122,36.2001809,-86.5231898,6154336183,66,0,7.84,B+,B,Completed,,,,1/1/17 0:00,FALSE,,N,N,N,N,,,TRUE,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1294347
71_1297541,71,Nashville,16,West Nashville,Davidson,647 Residences,,647 Vernon Avenue,Nashville,TN,37209,36.159982,-86.869525,6152855740,50,85910,4.14,A-,C+,Completed,,1/1/21 0:00,4/1/21 0:00,9/30/21 0:00,FALSE,,N,N,N,N,,,TRUE,,2643,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1297541
71_1297945,71,Nashville,5,Midtown/Music Row,Davidson,MDHA,,16th Avenue North & Jo Johnston Avenue,Nashville,TN,37203,36.16249,-86.797887,,60,0,,,C,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1297945
71_1298086,71,Nashville,4,Downtown - south,Davidson,Humphreys Street,,441 Humphreys Street,Nashville,TN,37203,36.141606,-86.767441,,50,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1298086
71_1298109,71,Nashville,24,Hendersonville,Sumner,Vinewood,,801 Browns Lane,Gallatin,TN,37066,36.364909,-86.485489,,51,0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1298109
71_1306514,71,Nashville,37,Murfreesboro - east,Rutherford,East Fork Way,,4717 Givens Road,Lascassas,TN,37085,35.905368,-86.24578,,60,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1306514
71_1308625,71,Nashville,21,Antioch - south,Davidson,"Lofts at Brentwood, The",,1616 Bell Road,Nashville,TN,37211,36.0442739,-86.6995704,6152789963,70,48719,4.46,B+,B-,Completed,,,,1/1/20 0:00,FALSE,,N,N,N,N,,,,95.7,1308,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1308625
71_1314453,71,Nashville,33,La Vergne/Smyrna,Rutherford,Jacksonâ€™s Station,,317 Old Nashville Hwy,LaVergne,TN,37086,36.011767,-86.57042,,60,0,,,B-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1314453
71_1319098,71,Nashville,5,Midtown/Music Row,Davidson,1623 State Street,,1623 State Street,Nashville,TN,37203,36.157056,-86.795671,,50,0,1.52,,C+,Prospective,,,,,,,,,N,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1319098
71_1319296,71,Nashville,31,Portland,Sumner,Sumner Pointe,,1051 North Broadway,Portland,TN,37148,36.624315,-86.55811,,64,0,,,C+,Prospective,,,,,FALSE,,N,,N,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1319296
71_1323579,71,Nashville,32,Lebanon,Wilson,Upton Heights,,405 Lake Street,Lebanon,TN,37087,36.217084,-86.288534,,60,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1323579
71_1324239,71,Nashville,37,Murfreesboro - east,Rutherford,East Main Quarters,,1604 East Main Street,Murfreesboro,TN,37130,35.84161011,-86.36593892,6158677070,63,189000,5.65,A-,B-,Completed,,,,3/1/16 0:00,FALSE,,A,N,N,N,,,,,2896,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1324239
71_1329269,71,Nashville,6,North Nashville/Bordeaux,Davidson,Buchanan Street,,2107 Buchanan Street,Nashville,TN,37208,36.180045,-86.81252,,50,0,,,C,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1329269
71_1340050,71,Nashville,3,Clovernook,Davidson,1738 Lebanon Pike,,1738 Lebanon Pike,Nashville,TN,37210,36.154466,-86.714611,,52,0,,,C+,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1340050
71_1340986,71,Nashville,23,Bellevue,Davidson,7481 Sawyer Brown Road,,7481 Sawyer Brown Road,Nashville,TN,37209,36.11569,-86.925975,,61,0,,,C+,Prospective,,,,,,,,,N,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1340986
71_1341017,71,Nashville,9,South Nashville,Davidson,Hickory Creek Phase II,,1150 Vultee Blvd,Nashville,TN,37217,36.12443,-86.705899,6153617660,50,0,9.25,,C+,Under Construction,,7/20/20 0:00,,12/31/21 0:00,FALSE,,N,N,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1341017
71_1345,71,Nashville,5,Midtown/Music Row,Davidson,"Vibe at Marathon Village, The",Herman Street Redevelopment,1601 Herman Street,Nashville,TN,37208,36.165019,-86.800608,6159777045,68,53780,2.34,B-,C,Completed,6/21/16 0:00,,,6/1/17 0:00,FALSE,,N,N,N,N,,FALSE,,95.6,1616,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1345
71_1345404,71,Nashville,9,South Nashville,Davidson,Rex2,,331 Plus Park Blvd,Nashville,TN,37217,36.132588,-86.725354,,70,0,,,C-,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1345404
71_14,71,Nashville,5,Midtown/Music Row,Davidson,Americana,,1906 Chet Atkins Place,Nashville,TN,37212,36.148877,-86.79627,6153271532,66,43425,0.31,C+,B,Completed,,,,1/1/64 0:00,FALSE,,N,N,N,N,,,,95.5,1324,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=14
71_1435,71,Nashville,1,Downtown - north,Davidson,810 Lea,,810 Lea Avenue,Nashville,TN,37203,36.154622,-86.781153,,50,0,1.31,,B-,Prospective,,,,,,,,,,,,FALSE,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1435
71_151,71,Nashville,15,West End/Green Hills,Davidson,Green Hills Manor,,5000 Hillsboro Pike,Nashville,TN,37203,36.09837,-86.821919,6153832951,60,62400,3.48,C+,C+,Completed,,,,1/1/68 0:00,FALSE,,N,N,N,N,,,,95,1234,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=151
71_1514,71,Nashville,35,Murfreesboro - west,Rutherford,Rutherford Park,,554 Agripark Drive,Murfreesboro,TN,37128,35.85269,-86.443792,6157853759,70,97450,1.57,B+,B,Completed,6/8/18 0:00,7/1/19 0:00,1/1/20 0:00,9/30/20 0:00,FALSE,,N,A,N,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=71&PropertyID=1514
